failure_predicate,partition,simulator_id,q1_pass,q2_pass,q3_pass,q4_pass,q5_pass,q6_pass,q7_pass,q8_pass,q9_pass,q10_pass,q2_estimand,q4_status,q9_status,qualification_decision_enabled,qualification_status,scope_limits_json,max_standardized_object_influence,max_off_target_to_target_ratio,loo_estimable_count,loo_structural_unavailable_count,loo_simulation_failed_count,covariance_estimable_count,failed_gates_json
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,True,True,True,True,True,True,True,True,True,True,target_response_from_simulated_null,joint_construction_pass_covariance_unscorable,pass,True,qualified_with_scope_limit,"[""Gaussian tails and covariance shrinkage are declared simulator assumptions"",""baseline_covariance_preservation_unscorable"",""missingness mechanism is simulator-defined because frozen baseline is sparse or zero""]",0.246309571987436,0.0,4,0,0,0,[]
measurement_missingness_concentration,confirmation,joint_wild_cluster_rademacher,True,True,True,True,True,True,True,True,True,True,target_response_from_simulated_null,joint_construction_pass_covariance_unscorable,pass,True,qualified_with_scope_limit,"[""baseline_covariance_preservation_unscorable"",""missingness mechanism is simulator-defined because frozen baseline is sparse or zero"",""wild residual symmetry is a declared model assumption with four clusters""]",0.3512972705607258,0.0,4,0,0,0,[]
measurement_missingness_concentration,discovery,joint_gaussian_regularized_cluster,True,True,True,True,True,True,True,True,True,True,target_response_from_simulated_null,joint_construction_pass_covariance_unscorable,pass_with_structural_loo_scope_limit,True,qualified_with_scope_limit,"[""Gaussian tails and covariance shrinkage are declared simulator assumptions"",""baseline_covariance_preservation_unscorable"",""missingness mechanism is simulator-defined because frozen baseline is sparse or zero"",""structural_leave_one_object_out_unavailability""]",0.1707943457235249,0.0,3,1,0,0,[]
measurement_missingness_concentration,discovery,joint_wild_cluster_rademacher,True,True,True,True,True,True,True,True,True,True,target_response_from_simulated_null,joint_construction_pass_covariance_unscorable,pass_with_structural_loo_scope_limit,True,qualified_with_scope_limit,"[""baseline_covariance_preservation_unscorable"",""missingness mechanism is simulator-defined because frozen baseline is sparse or zero"",""structural_leave_one_object_out_unavailability"",""wild residual symmetry is a declared model assumption with four clusters""]",0.1717180364489132,0.0,3,1,0,0,[]
