partition,simulator_id,prospective_cluster_count,delta,control_response_lambda,gate_order,gate_name,cumulative_pass_count,replicates,cumulative_pass_probability
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,1,support_available_pass,5706,6000,0.951
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,2,complement_admissible_pass,3760,6000,0.6266666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,3,effect_direction_reproduced_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,4,target_contrast_positive_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,5,minimum_effect_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,6,cluster_uncertainty_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,1,support_available_pass,5730,6000,0.955
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,2,complement_admissible_pass,3871,6000,0.6451666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,3,effect_direction_reproduced_pass,3010,6000,0.5016666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,4,target_contrast_positive_pass,3010,6000,0.5016666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,5,minimum_effect_pass,2338,6000,0.38966666666666666
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,6,cluster_uncertainty_pass,611,6000,0.10183333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,1,support_available_pass,5744,6000,0.9573333333333334
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,2,complement_admissible_pass,3872,6000,0.6453333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,3,effect_direction_reproduced_pass,3003,6000,0.5005
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,4,target_contrast_positive_pass,3003,6000,0.5005
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,5,minimum_effect_pass,2371,6000,0.39516666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,6,cluster_uncertainty_pass,624,6000,0.104
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,1,support_available_pass,5733,6000,0.9555
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,2,complement_admissible_pass,3781,6000,0.6301666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,3,effect_direction_reproduced_pass,2966,6000,0.49433333333333335
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,4,target_contrast_positive_pass,2966,6000,0.49433333333333335
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,5,minimum_effect_pass,2367,6000,0.3945
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,6,cluster_uncertainty_pass,620,6000,0.10333333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,1,support_available_pass,5720,6000,0.9533333333333334
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,2,complement_admissible_pass,3889,6000,0.6481666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,3,effect_direction_reproduced_pass,3007,6000,0.5011666666666666
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,4,target_contrast_positive_pass,3007,6000,0.5011666666666666
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,5,minimum_effect_pass,2376,6000,0.396
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,6,cluster_uncertainty_pass,614,6000,0.10233333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,1,support_available_pass,5736,6000,0.956
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,2,complement_admissible_pass,3827,6000,0.6378333333333334
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,3,effect_direction_reproduced_pass,3236,6000,0.5393333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,4,target_contrast_positive_pass,3236,6000,0.5393333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,5,minimum_effect_pass,3110,6000,0.5183333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,6,cluster_uncertainty_pass,1000,6000,0.16666666666666666
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,1,support_available_pass,5735,6000,0.9558333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,2,complement_admissible_pass,3825,6000,0.6375
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,3,effect_direction_reproduced_pass,3224,6000,0.5373333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,4,target_contrast_positive_pass,3224,6000,0.5373333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,5,minimum_effect_pass,3102,6000,0.517
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,6,cluster_uncertainty_pass,1041,6000,0.1735
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,1,support_available_pass,5734,6000,0.9556666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,2,complement_admissible_pass,3841,6000,0.6401666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,3,effect_direction_reproduced_pass,3263,6000,0.5438333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,4,target_contrast_positive_pass,3263,6000,0.5438333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,5,minimum_effect_pass,3146,6000,0.5243333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,6,cluster_uncertainty_pass,1105,6000,0.18416666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,1,support_available_pass,5744,6000,0.9573333333333334
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,2,complement_admissible_pass,3792,6000,0.632
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,3,effect_direction_reproduced_pass,3203,6000,0.5338333333333334
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,4,target_contrast_positive_pass,3203,6000,0.5338333333333334
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,5,minimum_effect_pass,3083,6000,0.5138333333333334
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,6,cluster_uncertainty_pass,1054,6000,0.17566666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.5,1.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,1,support_available_pass,5717,6000,0.9528333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,2,complement_admissible_pass,3833,6000,0.6388333333333334
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,3,effect_direction_reproduced_pass,3259,6000,0.5431666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,4,target_contrast_positive_pass,3259,6000,0.5431666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,5,minimum_effect_pass,3245,6000,0.5408333333333334
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,6,cluster_uncertainty_pass,1221,6000,0.2035
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,1,support_available_pass,5727,6000,0.9545
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,2,complement_admissible_pass,3824,6000,0.6373333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,3,effect_direction_reproduced_pass,3264,6000,0.544
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,4,target_contrast_positive_pass,3264,6000,0.544
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,5,minimum_effect_pass,3240,6000,0.54
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,6,cluster_uncertainty_pass,1185,6000,0.1975
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.25,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,1,support_available_pass,5748,6000,0.958
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,2,complement_admissible_pass,3867,6000,0.6445
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,3,effect_direction_reproduced_pass,3327,6000,0.5545
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,4,target_contrast_positive_pass,3327,6000,0.5545
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,5,minimum_effect_pass,3304,6000,0.5506666666666666
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,6,cluster_uncertainty_pass,1236,6000,0.206
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,0.5,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,1.0,1,support_available_pass,5723,6000,0.9538333333333333
confirmation,joint_gaussian_regularized_cluster,3,0.75,1.0,2,complement_admissible_pass,3843,6000,0.6405
confirmation,joint_gaussian_regularized_cluster,3,0.75,1.0,3,effect_direction_reproduced_pass,3265,6000,0.5441666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.75,1.0,4,target_contrast_positive_pass,3265,6000,0.5441666666666667
confirmation,joint_gaussian_regularized_cluster,3,0.75,1.0,5,minimum_effect_pass,3249,6000,0.5415
confirmation,joint_gaussian_regularized_cluster,3,0.75,1.0,6,cluster_uncertainty_pass,1237,6000,0.20616666666666666
confirmation,joint_gaussian_regularized_cluster,3,0.75,1.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,1.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,1.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,0.75,1.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.0,1,support_available_pass,5728,6000,0.9546666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.0,2,complement_admissible_pass,3862,6000,0.6436666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.0,3,effect_direction_reproduced_pass,3255,6000,0.5425
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.0,4,target_contrast_positive_pass,3255,6000,0.5425
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.0,5,minimum_effect_pass,3246,6000,0.541
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.0,6,cluster_uncertainty_pass,1294,6000,0.21566666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.25,1,support_available_pass,5717,6000,0.9528333333333333
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.25,2,complement_admissible_pass,3852,6000,0.642
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.25,3,effect_direction_reproduced_pass,3293,6000,0.5488333333333333
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.25,4,target_contrast_positive_pass,3293,6000,0.5488333333333333
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.25,5,minimum_effect_pass,3288,6000,0.548
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.25,6,cluster_uncertainty_pass,1298,6000,0.21633333333333332
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.25,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.25,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.25,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.25,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.5,1,support_available_pass,5716,6000,0.9526666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.5,2,complement_admissible_pass,3788,6000,0.6313333333333333
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.5,3,effect_direction_reproduced_pass,3253,6000,0.5421666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.5,4,target_contrast_positive_pass,3253,6000,0.5421666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.5,5,minimum_effect_pass,3248,6000,0.5413333333333333
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.5,6,cluster_uncertainty_pass,1226,6000,0.20433333333333334
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.5,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.5,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.5,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,0.5,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,1.0,1,support_available_pass,5751,6000,0.9585
confirmation,joint_gaussian_regularized_cluster,3,1.0,1.0,2,complement_admissible_pass,3823,6000,0.6371666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.0,1.0,3,effect_direction_reproduced_pass,3271,6000,0.5451666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.0,1.0,4,target_contrast_positive_pass,3271,6000,0.5451666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.0,1.0,5,minimum_effect_pass,3264,6000,0.544
confirmation,joint_gaussian_regularized_cluster,3,1.0,1.0,6,cluster_uncertainty_pass,1274,6000,0.21233333333333335
confirmation,joint_gaussian_regularized_cluster,3,1.0,1.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,1.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,1.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.0,1.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.0,1,support_available_pass,5739,6000,0.9565
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.0,2,complement_admissible_pass,3866,6000,0.6443333333333333
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.0,3,effect_direction_reproduced_pass,3295,6000,0.5491666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.0,4,target_contrast_positive_pass,3295,6000,0.5491666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.0,5,minimum_effect_pass,3294,6000,0.549
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.0,6,cluster_uncertainty_pass,1329,6000,0.2215
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.25,1,support_available_pass,5743,6000,0.9571666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.25,2,complement_admissible_pass,3842,6000,0.6403333333333333
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.25,3,effect_direction_reproduced_pass,3320,6000,0.5533333333333333
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.25,4,target_contrast_positive_pass,3320,6000,0.5533333333333333
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.25,5,minimum_effect_pass,3318,6000,0.553
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.25,6,cluster_uncertainty_pass,1312,6000,0.21866666666666668
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.25,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.25,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.25,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.25,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.5,1,support_available_pass,5727,6000,0.9545
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.5,2,complement_admissible_pass,3847,6000,0.6411666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.5,3,effect_direction_reproduced_pass,3316,6000,0.5526666666666666
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.5,4,target_contrast_positive_pass,3316,6000,0.5526666666666666
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.5,5,minimum_effect_pass,3316,6000,0.5526666666666666
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.5,6,cluster_uncertainty_pass,1312,6000,0.21866666666666668
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.5,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.5,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.5,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,0.5,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,1.0,1,support_available_pass,5748,6000,0.958
confirmation,joint_gaussian_regularized_cluster,3,1.5,1.0,2,complement_admissible_pass,3862,6000,0.6436666666666667
confirmation,joint_gaussian_regularized_cluster,3,1.5,1.0,3,effect_direction_reproduced_pass,3315,6000,0.5525
confirmation,joint_gaussian_regularized_cluster,3,1.5,1.0,4,target_contrast_positive_pass,3315,6000,0.5525
confirmation,joint_gaussian_regularized_cluster,3,1.5,1.0,5,minimum_effect_pass,3315,6000,0.5525
confirmation,joint_gaussian_regularized_cluster,3,1.5,1.0,6,cluster_uncertainty_pass,1314,6000,0.219
confirmation,joint_gaussian_regularized_cluster,3,1.5,1.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,1.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,1.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,1.5,1.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.0,1,support_available_pass,5722,6000,0.9536666666666667
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.0,2,complement_admissible_pass,3833,6000,0.6388333333333334
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.0,3,effect_direction_reproduced_pass,3308,6000,0.5513333333333333
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.0,4,target_contrast_positive_pass,3308,6000,0.5513333333333333
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.0,5,minimum_effect_pass,3308,6000,0.5513333333333333
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.0,6,cluster_uncertainty_pass,1304,6000,0.21733333333333332
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.0,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.0,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.0,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.0,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.25,1,support_available_pass,5728,6000,0.9546666666666667
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.25,2,complement_admissible_pass,3827,6000,0.6378333333333334
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.25,3,effect_direction_reproduced_pass,3265,6000,0.5441666666666667
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.25,4,target_contrast_positive_pass,3265,6000,0.5441666666666667
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.25,5,minimum_effect_pass,3265,6000,0.5441666666666667
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.25,6,cluster_uncertainty_pass,1298,6000,0.21633333333333332
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.25,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.25,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.25,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.25,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.5,1,support_available_pass,5737,6000,0.9561666666666667
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.5,2,complement_admissible_pass,3828,6000,0.638
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.5,3,effect_direction_reproduced_pass,3241,6000,0.5401666666666667
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.5,4,target_contrast_positive_pass,3241,6000,0.5401666666666667
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.5,5,minimum_effect_pass,3241,6000,0.5401666666666667
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.5,6,cluster_uncertainty_pass,1235,6000,0.20583333333333334
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.5,7,raw_statistical_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.5,8,multiplicity_adjusted_threshold_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.5,9,control_adjusted_contrast_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,0.5,10,control_specificity_pass,0,6000,0.0
confirmation,joint_gaussian_regularized_cluster,3,2.0,1.0,1,support_available_pass,5721,6000,0.9535
confirmation,joint_gaussian_regularized_cluster,3,2.0,1.0,2,complement_admissible_pass,3851,6000,0.6418333333333334
confirmation,joint_gaussian_regularized_cluster,3,2.0,1.0,3,effect_direction_reproduced_pass,3300,6000,0.55
confirmation,joint_gaussian_regularized_cluster,3,2.0,1.0,4,target_contrast_positive_pass,3300,6000,0.55
confirmation,joint_gaussian_regularized_cluster,3,2.0,1.0,5,minimum_effect_pass,3300,6000,0.55
