entitlement_status,partition,simulator_id,prospective_cluster_count,delta,control_response_lambda,addresses,mean_gate_passage_probability,maximum_gate_passage_probability
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,0.5,0.25,3,0.12066666666666669,0.34
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,0.5,0.5,3,0.112,0.32
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,0.5,1.0,3,0.07066666666666667,0.204
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,0.75,0.0,3,0.18700000000000003,0.531
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,0.75,0.25,3,0.18000000000000002,0.509
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,0.75,0.5,3,0.18000000000000002,0.509
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,0.75,1.0,3,0.09666666666666668,0.276
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,1.0,0.0,3,0.22733333333333336,0.646
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,1.0,0.25,3,0.227,0.643
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,1.0,0.5,3,0.19933333333333333,0.569
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,1.0,1.0,3,0.09733333333333334,0.279
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,1.5,0.0,3,0.27366666666666667,0.779
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,1.5,0.25,3,0.26766666666666666,0.777
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,1.5,0.5,3,0.254,0.731
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,1.5,1.0,3,0.09699999999999999,0.282
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,2.0,0.0,3,0.28733333333333333,0.825
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,2.0,0.25,3,0.278,0.797
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,2.0,0.5,3,0.268,0.769
fl3_entitled,confirmation,joint_wild_cluster_rademacher,6,2.0,1.0,3,0.09866666666666667,0.284
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.0,0.0,3,0.0,0.0
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.25,0.0,3,0.081,0.218
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.25,0.25,3,0.084,0.235
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.25,0.5,3,0.08133333333333333,0.214
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.25,1.0,3,0.061333333333333344,0.171
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.5,0.0,3,0.227,0.616
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.5,0.25,3,0.23466666666666666,0.643
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.5,0.5,3,0.21199999999999997,0.577
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.5,1.0,3,0.10566666666666667,0.291
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.75,0.0,3,0.2956666666666667,0.799
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.75,0.25,3,0.297,0.795
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.75,0.5,3,0.2793333333333333,0.739
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,0.75,1.0,3,0.12333333333333334,0.34
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,1.0,0.0,3,0.336,0.89
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,1.0,0.25,3,0.3433333333333333,0.9
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,1.0,0.5,3,0.2986666666666667,0.809
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,1.0,1.0,3,0.12,0.325
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,1.5,0.0,3,0.3486666666666667,0.944
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,1.5,0.25,3,0.34833333333333333,0.95
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,1.5,0.5,3,0.3353333333333333,0.894
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,1.5,1.0,3,0.11533333333333333,0.313
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,2.0,0.0,3,0.361,0.973
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,2.0,0.25,3,0.357,0.963
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,2.0,0.5,3,0.3426666666666667,0.913
fl3_entitled,confirmation,joint_wild_cluster_rademacher,8,2.0,1.0,3,0.12266666666666666,0.336
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.0,0.0,3,0.0,0.0
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.25,0.0,3,0.15366666666666667,0.4
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.25,0.25,3,0.14566666666666667,0.399
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.25,0.5,3,0.13833333333333334,0.36
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.25,1.0,3,0.07966666666666666,0.217
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.5,0.0,3,0.31233333333333335,0.808
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.5,0.25,3,0.314,0.805
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.5,0.5,3,0.2986666666666667,0.747
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.5,1.0,3,0.11499999999999999,0.296
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.75,0.0,3,0.37833333333333335,0.942
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.75,0.25,3,0.37933333333333336,0.936
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.75,0.5,3,0.349,0.852
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,0.75,1.0,3,0.13066666666666668,0.334
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,1.0,0.0,3,0.393,0.969
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,1.0,0.25,3,0.4026666666666667,0.98
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,1.0,0.5,3,0.35766666666666663,0.884
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,1.0,1.0,3,0.12566666666666668,0.321
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,1.5,0.0,3,0.405,0.991
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,1.5,0.25,3,0.40199999999999997,0.991
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,1.5,0.5,3,0.3833333333333333,0.942
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,1.5,1.0,3,0.128,0.316
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,2.0,0.0,3,0.4073333333333333,0.998
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,2.0,0.25,3,0.40599999999999997,0.997
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,2.0,0.5,3,0.39566666666666667,0.969
fl3_entitled,confirmation,joint_wild_cluster_rademacher,10,2.0,1.0,3,0.12433333333333334,0.308
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.0,0.0,3,0.0,0.0
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.25,0.0,3,0.22099999999999997,0.564
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.25,0.25,3,0.208,0.535
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.25,0.5,3,0.19799999999999998,0.489
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.25,1.0,3,0.09066666666666667,0.234
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.5,0.0,3,0.38000000000000006,0.908
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.5,0.25,3,0.3826666666666667,0.909
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.5,0.5,3,0.35766666666666663,0.835
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.5,1.0,3,0.12366666666666666,0.294
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.75,0.0,3,0.4346666666666667,0.986
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.75,0.25,3,0.433,0.982
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.75,0.5,3,0.4066666666666667,0.904
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,0.75,1.0,3,0.13566666666666669,0.323
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,1.0,0.0,3,0.446,0.993
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,1.0,0.25,3,0.4363333333333333,0.993
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,1.0,0.5,3,0.41100000000000003,0.917
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,1.0,1.0,3,0.13566666666666669,0.313
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,1.5,0.0,3,0.4503333333333333,0.998
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,1.5,0.25,3,0.442,0.997
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,1.5,0.5,3,0.4413333333333333,0.97
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,1.5,1.0,3,0.127,0.29
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,2.0,0.0,3,0.44799999999999995,1.0
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,2.0,0.25,3,0.454,1.0
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,2.0,0.5,3,0.44399999999999995,0.981
fl3_entitled,confirmation,joint_wild_cluster_rademacher,12,2.0,1.0,3,0.12333333333333334,0.29
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.0,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.25,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.25,0.25,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.25,0.5,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.25,1.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.5,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.5,0.25,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.5,0.5,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.5,1.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.75,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.75,0.25,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.75,0.5,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,0.75,1.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,1.0,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,1.0,0.25,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,1.0,0.5,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,1.0,1.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,1.5,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,1.5,0.25,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,1.5,0.5,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,1.5,1.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,2.0,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,2.0,0.25,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.0,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,3,0.0023333333333333335,0.007
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,3,0.0023333333333333335,0.007
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,3,0.0036666666666666666,0.011
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,3,0.0026666666666666666,0.008
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,3,0.02033333333333333,0.061
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.5,0.25,3,0.023666666666666666,0.071
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.5,0.5,3,0.018666666666666668,0.056
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.5,1.0,3,0.016333333333333335,0.049
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.75,0.0,3,0.048999999999999995,0.147
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.75,0.25,3,0.04699999999999999,0.141
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.75,0.5,3,0.043000000000000003,0.129
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,0.75,1.0,3,0.03,0.09
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,1.0,0.0,3,0.06833333333333333,0.205
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,1.0,0.25,3,0.06799999999999999,0.204
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,1.0,0.5,3,0.05933333333333333,0.178
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,1.0,1.0,3,0.03666666666666667,0.11
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,1.5,0.0,3,0.08700000000000001,0.261
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,1.5,0.25,3,0.09300000000000001,0.279
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,1.5,0.5,3,0.09433333333333332,0.283
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,1.5,1.0,3,0.038,0.114
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,2.0,0.0,3,0.09699999999999999,0.291
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,2.0,0.25,3,0.10466666666666667,0.314
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,2.0,0.5,3,0.09766666666666667,0.293
fl3_entitled,discovery,joint_gaussian_regularized_cluster,4,2.0,1.0,3,0.03766666666666667,0.113
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.0,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.25,0.0,3,0.011666666666666667,0.035
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.25,0.25,3,0.011333333333333334,0.034
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.25,0.5,3,0.010666666666666666,0.032
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.25,1.0,3,0.013,0.039
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.5,0.0,3,0.062,0.186
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.5,0.25,3,0.06,0.18
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.5,0.5,3,0.06333333333333334,0.19
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.5,1.0,3,0.046000000000000006,0.138
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.75,0.0,3,0.11599999999999999,0.348
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.75,0.25,3,0.121,0.363
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.75,0.5,3,0.11266666666666668,0.338
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,0.75,1.0,3,0.06466666666666666,0.194
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,1.0,0.0,3,0.159,0.477
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,1.0,0.25,3,0.15966666666666665,0.479
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,1.0,0.5,3,0.14366666666666666,0.431
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,1.0,1.0,3,0.06566666666666666,0.197
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,1.5,0.0,3,0.18433333333333335,0.553
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,1.5,0.25,3,0.19099999999999998,0.573
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,1.5,0.5,3,0.18733333333333335,0.562
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,1.5,1.0,3,0.073,0.219
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,2.0,0.0,3,0.19699999999999998,0.591
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,2.0,0.25,3,0.214,0.642
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,2.0,0.5,3,0.19233333333333333,0.577
fl3_entitled,discovery,joint_gaussian_regularized_cluster,5,2.0,1.0,3,0.06999999999999999,0.21
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.0,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.25,0.0,3,0.023666666666666666,0.071
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.25,0.25,3,0.026333333333333334,0.079
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.25,0.5,3,0.026,0.078
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.25,1.0,3,0.025666666666666667,0.077
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.5,0.0,3,0.114,0.342
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.5,0.25,3,0.113,0.339
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.5,0.5,3,0.12066666666666666,0.362
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.5,1.0,3,0.07266666666666667,0.218
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.75,0.0,3,0.18500000000000003,0.555
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.75,0.25,3,0.19033333333333333,0.571
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.75,0.5,3,0.17333333333333334,0.52
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,0.75,1.0,3,0.09266666666666667,0.278
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,1.0,0.0,3,0.229,0.687
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,1.0,0.25,3,0.2323333333333333,0.697
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,1.0,0.5,3,0.21766666666666667,0.653
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,1.0,1.0,3,0.08933333333333333,0.268
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,1.5,0.0,3,0.257,0.771
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,1.5,0.25,3,0.262,0.786
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,1.5,0.5,3,0.248,0.744
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,1.5,1.0,3,0.09466666666666666,0.284
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,2.0,0.0,3,0.27466666666666667,0.824
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,2.0,0.25,3,0.27599999999999997,0.828
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,2.0,0.5,3,0.25,0.75
fl3_entitled,discovery,joint_gaussian_regularized_cluster,6,2.0,1.0,3,0.08766666666666667,0.263
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.0,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.25,0.0,3,0.08,0.24
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.25,0.25,3,0.079,0.237
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.25,0.5,3,0.06966666666666667,0.209
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.25,1.0,3,0.057999999999999996,0.174
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.5,0.0,3,0.20866666666666667,0.626
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.5,0.25,3,0.214,0.642
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.5,0.5,3,0.20299999999999999,0.609
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.5,1.0,3,0.09866666666666667,0.296
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.75,0.0,3,0.27999999999999997,0.84
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.75,0.25,3,0.282,0.846
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.75,0.5,3,0.25533333333333336,0.766
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,0.75,1.0,3,0.11666666666666665,0.35
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,1.0,0.0,3,0.30533333333333335,0.916
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,1.0,0.25,3,0.3006666666666667,0.902
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,1.0,0.5,3,0.2833333333333333,0.85
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,1.0,1.0,3,0.11366666666666668,0.341
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,1.5,0.0,3,0.319,0.957
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,1.5,0.25,3,0.3193333333333333,0.958
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,1.5,0.5,3,0.301,0.903
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,1.5,1.0,3,0.107,0.321
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,2.0,0.0,3,0.32366666666666666,0.971
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,2.0,0.25,3,0.32266666666666666,0.968
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,2.0,0.5,3,0.30733333333333335,0.922
fl3_entitled,discovery,joint_gaussian_regularized_cluster,8,2.0,1.0,3,0.105,0.315
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.0,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.25,0.0,3,0.142,0.426
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.25,0.25,3,0.13999999999999999,0.42
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.25,0.5,3,0.12733333333333333,0.382
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.25,1.0,3,0.07666666666666667,0.23
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.5,0.0,3,0.27399999999999997,0.822
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.5,0.25,3,0.282,0.846
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.5,0.5,3,0.24933333333333332,0.748
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.5,1.0,3,0.106,0.318
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.75,0.0,3,0.31966666666666665,0.959
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.75,0.25,3,0.31666666666666665,0.95
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.75,0.5,3,0.28633333333333333,0.859
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,0.75,1.0,3,0.11266666666666668,0.338
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,1.0,0.0,3,0.32766666666666666,0.983
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,1.0,0.25,3,0.3263333333333333,0.979
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,1.0,0.5,3,0.307,0.921
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,1.0,1.0,3,0.11233333333333334,0.337
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,1.5,0.0,3,0.3313333333333333,0.994
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,1.5,0.25,3,0.33066666666666666,0.992
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,1.5,0.5,3,0.31866666666666665,0.956
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,1.5,1.0,3,0.106,0.318
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,2.0,0.0,3,0.331,0.993
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,2.0,0.25,3,0.33266666666666667,0.998
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,2.0,0.5,3,0.3213333333333333,0.964
fl3_entitled,discovery,joint_gaussian_regularized_cluster,10,2.0,1.0,3,0.09933333333333333,0.298
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.0,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.25,0.0,3,0.19266666666666665,0.578
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.25,0.25,3,0.18999999999999997,0.57
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.25,0.5,3,0.16966666666666666,0.509
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.25,1.0,3,0.08066666666666666,0.242
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.5,0.0,3,0.3076666666666667,0.923
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.5,0.25,3,0.311,0.933
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.5,0.5,3,0.27466666666666667,0.824
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.5,1.0,3,0.106,0.318
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.75,0.0,3,0.328,0.984
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.75,0.25,3,0.3283333333333333,0.985
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.75,0.5,3,0.30333333333333334,0.91
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,0.75,1.0,3,0.11333333333333334,0.34
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,1.0,0.0,3,0.3323333333333333,0.997
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,1.0,0.25,3,0.33266666666666667,0.998
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,1.0,0.5,3,0.3183333333333333,0.955
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,1.0,1.0,3,0.11033333333333334,0.331
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,1.5,0.0,3,0.3333333333333333,1.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,1.5,0.25,3,0.333,0.999
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,1.5,0.5,3,0.32366666666666666,0.971
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,1.5,1.0,3,0.09933333333333333,0.298
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,2.0,0.0,3,0.3333333333333333,1.0
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,2.0,0.25,3,0.333,0.999
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,2.0,0.5,3,0.32566666666666666,0.977
fl3_entitled,discovery,joint_gaussian_regularized_cluster,12,2.0,1.0,3,0.09066666666666667,0.272
fl3_entitled,discovery,joint_wild_cluster_rademacher,3,0.0,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_wild_cluster_rademacher,3,0.25,0.0,3,0.0,0.0
fl3_entitled,discovery,joint_wild_cluster_rademacher,3,0.25,0.25,3,0.0,0.0
