partition,simulator_id,prospective_cluster_count,delta,control_response_lambda,failed_gates_json,replicate_count
discovery,joint_gaussian_regularized_cluster,3,2.0,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1732
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1318
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1276
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",598
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",329
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",259
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",91
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",90
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",66
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",56
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",50
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",50
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",32
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",31
discovery,joint_gaussian_regularized_cluster,3,2.0,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",22
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1271
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",819
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",658
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",593
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",581
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",523
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",426
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",283
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",197
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",187
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",154
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",148
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",68
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",58
discovery,joint_gaussian_regularized_cluster,3,2.0,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",34
discovery,joint_gaussian_regularized_cluster,4,0.0,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",5629
discovery,joint_gaussian_regularized_cluster,4,0.0,0.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",360
discovery,joint_gaussian_regularized_cluster,4,0.0,0.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",11
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2478
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1418
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",910
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",541
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",244
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",165
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,[],75
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",73
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",71
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",23
discovery,joint_gaussian_regularized_cluster,4,0.25,0.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2312
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1411
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",897
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",377
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",256
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",226
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",141
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",98
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,[],90
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",58
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",32
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",32
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",23
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",19
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",16
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",4
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",3
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",3
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1
discovery,joint_gaussian_regularized_cluster,4,0.25,0.25,"[""control_adjusted_contrast_pass""]",1
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1853
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1427
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",743
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",428
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",423
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",291
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",257
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",145
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",115
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,[],90
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",56
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",48
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",35
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",20
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",19
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",18
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""control_adjusted_contrast_pass""]",9
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",8
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",7
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",3
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""minimum_effect_pass"",""control_adjusted_contrast_pass""]",1
discovery,joint_gaussian_regularized_cluster,4,0.25,0.5,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1429
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",933
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",816
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",705
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",650
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",508
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",273
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",246
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",168
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",52
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",47
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,[],41
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",39
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""control_adjusted_contrast_pass""]",19
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",18
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",17
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",12
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""control_adjusted_contrast_pass"",""control_specificity_pass""]",11
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",8
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",4
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
discovery,joint_gaussian_regularized_cluster,4,0.25,1.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2711
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1385
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1194
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,[],266
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",225
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",92
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",89
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",18
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",12
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",7
discovery,joint_gaussian_regularized_cluster,4,0.5,0.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1
discovery,joint_gaussian_regularized_cluster,4,0.5,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2534
discovery,joint_gaussian_regularized_cluster,4,0.5,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1375
discovery,joint_gaussian_regularized_cluster,4,0.5,0.25,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1188
discovery,joint_gaussian_regularized_cluster,4,0.5,0.25,[],270
