partition,simulator_id,prospective_cluster_count,delta,control_response_lambda,failed_gates_json,replicate_count
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",3760
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1946
confirmation,joint_gaussian_regularized_cluster,3,0.0,0.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",294
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1727
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1219
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",861
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",611
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",537
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",505
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",270
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",105
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",64
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",61
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",36
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",3
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1666
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1267
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",869
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",612
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",470
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",256
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",252
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",233
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",83
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",66
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",63
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",39
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",24
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",23
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",15
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",15
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",15
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",15
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",9
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",4
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",3
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1376
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1329
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",815
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",541
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",434
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",267
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",262
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",260
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",190
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",111
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",66
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",64
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",55
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",48
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",47
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",38
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",22
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",19
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",18
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",15
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",15
confirmation,joint_gaussian_regularized_cluster,3,0.25,0.5,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",8
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1201
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",882
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",768
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",554
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",496
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",440
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",363
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",280
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",237
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",192
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",136
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",115
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",98
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",61
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",57
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",50
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",40
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",15
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",6
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",3
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",2
confirmation,joint_gaussian_regularized_cluster,3,0.25,1.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",2110
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1127
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1000
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",626
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",591
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",264
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",148
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",106
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",12
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",8
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.0,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",8
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1936
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1124
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1008
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",601
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",582
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""support_available_pass"",""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",265
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",140
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",94
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",52
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",50
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",31
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",26
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",26
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",25
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",9
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",7
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",7
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",6
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""minimum_effect_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",4
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",3
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""complement_admissible_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",3
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.25,"[""complement_admissible_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass""]",1
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",1516
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""complement_admissible_pass"",""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",1150
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",934
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""effect_direction_reproduced_pass"",""target_contrast_positive_pass"",""minimum_effect_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass"",""control_adjusted_contrast_pass"",""control_specificity_pass""]",578
confirmation,joint_gaussian_regularized_cluster,3,0.5,0.5,"[""complement_admissible_pass"",""cluster_uncertainty_pass"",""raw_statistical_threshold_pass"",""multiplicity_adjusted_threshold_pass""]",438
