scenario_id,base_scenario_id,address_id,record_id,support_id,relation,carrier,entitlement_status,partition,simulator_id,failure_predicate,prospective_cluster_count,minimum_attainable_exact_p,structurally_attainable,delta,control_response_lambda,replicates,overall_gate_pass_count,conditional_gate_passage_probability,monte_carlo_wilson_low,monte_carlo_wilson_high,empirically_passable,effective_resolution_attainable_count,effective_resolution_attainable_probability,support_available_pass_count,support_available_pass_probability,complement_admissible_pass_count,complement_admissible_pass_probability,effect_direction_reproduced_pass_count,effect_direction_reproduced_pass_probability,target_contrast_positive_pass_count,target_contrast_positive_pass_probability,minimum_effect_pass_count,minimum_effect_pass_probability,cluster_uncertainty_pass_count,cluster_uncertainty_pass_probability,raw_statistical_threshold_pass_count,raw_statistical_threshold_pass_probability,multiplicity_adjusted_threshold_pass_count,multiplicity_adjusted_threshold_pass_probability,control_adjusted_contrast_pass_count,control_adjusted_contrast_pass_probability,control_specificity_pass_count,control_specificity_pass_probability,mean_target_contrast,min_target_contrast,max_target_contrast,mean_target_response_from_simulated_null,min_target_response_from_simulated_null,max_target_response_from_simulated_null,mean_control_adjusted_contrast,min_control_adjusted_contrast,max_control_adjusted_contrast,mean_positive_control_adjusted_share,min_positive_control_adjusted_share,max_positive_control_adjusted_share,mean_bootstrap_ci_low,min_bootstrap_ci_low,max_bootstrap_ci_low,mean_bootstrap_positive_share,min_bootstrap_positive_share,max_bootstrap_positive_share,mean_direction_consistency,min_direction_consistency,max_direction_consistency,mean_independent_cluster_count,min_independent_cluster_count,max_independent_cluster_count,mean_raw_permutation_p,min_raw_permutation_p,max_raw_permutation_p,mean_source_template_unique_count,min_source_template_unique_count,max_source_template_unique_count,mean_source_template_reuse_fraction,min_source_template_reuse_fraction,max_source_template_reuse_fraction
CS-2f6946e9cb1069ea80c38ad6,BS-b7b55020470aa0011fae8c36,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,10,0.0009765625,True,0.5,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,925,0.925,925,0.925,920,0.92,0,0.0,0,0.0,0,0.0,912,0.912,921,0.921,0.315809917059917,0.027777777777777776,0.6190476190476191,0.315809917059917,0.027777777777777776,0.6190476190476191,0.2300493529243527,-0.06944444444444445,0.5416666666666667,0.9886486486486487,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.76,2.0,4.0,0.624000000000009,0.6,0.8
CS-a3b665a430de820fcb70300a,BS-b7b55020470aa0011fae8c36,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,12,0.000244140625,True,0.5,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,959,0.959,959,0.959,957,0.957,0,0.0,0,0.0,0,0.0,948,0.948,957,0.957,0.3162759854365695,0.07291666666666667,0.5952380952380952,0.3162759854365695,0.07291666666666667,0.5952380952380952,0.22920605202930566,-0.05208333333333333,0.5595238095238095,0.9919186652763295,0.25,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.868,2.0,4.0,0.6776666666666634,0.6666666666666667,0.8333333333333334
CS-018950136999421cc06ba625,BS-fdf9aaf236c4b1e795e2a680,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,3,0.125,False,0.75,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,988,0.988,832,0.832,464,0.464,464,0.464,463,0.463,0,0.0,0,0.0,0,0.0,446,0.446,459,0.459,0.4254669540229887,0.08333333333333333,0.8333333333333334,0.4254669540229887,0.08333333333333333,0.8333333333333334,0.29925466954022967,-0.08333333333333333,0.7916666666666666,0.9536637931034483,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.317,1.0,3.0,0.2276666666666682,0.0,0.6666666666666667
CS-72223448bfb29dc53263d2ca,BS-fdf9aaf236c4b1e795e2a680,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,4,0.0625,True,0.75,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,996,0.996,954,0.954,633,0.633,633,0.633,632,0.632,0,0.0,0,0.0,0,0.0,614,0.614,628,0.628,0.4253335088643146,0.08333333333333333,0.8333333333333334,0.4253335088643146,0.08333333333333333,0.8333333333333334,0.29861111111111094,-0.10416666666666666,0.6875,0.966824644549763,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.728,1.0,4.0,0.318,0.0,0.75
CS-69115786d0ee6c442a1c003e,BS-fdf9aaf236c4b1e795e2a680,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,5,0.03125,True,0.75,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,986,0.986,734,0.734,734,0.734,734,0.734,0,0.0,0,0.0,0,0.0,722,0.722,730,0.73,0.4295999848622461,0.125,0.8333333333333334,0.4295999848622461,0.125,0.8333333333333334,0.30318082046624256,-0.1111111111111111,0.6875,0.9792234332425068,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.051,1.0,4.0,0.3897999999999956,0.19999999999999996,0.8
CS-3044dce4350d8451f97c2a0a,BS-fdf9aaf236c4b1e795e2a680,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,6,0.015625,True,0.75,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,994,0.994,811,0.811,811,0.811,811,0.811,0,0.0,0,0.0,0,0.0,801,0.801,809,0.809,0.42909816413207325,0.125,0.7777777777777778,0.42909816413207325,0.125,0.7777777777777778,0.30176479654747257,-0.04166666666666666,0.6527777777777779,0.9842786683107275,0.25,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.313,2.0,4.0,0.44783333333333136,0.33333333333333337,0.6666666666666667
CS-85f44f9fdfcb466047e18719,BS-fdf9aaf236c4b1e795e2a680,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,8,0.00390625,True,0.75,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,999,0.999,910,0.91,910,0.91,910,0.91,0,0.0,0,0.0,0,0.0,900,0.9,909,0.909,0.43029870922728036,0.16666666666666666,0.7666666666666666,0.43029870922728036,0.16666666666666666,0.7666666666666666,0.3014716335252049,-0.0625,0.6527777777777779,0.9906593406593407,0.25,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.622,2.0,4.0,0.54725,0.5,0.75
CS-adeb04a5cd53fb643218784f,BS-fdf9aaf236c4b1e795e2a680,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,10,0.0009765625,True,0.75,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,950,0.95,950,0.95,950,0.95,0,0.0,0,0.0,0,0.0,943,0.943,949,0.949,0.4309168407128934,0.16666666666666666,0.7222222222222223,0.4309168407128934,0.16666666666666666,0.7222222222222223,0.30183700570871597,-0.08333333333333334,0.6071428571428572,0.9947368421052631,0.25,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.781,2.0,4.0,0.6219000000000091,0.6,0.8
CS-df3fbc7ee6c82072f42dd06a,BS-fdf9aaf236c4b1e795e2a680,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,12,0.000244140625,True,0.75,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,964,0.964,964,0.964,964,0.964,0,0.0,0,0.0,0,0.0,961,0.961,964,0.964,0.4316672704120834,0.1875,0.7083333333333333,0.4316672704120834,0.1875,0.7083333333333333,0.30285784265296717,-0.04166666666666663,0.6111111111111112,0.9976659751037344,0.5,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.869,2.0,4.0,0.6775833333333301,0.6666666666666667,0.8333333333333334
CS-1087abb19acba5a137d5c49f,BS-b31295a564809e9330eec836,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,3,0.125,False,1.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,984,0.984,847,0.847,487,0.487,487,0.487,487,0.487,0,0.0,0,0.0,0,0.0,482,0.482,485,0.485,0.5246406570841888,0.16666666666666666,0.9166666666666667,0.5246406570841888,0.16666666666666666,0.9166666666666667,0.35938569472963733,-0.04166666666666666,0.7916666666666667,0.9697125256673511,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.346,1.0,3.0,0.21800000000000136,0.0,0.6666666666666667
CS-d11a2f3fc87ab774a881221c,BS-b31295a564809e9330eec836,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,4,0.0625,True,1.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,995,0.995,952,0.952,638,0.638,638,0.638,638,0.638,0,0.0,0,0.0,0,0.0,634,0.634,636,0.636,0.5254919888540576,0.16666666666666666,0.9166666666666667,0.5254919888540576,0.16666666666666666,0.9166666666666667,0.3596960989202368,0.0,0.7708333333333333,0.9804075235109718,0.25,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.765,1.0,4.0,0.30875,0.0,0.75
CS-d6d4e6ce1cf7fb868f4cda3b,BS-b31295a564809e9330eec836,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,5,0.03125,True,1.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,999,0.999,985,0.985,732,0.732,732,0.732,732,0.732,0,0.0,0,0.0,0,0.0,729,0.729,730,0.73,0.5259942319368541,0.16666666666666666,0.9166666666666667,0.5259942319368541,0.16666666666666666,0.9166666666666667,0.3600675470552517,-0.08333333333333331,0.7499999999999999,0.9880464480874317,0.25,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.061,1.0,4.0,0.3877999999999964,0.19999999999999996,0.8
CS-a75d577bcbd4168d304de91f,BS-b31295a564809e9330eec836,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,6,0.015625,True,1.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,999,0.999,997,0.997,794,0.794,794,0.794,794,0.794,0,0.0,0,0.0,0,0.0,792,0.792,793,0.793,0.5282518191995519,0.20833333333333331,0.9166666666666667,0.5282518191995519,0.20833333333333331,0.9166666666666667,0.36223586621886367,-0.08333333333333331,0.7500000000000001,0.9927581863979849,0.25,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.306,1.0,4.0,0.4489999999999975,0.33333333333333337,0.8333333333333334
CS-7eb2d2555a8c59beccba0186,BS-b31295a564809e9330eec836,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,8,0.00390625,True,1.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,999,0.999,895,0.895,895,0.895,895,0.895,0,0.0,0,0.0,0,0.0,895,0.895,895,0.895,0.5295916467145521,0.2222222222222222,0.8333333333333333,0.5295916467145521,0.2222222222222222,0.8333333333333333,0.3634199033430881,0.0625,0.6944444444444444,0.9960893854748604,0.75,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.613,2.0,4.0,0.548375,0.5,0.75
CS-3111a4cb89b710c90e33e14c,BS-b31295a564809e9330eec836,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,10,0.0009765625,True,1.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,940,0.94,940,0.94,940,0.94,0,0.0,0,0.0,0,0.0,940,0.94,940,0.94,0.5314486589553077,0.20833333333333331,0.7916666666666667,0.5314486589553077,0.20833333333333331,0.7916666666666667,0.36410983409321235,0.0708333333333333,0.6416666666666667,0.9976063829787234,0.75,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.782,2.0,4.0,0.6218000000000088,0.6,0.8
CS-5fbd449f82f78780f63e5915,BS-b31295a564809e9330eec836,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,12,0.000244140625,True,1.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,967,0.967,967,0.967,967,0.967,0,0.0,0,0.0,0,0.0,967,0.967,967,0.967,0.5312004729920965,0.2222222222222222,0.8055555555555556,0.5312004729920965,0.2222222222222222,0.8055555555555556,0.3638904868351612,0.0763888888888889,0.6458333333333334,0.9981902792140641,0.75,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.875,2.0,4.0,0.6770833333333294,0.6666666666666667,0.8333333333333334
CS-d8165f86df18134e0c5a0c78,BS-0fbf8adee07e241802dbaac2,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,3,0.125,False,1.5,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,978,0.978,845,0.845,468,0.468,468,0.468,468,0.468,0,0.0,0,0.0,0,0.0,467,0.467,468,0.468,0.6867877492877489,0.3333333333333333,1.0,0.6867877492877489,0.3333333333333333,1.0,0.4504095441595445,0.04166666666666663,0.8125000000000001,0.9903846153846154,0.5,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.299,1.0,3.0,0.23366666666666833,0.0,0.6666666666666667
CS-17bc9504e2970e6606ebb0dc,BS-0fbf8adee07e241802dbaac2,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,4,0.0625,True,1.5,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,993,0.993,953,0.953,626,0.626,626,0.626,626,0.626,0,0.0,0,0.0,0,0.0,623,0.623,624,0.624,0.6798233936812208,0.25,1.0,0.6798233936812208,0.25,1.0,0.4372559460418886,-0.08333333333333331,0.7916666666666667,0.9916134185303515,0.25,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.733,1.0,4.0,0.31675,0.0,0.75
CS-51d0bca1c623d77d2eaed39d,BS-0fbf8adee07e241802dbaac2,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,5,0.03125,True,1.5,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,997,0.997,982,0.982,723,0.723,723,0.723,723,0.723,0,0.0,0,0.0,0,0.0,721,0.721,721,0.721,0.6813527739357615,0.25,1.0,0.6813527739357615,0.25,1.0,0.4389551636698937,-0.08333333333333331,0.7916666666666667,0.9944674965421854,0.25,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.037,1.0,4.0,0.3925999999999963,0.19999999999999996,0.8
CS-157bf8b5437cf8e8643acf68,BS-0fbf8adee07e241802dbaac2,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,6,0.015625,True,1.5,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,999,0.999,992,0.992,811,0.811,811,0.811,811,0.811,0,0.0,0,0.0,0,0.0,810,0.81,810,0.81,0.6788738183312779,0.25,1.0,0.6788738183312779,0.25,1.0,0.43711895465132217,-0.08333333333333331,0.7916666666666667,0.9966091245376079,0.25,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.291,1.0,4.0,0.45149999999999846,0.33333333333333337,0.8333333333333334
CS-7bb83384d69c0f9f409bea08,BS-0fbf8adee07e241802dbaac2,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,8,0.00390625,True,1.5,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,900,0.9,900,0.9,900,0.9,0,0.0,0,0.0,0,0.0,900,0.9,900,0.9,0.6782123015873013,0.41666666666666663,1.0,0.6782123015873013,0.41666666666666663,1.0,0.43664021164021233,0.08333333333333337,0.75,0.9986111111111111,0.75,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.601,2.0,4.0,0.549875,0.5,0.75
CS-2b591601b228307264f5936c,BS-0fbf8adee07e241802dbaac2,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,10,0.0009765625,True,1.5,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,944,0.944,944,0.944,944,0.944,0,0.0,0,0.0,0,0.0,944,0.944,944,0.944,0.6777449191776531,0.3888888888888889,0.9166666666666667,0.6777449191776531,0.3888888888888889,0.9166666666666667,0.4337274088366509,0.09722222222222227,0.7500000000000001,0.9992055084745762,0.75,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.782,2.0,4.0,0.6218000000000091,0.6,0.8
CS-32e4a7cfcaac31c70b5836ea,BS-0fbf8adee07e241802dbaac2,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,12,0.000244140625,True,1.5,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,968,0.968,968,0.968,968,0.968,0,0.0,0,0.0,0,0.0,968,0.968,968,0.968,0.6783380340198527,0.3888888888888889,0.8928571428571428,0.6783380340198527,0.3888888888888889,0.8928571428571428,0.43295656101053864,0.10416666666666663,0.71875,0.99974173553719,0.75,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.866,2.0,4.0,0.6778333333333302,0.6666666666666667,0.8333333333333334
CS-9bc3cb646a8a5d7a92e9bc41,BS-1986b1f16ffa29a77e2c0050,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,3,0.125,False,2.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,980,0.98,845,0.845,464,0.464,464,0.464,464,0.464,0,0.0,0,0.0,0,0.0,464,0.464,464,0.464,0.7814295977011497,0.375,1.0,0.7814295977011497,0.375,1.0,0.47790948275862105,0.0625,0.8125,0.9935344827586207,0.75,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.31,1.0,3.0,0.23000000000000162,0.0,0.6666666666666667
CS-a3de0b0c722aae7444ff64a1,BS-1986b1f16ffa29a77e2c0050,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,4,0.0625,True,2.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,992,0.992,945,0.945,635,0.635,635,0.635,635,0.635,0,0.0,0,0.0,0,0.0,635,0.635,635,0.635,0.7807961504811897,0.3888888888888889,1.0,0.7807961504811897,0.3888888888888889,1.0,0.4733814523184602,0.0625,0.7916666666666667,0.9952755905511811,0.5,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.73,1.0,4.0,0.3175,0.0,0.75
CS-696a2e6d98471ae27fe3f393,BS-1986b1f16ffa29a77e2c0050,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,5,0.03125,True,2.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,999,0.999,978,0.978,734,0.734,734,0.734,734,0.734,0,0.0,0,0.0,0,0.0,734,0.734,734,0.734,0.777096578867695,0.3333333333333333,1.0,0.777096578867695,0.3333333333333333,1.0,0.4684283227369059,0.08333333333333331,0.7916666666666666,0.9965940054495913,0.5,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.06,1.0,4.0,0.3879999999999968,0.19999999999999996,0.8
CS-6ecf55a3ac60e265b405627e,BS-1986b1f16ffa29a77e2c0050,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,6,0.015625,True,2.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,997,0.997,831,0.831,831,0.831,831,0.831,0,0.0,0,0.0,0,0.0,831,0.831,831,0.831,0.7804619601551005,0.41666666666666663,1.0,0.7804619601551005,0.41666666666666663,1.0,0.46991576413959074,0.09722222222222221,0.75,0.9990974729241877,0.5,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.343,1.0,4.0,0.442833333333331,0.33333333333333337,0.8333333333333334
CS-7ff4a2a5a5d69960f9c95547,BS-1986b1f16ffa29a77e2c0050,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,8,0.00390625,True,2.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,918,0.918,918,0.918,918,0.918,0,0.0,0,0.0,0,0.0,918,0.918,918,0.918,0.7782046460559533,0.4833333333333333,1.0,0.7782046460559533,0.4833333333333333,1.0,0.46760437199571175,0.125,0.7777777777777778,0.9989106753812637,0.5,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.629,2.0,4.0,0.546375,0.5,0.75
CS-8faa87336de629aa89038d0c,BS-1986b1f16ffa29a77e2c0050,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,10,0.0009765625,True,2.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,947,0.947,947,0.947,947,0.947,0,0.0,0,0.0,0,0.0,947,0.947,947,0.947,0.7787696666722538,0.47916666666666663,1.0,0.7787696666722538,0.47916666666666663,1.0,0.4679922813898521,0.125,0.75,0.9989440337909187,0.5,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.785,2.0,4.0,0.6215000000000097,0.6,0.8
CS-7f88aa3d710d94fd331a96cb,BS-1986b1f16ffa29a77e2c0050,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,discovery,joint_wild_cluster_rademacher,measurement_missingness_concentration,12,0.000244140625,True,2.0,0.25,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,1000,1.0,972,0.972,972,0.972,972,0.972,0,0.0,0,0.0,0,0.0,972,0.972,972,0.972,0.7776111101213978,0.5,1.0,0.7776111101213978,0.5,1.0,0.46677188088260574,0.20833333333333331,0.6805555555555556,1.0,1.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.875,2.0,4.0,0.67708333333333,0.6666666666666667,0.8333333333333334
