scenario_id,base_scenario_id,address_id,record_id,support_id,relation,carrier,entitlement_status,partition,simulator_id,failure_predicate,prospective_cluster_count,minimum_attainable_exact_p,structurally_attainable,delta,control_response_lambda,replicates,overall_gate_pass_count,conditional_gate_passage_probability,monte_carlo_wilson_low,monte_carlo_wilson_high,empirically_passable,effective_resolution_attainable_count,effective_resolution_attainable_probability,support_available_pass_count,support_available_pass_probability,complement_admissible_pass_count,complement_admissible_pass_probability,effect_direction_reproduced_pass_count,effect_direction_reproduced_pass_probability,target_contrast_positive_pass_count,target_contrast_positive_pass_probability,minimum_effect_pass_count,minimum_effect_pass_probability,cluster_uncertainty_pass_count,cluster_uncertainty_pass_probability,raw_statistical_threshold_pass_count,raw_statistical_threshold_pass_probability,multiplicity_adjusted_threshold_pass_count,multiplicity_adjusted_threshold_pass_probability,control_adjusted_contrast_pass_count,control_adjusted_contrast_pass_probability,control_specificity_pass_count,control_specificity_pass_probability,mean_target_contrast,min_target_contrast,max_target_contrast,mean_target_response_from_simulated_null,min_target_response_from_simulated_null,max_target_response_from_simulated_null,mean_control_adjusted_contrast,min_control_adjusted_contrast,max_control_adjusted_contrast,mean_positive_control_adjusted_share,min_positive_control_adjusted_share,max_positive_control_adjusted_share,mean_bootstrap_ci_low,min_bootstrap_ci_low,max_bootstrap_ci_low,mean_bootstrap_positive_share,min_bootstrap_positive_share,max_bootstrap_positive_share,mean_direction_consistency,min_direction_consistency,max_direction_consistency,mean_independent_cluster_count,min_independent_cluster_count,max_independent_cluster_count,mean_raw_permutation_p,min_raw_permutation_p,max_raw_permutation_p,mean_source_template_unique_count,min_source_template_unique_count,max_source_template_unique_count,mean_source_template_reuse_fraction,min_source_template_reuse_fraction,max_source_template_reuse_fraction
CS-0fb7173352565665845e86ac,BS-0ea9ecc769eeb0f5d5e7d5af,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,0.25,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,999,0.999,995,0.995,917,0.917,917,0.917,768,0.768,0,0.0,0,0.0,0,0.0,605,0.605,819,0.819,0.17446973507712937,0.0,0.4861111111111111,0.17446973507712937,0.0,0.4861111111111111,0.09046746866077086,-0.15,0.4361111111111111,0.8017334777898159,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.857,2.0,4.0,0.6785833333333304,0.6666666666666667,0.8333333333333334
CS-8a8b78ceddd10409d0e10435,BS-bb78dabdf033bd429a9980b0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,0.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,877,0.877,492,0.492,268,0.268,268,0.268,246,0.246,0,0.0,0,0.0,0,0.0,187,0.187,227,0.227,0.3104243542435425,0.0,0.7916666666666667,0.3104243542435425,0.0,0.7916666666666667,0.137728430855737,-0.23958333333333331,0.6666666666666666,0.7269372693726938,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.324,1.0,3.0,0.22533333333333494,0.0,0.6666666666666667
CS-0cdbdbc3f32746ff03ed0306,BS-bb78dabdf033bd429a9980b0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,0.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,938,0.938,686,0.686,419,0.419,419,0.419,388,0.388,0,0.0,0,0.0,0,0.0,292,0.292,361,0.361,0.30679563492063494,0.0,0.7916666666666667,0.30679563492063494,0.0,0.7916666666666667,0.13926299560228134,-0.22916666666666669,0.6666666666666666,0.7505952380952381,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.75,1.0,4.0,0.3125,0.0,0.75
CS-d520b33ad29d47499fa43050,BS-bb78dabdf033bd429a9980b0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,0.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,969,0.969,810,0.81,554,0.554,554,0.554,521,0.521,0,0.0,0,0.0,0,0.0,389,0.389,475,0.475,0.30408797961630696,0.0,0.7916666666666667,0.30408797961630696,0.0,0.7916666666666667,0.13736792783555374,-0.20238095238095238,0.6698717948717949,0.762589928057554,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.058,1.0,4.0,0.38839999999999586,0.19999999999999996,0.8
CS-7e75e8f66243c096c860fab0,BS-bb78dabdf033bd429a9980b0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,0.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,987,0.987,896,0.896,649,0.649,649,0.649,615,0.615,0,0.0,0,0.0,0,0.0,466,0.466,555,0.555,0.30483230926779314,0.0,0.7916666666666667,0.30483230926779314,0.0,0.7916666666666667,0.13577263752384316,-0.20238095238095238,0.6698717948717949,0.7672811059907834,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.282,1.0,4.0,0.4529999999999984,0.33333333333333337,0.8333333333333334
CS-c2bea8521361414c1730db9b,BS-bb78dabdf033bd429a9980b0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,0.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,995,0.995,970,0.97,797,0.797,797,0.797,772,0.772,0,0.0,0,0.0,0,0.0,589,0.589,698,0.698,0.30313616071428556,0.0,0.75,0.30313616071428556,0.0,0.75,0.13375657442911743,-0.21130952380952378,0.625,0.793125,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.581,2.0,4.0,0.552375,0.5,0.75
CS-f36fa57d0e0eeba226ef24ac,BS-bb78dabdf033bd429a9980b0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,0.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,999,0.999,988,0.988,893,0.893,893,0.893,881,0.881,0,0.0,0,0.0,0,0.0,676,0.676,811,0.811,0.30364855207556535,0.0,0.7291666666666667,0.30364855207556535,0.0,0.7291666666666667,0.1357206876732682,-0.1811594202898551,0.5833333333333333,0.8294183445190156,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.766,2.0,4.0,0.6234000000000095,0.6,0.8
CS-9ae035c81e61f0131f36b99c,BS-bb78dabdf033bd429a9980b0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,0.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,997,0.997,942,0.942,942,0.942,932,0.932,0,0.0,0,0.0,0,0.0,719,0.719,873,0.873,0.30418536000741403,0.03125,0.7083333333333333,0.30418536000741403,0.03125,0.7083333333333333,0.13450196639970172,-0.16954022988505751,0.5849358974358974,0.8590764331210191,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.871,2.0,4.0,0.677416666666664,0.6666666666666667,0.8333333333333334
CS-2daf6019ac8bd3dbf1484d89,BS-36275dd0a117d16dd0982de7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,0.75,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,873,0.873,493,0.493,263,0.263,263,0.263,260,0.26,0,0.0,0,0.0,0,0.0,202,0.202,233,0.233,0.429292929292929,0.0,0.875,0.429292929292929,0.0,0.875,0.18262987012987011,-0.3779761904761906,0.7708333333333334,0.7755681818181818,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.3,1.0,3.0,0.23333333333333528,0.0,0.6666666666666667
CS-5a090f246f4b31f70d66f1f5,BS-36275dd0a117d16dd0982de7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,0.75,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,937,0.937,671,0.671,410,0.41,410,0.41,407,0.407,0,0.0,0,0.0,0,0.0,334,0.334,374,0.374,0.4295586645039202,0.0,0.875,0.4295586645039202,0.0,0.875,0.1833940728101312,-0.29166666666666663,0.7708333333333334,0.822992700729927,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.713,1.0,4.0,0.32175,0.0,0.75
CS-7b1d29dde59d74fea94cde9d,BS-36275dd0a117d16dd0982de7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,0.75,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,970,0.97,804,0.804,539,0.539,539,0.539,536,0.536,0,0.0,0,0.0,0,0.0,442,0.442,494,0.494,0.42463348765432096,0.0,0.875,0.42463348765432096,0.0,0.875,0.18216222820389488,-0.27976190476190477,0.7708333333333334,0.825462962962963,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.049,1.0,4.0,0.3901999999999966,0.19999999999999996,0.8
CS-2bcb6c9633fa6035aeaadab8,BS-36275dd0a117d16dd0982de7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,0.75,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,987,0.987,891,0.891,632,0.632,632,0.632,629,0.629,0,0.0,0,0.0,0,0.0,527,0.527,583,0.583,0.42531814990345795,0.0,0.875,0.42531814990345795,0.0,0.875,0.18304891650470723,-0.27976190476190477,0.7208333333333333,0.8388625592417062,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.253,2.0,4.0,0.45783333333333165,0.33333333333333337,0.6666666666666667
CS-8472bef5a21c79135b7ac927,BS-36275dd0a117d16dd0982de7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,0.75,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,965,0.965,793,0.793,793,0.793,792,0.792,0,0.0,0,0.0,0,0.0,664,0.664,743,0.743,0.4287191747232732,0.08333333333333333,0.8333333333333333,0.4287191747232732,0.08333333333333333,0.8333333333333333,0.1849221272623035,-0.19240196078431374,0.6111111111111112,0.8682219419924337,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.594,2.0,4.0,0.55075,0.5,0.75
CS-cf0e5037bc507685b8c19a15,BS-36275dd0a117d16dd0982de7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,0.75,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,992,0.992,878,0.878,878,0.878,877,0.877,0,0.0,0,0.0,0,0.0,756,0.756,834,0.834,0.43074368604693225,0.08333333333333333,0.8125,0.43074368604693225,0.08333333333333333,0.8125,0.18576297939490383,-0.1715686274509804,0.6022727272727273,0.8875284738041003,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.77,2.0,4.0,0.6230000000000095,0.6,0.8
CS-a22d26be1bfb4e3ec63d145b,BS-36275dd0a117d16dd0982de7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,0.75,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,997,0.997,934,0.934,934,0.934,934,0.934,0,0.0,0,0.0,0,0.0,813,0.813,905,0.905,0.43083787940586654,0.125,0.75,0.43083787940586654,0.125,0.75,0.18574943377863373,-0.1294642857142857,0.5152777777777777,0.908458244111349,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.873,3.0,4.0,0.6772499999999968,0.6666666666666667,0.75
CS-189f3644650138f926f6acff,BS-2825e630f4c5487cb997971a,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,1.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,854,0.854,500,0.5,302,0.302,302,0.302,302,0.302,0,0.0,0,0.0,0,0.0,251,0.251,273,0.273,0.5323537527593815,0.16666666666666666,0.9375,0.5323537527593815,0.16666666666666666,0.9375,0.2242884736676127,-0.17857142857142855,0.7291666666666666,0.8294701986754967,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.314,1.0,3.0,0.2286666666666681,0.0,0.6666666666666667
CS-c988f755b4d0ce1c020733bf,BS-2825e630f4c5487cb997971a,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,1.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,916,0.916,677,0.677,444,0.444,444,0.444,443,0.443,0,0.0,0,0.0,0,0.0,373,0.373,408,0.408,0.524211711711712,0.08333333333333333,0.9375,0.524211711711712,0.08333333333333333,0.9375,0.21397243428493462,-0.25833333333333336,0.7291666666666667,0.8445945945945946,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.713,1.0,4.0,0.32175,0.0,0.75
CS-cbd0605eeece753e4109d0d8,BS-2825e630f4c5487cb997971a,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,1.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,965,0.965,788,0.788,581,0.581,581,0.581,579,0.579,0,0.0,0,0.0,0,0.0,495,0.495,541,0.541,0.5277419200611978,0.08333333333333333,1.0,0.5277419200611978,0.08333333333333333,1.0,0.21720124336841215,-0.2628205128205129,0.8333333333333334,0.8592943201376936,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.071,1.0,4.0,0.3857999999999962,0.19999999999999996,0.8
CS-9474dfcc844570e680eddc37,BS-2825e630f4c5487cb997971a,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,1.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,982,0.982,865,0.865,664,0.664,664,0.664,663,0.663,0,0.0,0,0.0,0,0.0,581,0.581,627,0.627,0.5333657546854081,0.08333333333333333,0.9583333333333333,0.5333657546854081,0.08333333333333333,0.9583333333333333,0.21987903577821188,-0.20833333333333337,0.7083333333333333,0.8765060240963856,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.287,1.0,4.0,0.4521666666666653,0.33333333333333337,0.8333333333333334
CS-eaeedb0bfdb64f97bdc3d39c,BS-2825e630f4c5487cb997971a,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,1.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,997,0.997,953,0.953,798,0.798,798,0.798,798,0.798,0,0.0,0,0.0,0,0.0,716,0.716,771,0.771,0.5289238721804507,0.16666666666666666,0.9583333333333333,0.5289238721804507,0.16666666666666666,0.9583333333333333,0.2188571485039554,-0.21022727272727268,0.7083333333333333,0.9031954887218046,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.593,2.0,4.0,0.550875,0.5,0.75
CS-58adf251636b2e36db9aa412,BS-2825e630f4c5487cb997971a,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,1.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,999,0.999,987,0.987,900,0.9,900,0.9,900,0.9,0,0.0,0,0.0,0,0.0,831,0.831,878,0.878,0.5302242063492061,0.20833333333333331,0.9583333333333333,0.5302242063492061,0.20833333333333331,0.9583333333333333,0.22090312159212522,-0.21022727272727268,0.6770833333333333,0.9255555555555556,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.793,2.0,4.0,0.6207000000000094,0.6,0.8
CS-2bb220ebc48bb0e97892821f,BS-2825e630f4c5487cb997971a,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,1.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,995,0.995,944,0.944,944,0.944,944,0.944,0,0.0,0,0.0,0,0.0,880,0.88,926,0.926,0.5314156767050038,0.20833333333333334,0.9166666666666667,0.5314156767050038,0.20833333333333334,0.9166666666666667,0.22167469659226,-0.1433823529411765,0.6406250000000001,0.9441207627118644,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.882,3.0,4.0,0.6764999999999971,0.6666666666666667,0.75
CS-becdfa746b9a39d1602e7094,BS-a3427a0f910730161bf52fa0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,1.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,871,0.871,496,0.496,286,0.286,286,0.286,286,0.286,0,0.0,0,0.0,0,0.0,256,0.256,276,0.276,0.680871212121212,0.29166666666666663,1.0,0.680871212121212,0.29166666666666663,1.0,0.2582937895437894,-0.22916666666666663,0.6666666666666667,0.8811188811188811,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.315,1.0,3.0,0.228333333333335,0.0,0.6666666666666667
CS-cdb48e978401c75eb2992ba8,BS-a3427a0f910730161bf52fa0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,4,0.0625,True,1.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,928,0.928,679,0.679,432,0.432,432,0.432,432,0.432,0,0.0,0,0.0,0,0.0,390,0.39,417,0.417,0.6780799897119346,0.29166666666666663,1.0,0.6780799897119346,0.29166666666666663,1.0,0.25321416462909535,-0.22916666666666663,0.6666666666666667,0.8940972222222222,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.708,1.0,4.0,0.323,0.0,0.75
CS-f1fe22ea48ddc08f052f554e,BS-a3427a0f910730161bf52fa0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,5,0.03125,True,1.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,960,0.96,803,0.803,563,0.563,563,0.563,563,0.563,0,0.0,0,0.0,0,0.0,522,0.522,547,0.547,0.6797229623051114,0.29166666666666663,1.0,0.6797229623051114,0.29166666666666663,1.0,0.25402334923316316,-0.22916666666666663,0.6577380952380952,0.9063055062166963,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.021,1.0,4.0,0.3957999999999958,0.19999999999999996,0.8
CS-36ad53b91f50950930ff0d97,BS-a3427a0f910730161bf52fa0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,6,0.015625,True,1.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,978,0.978,884,0.884,663,0.663,663,0.663,663,0.663,0,0.0,0,0.0,0,0.0,613,0.613,643,0.643,0.6736037791184842,0.25,1.0,0.6736037791184842,0.25,1.0,0.2448685533871258,-0.27083333333333337,0.6041666666666667,0.9140271493212669,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.265,1.0,4.0,0.45583333333333154,0.33333333333333337,0.8333333333333334
CS-ada512e491bb41406fe78da7,BS-a3427a0f910730161bf52fa0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,8,0.00390625,True,1.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,993,0.993,952,0.952,807,0.807,807,0.807,807,0.807,0,0.0,0,0.0,0,0.0,746,0.746,778,0.778,0.6730475895438718,0.2222222222222222,1.0,0.6730475895438718,0.2222222222222222,1.0,0.2439019498270173,-0.21875,0.6354166666666665,0.9231722428748451,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.598,2.0,4.0,0.55025,0.5,0.75
CS-52b36ba5cdf56e7763ec317d,BS-a3427a0f910730161bf52fa0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,10,0.0009765625,True,1.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,982,0.982,898,0.898,898,0.898,898,0.898,0,0.0,0,0.0,0,0.0,837,0.837,876,0.876,0.6726780411496439,0.20833333333333331,0.9722222222222222,0.6726780411496439,0.20833333333333331,0.9722222222222222,0.24273669370500728,-0.17467948717948723,0.5745614035087719,0.9359688195991092,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.793,2.0,4.0,0.6207000000000092,0.6,0.8
CS-8add681a3baf4080d11155b6,BS-a3427a0f910730161bf52fa0,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,12,0.000244140625,True,1.5,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,1000,1.0,998,0.998,943,0.943,943,0.943,943,0.943,0,0.0,0,0.0,0,0.0,897,0.897,927,0.927,0.6733585189112758,0.3055555555555556,0.9722222222222222,0.6733585189112758,0.3055555555555556,0.9722222222222222,0.24351291934609212,-0.17543859649122795,0.5372474747474747,0.9483032873806999,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,3.877,3.0,4.0,0.6769166666666633,0.6666666666666667,0.75
CS-ea26edfc95d1c3de598b3533,BS-807d5b9beeaad018721528b7,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.125,False,2.0,0.5,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,False,0,0.0,878,0.878,513,0.513,285,0.285,285,0.285,285,0.285,0,0.0,0,0.0,0,0.0,257,0.257,271,0.271,0.7774853801169593,0.375,1.0,0.7774853801169593,0.375,1.0,0.24884607351712634,-0.2678571428571428,0.6666666666666666,0.8789473684210526,0.0,1.0,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,2.31,1.0,3.0,0.23000000000000134,0.0,0.6666666666666667
