artifact_label,artifact_path,column_position,column_name,normalized_column,dtype,rows_read,non_null_rows,non_null_share,unique_non_null,uniqueness_share,candidate_roles,sample_values
obs073_feature_table,outputs/comparisons/obs073_C_vs_Cp3_v5_smoke/obs073_feature_table.csv,0,path_id,path_id,str,30000,30000,1.0,15000,0.5,route_id,P37257 | P40293 | P26398
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,58,path_family__stable_seam_corridor__n_paths,path_family_stable_seam_corridor_n_paths,float64,168,168,1.0,114,0.6785714285714286,,721.0 | 1414.0 | 401.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,59,path_family__off_seam_reorganizing__denom_paths,path_family_off_seam_reorganizing_denom_paths,float64,168,163,0.9702380952380952,112,0.6871165644171779,,5117.0 | 8656.0 | 940.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,60,path_family__reorganization_heavy__denom_paths,path_family_reorganization_heavy_denom_paths,float64,168,167,0.9940476190476191,116,0.6946107784431138,,5117.0 | 8656.0 | 940.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,61,path_family__settled_distant__denom_paths,path_family_settled_distant_denom_paths,float64,168,158,0.9404761904761905,107,0.6772151898734177,,5117.0 | 8656.0 | 4479.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,62,path_family__stable_seam_corridor__denom_paths,path_family_stable_seam_corridor_denom_paths,float64,168,168,1.0,117,0.6964285714285714,,5117.0 | 8656.0 | 940.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,63,outcome__nonrecovering__path_enrichment,outcome_nonrecovering_path_enrichment,float64,168,166,0.9880952380952381,116,0.6987951807228916,,1.6364908041774626 | 1.1449612625918686 | 0.125766059248702
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,64,outcome__recovering__path_enrichment,outcome_recovering_path_enrichment,float64,168,168,1.0,117,0.6964285714285714,,0.9280937415821136 | 0.9836232951990806 | 1.098764807360552
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,65,outcome__nonrecovering__path_log2_enrichment,outcome_nonrecovering_path_log2_enrichment,float64,168,166,0.9880952380952381,116,0.6987951807228916,,0.7106054955663941 | 0.1952987885300831 | -2.991185463292472
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,66,outcome__recovering__path_log2_enrichment,outcome_recovering_path_log2_enrichment,float64,168,168,1.0,117,0.6964285714285714,,-0.1076575635803503 | -0.0238221921308592 | 0.1358826077911521
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,67,outcome__nonrecovering__path_share,outcome_nonrecovering_path_share,float64,168,166,0.9880952380952381,116,0.6987951807228916,,0.1661129568106312 | 0.1162199630314232 | 0.0127659574468085
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,68,outcome__recovering__path_share,outcome_recovering_path_share,float64,168,168,1.0,117,0.6964285714285714,,0.8338870431893688 | 0.8837800369685767 | 0.9872340425531916
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,69,outcome__nonrecovering__global_path_share,outcome_nonrecovering_global_path_share,float64,168,166,0.9880952380952381,3,0.018072289156626505,,0.1015055852355512 | 0.1015055852355512 | 0.1015055852355512
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,70,outcome__recovering__global_path_share,outcome_recovering_global_path_share,float64,168,168,1.0,3,0.017857142857142856,,0.8984944147644488 | 0.8984944147644488 | 0.8984944147644488
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,71,outcome__nonrecovering__n_paths,outcome_nonrecovering_n_paths,float64,168,166,0.9880952380952381,103,0.6204819277108434,,850.0 | 1006.0 | 12.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,72,outcome__recovering__n_paths,outcome_recovering_n_paths,float64,168,168,1.0,117,0.6964285714285714,,4267.0 | 7650.0 | 928.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,73,outcome__nonrecovering__denom_paths,outcome_nonrecovering_denom_paths,float64,168,166,0.9880952380952381,115,0.6927710843373494,,5117.0 | 8656.0 | 940.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,74,outcome__recovering__denom_paths,outcome_recovering_denom_paths,float64,168,168,1.0,117,0.6964285714285714,,5117.0 | 8656.0 | 940.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,75,proj__nan__nan__n_paths,proj_nan_nan_n_paths,float64,168,0,0.0,0,,,
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,76,proj__outcome_group__nonrecovering__n_paths,proj_outcome_group_nonrecovering_n_paths,float64,168,168,1.0,121,0.7202380952380952,,35756.0 | 48844.0 | 11952.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,77,proj__outcome_group__recovering__n_paths,proj_outcome_group_recovering_n_paths,float64,168,168,1.0,121,0.7202380952380952,,35756.0 | 48844.0 | 11952.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,78,proj__path_family__off_seam_reorganizing__n_paths,proj_path_family_off_seam_reorganizing_n_paths,float64,168,167,0.9940476190476191,120,0.718562874251497,,35756.0 | 48844.0 | 11952.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,79,proj__path_family__reorganization_heavy__n_paths,proj_path_family_reorganization_heavy_n_paths,float64,168,168,1.0,121,0.7202380952380952,,35756.0 | 48844.0 | 11952.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,80,proj__path_family__settled_distant__n_paths,proj_path_family_settled_distant_n_paths,float64,168,165,0.9821428571428571,119,0.7212121212121212,,35756.0 | 48844.0 | 11952.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,81,proj__path_family__stable_seam_corridor__n_paths,proj_path_family_stable_seam_corridor_n_paths,float64,168,167,0.9940476190476191,120,0.718562874251497,,35756.0 | 48844.0 | 11952.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,82,proj__seam_class__seam_contact__n_paths,proj_seam_class_seam_contact_n_paths,float64,168,168,1.0,121,0.7202380952380952,,35756.0 | 48844.0 | 11952.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,83,proj__seam_class__seam_distant__n_paths,proj_seam_class_seam_distant_n_paths,float64,168,116,0.6904761904761905,94,0.8103448275862069,,35756.0 | 48844.0 | 11952.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,84,proj__seam_class__seam_grazing__n_paths,proj_seam_class_seam_grazing_n_paths,float64,168,154,0.9166666666666666,108,0.7012987012987013,,35756.0 | 48844.0 | 11952.0
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,85,proj__outcome_group__nonrecovering__global_share,proj_outcome_group_nonrecovering_global_share,float64,168,168,1.0,3,0.017857142857142856,,0.64259 | 0.64259 | 0.64259
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,86,proj__outcome_group__recovering__global_share,proj_outcome_group_recovering_global_share,float64,168,168,1.0,3,0.017857142857142856,,0.35741 | 0.35741 | 0.35741
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,87,proj__path_family__off_seam_reorganizing__global_share,proj_path_family_off_seam_reorganizing_global_share,float64,168,167,0.9940476190476191,3,0.017964071856287425,,0.26909 | 0.26909 | 0.26909
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,88,proj__path_family__reorganization_heavy__global_share,proj_path_family_reorganization_heavy_global_share,float64,168,168,1.0,3,0.017857142857142856,,0.22326 | 0.22326 | 0.22326
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,89,proj__path_family__settled_distant__global_share,proj_path_family_settled_distant_global_share,float64,168,165,0.9821428571428571,3,0.01818181818181818,,0.3735 | 0.3735 | 0.3735
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,90,proj__path_family__stable_seam_corridor__global_share,proj_path_family_stable_seam_corridor_global_share,float64,168,167,0.9940476190476191,3,0.017964071856287425,,0.13415 | 0.13415 | 0.13415
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,91,proj__seam_class__seam_contact__global_share,proj_seam_class_seam_contact_global_share,float64,168,168,1.0,3,0.017857142857142856,,0.68378 | 0.68378 | 0.68378
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,92,proj__seam_class__seam_distant__global_share,proj_seam_class_seam_distant_global_share,float64,168,116,0.6904761904761905,3,0.02586206896551724,,0.07732 | 0.07732 | 0.07732
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,93,proj__seam_class__seam_grazing__global_share,proj_seam_class_seam_grazing_global_share,float64,168,154,0.9166666666666666,3,0.01948051948051948,,0.2389 | 0.2389 | 0.2389
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,94,proj__outcome_group__nonrecovering__enrichment,proj_outcome_group_nonrecovering_enrichment,float64,168,168,1.0,122,0.7261904761904762,,0.8450827545740086 | 0.9476635727369148 | 0.5570141566272017
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,95,proj__outcome_group__recovering__enrichment,proj_outcome_group_recovering_enrichment,float64,168,168,1.0,122,0.7261904761904762,,1.278526825595714 | 1.0940960375841304 | 1.796447421981962
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,96,proj__path_family__off_seam_reorganizing__enrichment,proj_path_family_off_seam_reorganizing_enrichment,float64,168,167,0.9940476190476191,121,0.7245508982035929,,0.5193532601195209 | 0.3275400225059636 | 0.6644562319017479
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,97,proj__path_family__reorganization_heavy__enrichment,proj_path_family_reorganization_heavy_enrichment,float64,168,168,1.0,122,0.7261904761904762,,1.3399918186906723 | 1.321422927569915 | 1.2745448634338357
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,98,proj__path_family__settled_distant__enrichment,proj_path_family_settled_distant_enrichment,float64,168,165,0.9821428571428571,120,0.7272727272727273,,1.0797562476449702 | 1.3944347805839628 | 0.4796069597430928
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,99,proj__path_family__stable_seam_corridor__enrichment,proj_path_family_stable_seam_corridor_enrichment,float64,168,167,0.9940476190476191,121,0.7245508982035929,,1.1762333156470142 | 0.7157657993495473 | 2.6650271105344148
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,100,proj__seam_class__seam_contact__enrichment,proj_seam_class_seam_contact_enrichment,float64,168,168,1.0,116,0.6904761904761905,,1.0470265099882068 | 1.0716632805021598 | 1.1404045305582955
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,101,proj__seam_class__seam_distant__enrichment,proj_seam_class_seam_distant_enrichment,float64,168,116,0.6904761904761905,95,0.8189655172413793,,1.099956843770402 | 0.557906559609742 | 1.8081898208223353
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,102,proj__seam_class__seam_grazing__enrichment,proj_seam_class_seam_grazing_enrichment,float64,168,154,0.9166666666666666,109,0.7077922077922078,,0.8330496016616007 | 0.937968802288156 | 0.3365632195294283
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,103,proj__outcome_group__nonrecovering__log2_enrichment,proj_outcome_group_nonrecovering_log2_enrichment,float64,168,168,1.0,122,0.7261904761904762,,-0.2428354709254613 | -0.0775531118038023 | -0.8442141004679012
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,104,proj__outcome_group__recovering__log2_enrichment,proj_outcome_group_recovering_log2_enrichment,float64,168,168,1.0,122,0.7261904761904762,,0.3544824310131469 | 0.1297393806045801 | 0.8451467114856551
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,105,proj__path_family__off_seam_reorganizing__log2_enrichment,proj_path_family_off_seam_reorganizing_log2_enrichment,float64,168,167,0.9940476190476191,121,0.7245508982035929,,-0.9452119122659856 | -1.6102568928342202 | -0.5897539233715781
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,106,proj__path_family__reorganization_heavy__log2_enrichment,proj_path_family_reorganization_heavy_log2_enrichment,float64,168,168,1.0,122,0.7261904761904762,,0.422224192347985 | 0.402092281768115 | 0.3499821565031578
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,107,proj__path_family__settled_distant__log2_enrichment,proj_path_family_settled_distant_log2_enrichment,float64,168,165,0.9821428571428571,120,0.7272727272727273,,0.1107056642381805 | 0.4796804593378981 | -1.0600755005317322
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,108,proj__path_family__stable_seam_corridor__log2_enrichment,proj_path_family_stable_seam_corridor_log2_enrichment,float64,168,167,0.9940476190476191,121,0.7245508982035929,,0.2341742591046441 | -0.4824404841955795 | 1.4141502091705898
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,109,proj__seam_class__seam_contact__log2_enrichment,proj_seam_class_seam_contact_log2_enrichment,float64,168,168,1.0,116,0.6904761904761905,,0.0662979707747191 | 0.0998516783166541 | 0.1895456758883674
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,110,proj__seam_class__seam_distant__log2_enrichment,proj_seam_class_seam_distant_log2_enrichment,float64,168,116,0.6904761904761905,95,0.8189655172413793,,0.1374469214786988 | -0.8419045808516987 | 0.8545461374796659
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,111,proj__seam_class__seam_grazing__log2_enrichment,proj_seam_class_seam_grazing_log2_enrichment,float64,168,154,0.9166666666666666,109,0.7077922077922078,,-0.2635256954043581 | -0.092388156721583 | -1.571050570924122
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,112,transition,transition,str,168,168,1.0,5,0.02976190476190476,transition_id,5→6 | 5→6 | 5→6
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,113,mean_lambda_local_z_global,mean_lambda_local_z_global,float64,168,168,1.0,118,0.7023809523809523,,-1.479549238247542 | -1.0280542078773192 | -1.1030635228453527
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,114,mean_delta_d_z_global,mean_delta_d_z_global,float64,168,168,1.0,118,0.7023809523809523,,-2.0439202522696953 | -0.6537229529657338 | -2.458401156141798
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,115,bounded_share_z_global,bounded_share_z_global,float64,168,168,1.0,119,0.7083333333333334,,1.8124181620116129 | 0.8935760465749409 | 1.729751930793383
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,116,lambda_z_global,lambda_z_global,float64,168,168,1.0,118,0.7023809523809523,,-1.479549238247542 | -1.0280542078773192 | -1.1030635228453527
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,117,delta_d_z_global,delta_d_z_global,float64,168,168,1.0,118,0.7023809523809523,,-2.0439202522696953 | -0.6537229529657338 | -2.458401156141798
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,118,bounded_z_global,bounded_z_global,float64,168,168,1.0,119,0.7083333333333334,,1.8124181620116129 | 0.8935760465749409 | 1.729751930793383
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,119,divergence_mean_z,divergence_mean_z,float64,168,168,1.0,119,0.7083333333333334,,-1.7617347452586187 | -0.8408885804215265 | -1.7807323394935757
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,120,unboundedness_z,unboundedness_z,float64,168,168,1.0,119,0.7083333333333334,,-1.8124181620116129 | -0.8935760465749409 | -1.729751930793383
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,121,instability_signature_z,instability_signature_z,float64,168,168,1.0,119,0.7083333333333334,,-1.7786292175096168 | -0.8584510691393312 | -1.7637388699268446
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,122,bounded_stability_signature_z,bounded_stability_signature_z,float64,168,168,1.0,119,0.7083333333333334,,3.5741529072702316 | 1.7344646269964674 | 3.5104842702869585
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,0,artifact,artifact,str,1,1,1.0,1,1.0,,feature_table
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,1,path,path,str,1,1,1.0,1,1.0,,outputs/comparisons/obs078a_mechanistic_signature_classifier_v2/obs078a_feature_table.csv
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,2,status,status,str,1,1,1.0,1,1.0,,ok
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,3,rows,rows,int64,1,1,1.0,1,1.0,,168
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,4,cols,cols,int64,1,1,1.0,1,1.0,,113
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,0,case_a,case_a,str,143,143,1.0,2,0.013986013986013986,,C | C | C
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,1,case_b,case_b,str,143,143,1.0,2,0.013986013986013986,,Cp3 | Cp2 | Cp2
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,2,n_a,n_a,int64,143,143,1.0,12,0.08391608391608392,,2 | 2 | 2
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,3,n_b,n_b,int64,143,143,1.0,11,0.07692307692307693,,2 | 2 | 2
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,4,mean_lambda_local_mean__mean_a,mean_lambda_local_mean_mean_a,float64,143,143,1.0,70,0.48951048951048953,,-0.322061976958279 | -0.322061976958279 | -0.2615171426013609
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,5,mean_lambda_local_mean__mean_b,mean_lambda_local_mean_mean_b,float64,143,143,1.0,87,0.6083916083916084,,0.430829427677842 | 0.4432485633078056 | 0.441601080105557
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,6,mean_lambda_local_mean__diff_a_minus_b,mean_lambda_local_mean_diff_a_minus_b,float64,143,143,1.0,125,0.8741258741258742,,-0.752891404636121 | -0.7653105402660847 | -0.7031182227069179
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,7,mean_lambda_local_mean__cohen_d_a_minus_b,mean_lambda_local_mean_cohen_d_a_minus_b,float64,143,80,0.5594405594405595,71,0.8875,,-741.7846357506394 | -689.6521517233499 | -102.10182303552205
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,8,mean_delta_d_mean__mean_a,mean_delta_d_mean_mean_a,float64,143,143,1.0,70,0.48951048951048953,,1.4672430125025313 | 1.4672430125025313 | 1.5107011065861005
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,9,mean_delta_d_mean__mean_b,mean_delta_d_mean_mean_b,float64,143,143,1.0,87,0.6083916083916084,,2.0601006440134544 | 1.903937653163084 | 1.899542651781228
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,10,mean_delta_d_mean__diff_a_minus_b,mean_delta_d_mean_diff_a_minus_b,float64,143,143,1.0,125,0.8741258741258742,,-0.5928576315109231 | -0.4366946406605527 | -0.3888415451951277
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,11,mean_delta_d_mean__cohen_d_a_minus_b,mean_delta_d_mean_cohen_d_a_minus_b,float64,143,80,0.5594405594405595,71,0.8875,,-7.643818861227544 | -5.626754894560841 | -12.412697752368834
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,12,bounded_share_mean__mean_a,bounded_share_mean_mean_a,float64,143,143,1.0,71,0.4965034965034965,,0.2170209569459286 | 0.2170209569459286 | 0.2141764408768761
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,13,bounded_share_mean__mean_b,bounded_share_mean_mean_b,float64,143,143,1.0,87,0.6083916083916084,,0.0362094281321532 | 0.0413835345348162 | 0.0406188877689229
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,14,bounded_share_mean__diff_a_minus_b,bounded_share_mean_diff_a_minus_b,float64,143,143,1.0,126,0.8811188811188811,,0.1808115288137754 | 0.1756374224111124 | 0.1735575531079532
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,15,bounded_share_mean__cohen_d_a_minus_b,bounded_share_mean_cohen_d_a_minus_b,float64,143,80,0.5594405594405595,71,0.8875,,9.519644987825192 | 9.267091674312937 | 18.061688874456426
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,16,lambda_z_global__mean_a,lambda_z_global_mean_a,float64,143,143,1.0,71,0.4965034965034965,,-1.1692802989886029 | -1.1692802989886029 | -1.033476029085664
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,17,lambda_z_global__mean_b,lambda_z_global_mean_b,float64,143,143,1.0,87,0.6083916083916084,,0.5194825592935235 | 0.5473391331031117 | 0.5436437682411024
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,18,lambda_z_global__diff_a_minus_b,lambda_z_global_diff_a_minus_b,float64,143,143,1.0,126,0.8811188811188811,,-1.6887628582821264 | -1.7166194320917143 | -1.5771197973267663
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,19,lambda_z_global__cohen_d_a_minus_b,lambda_z_global_cohen_d_a_minus_b,float64,143,80,0.5594405594405595,71,0.8875,,-741.7846357506411 | -689.6521517233438 | -102.10182303552207
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,20,delta_d_z_global__mean_a,delta_d_z_global_mean_a,float64,143,143,1.0,71,0.4965034965034965,,-0.8839068371329082 | -0.8839068371329082 | -0.7654516833041489
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,21,delta_d_z_global__mean_b,delta_d_z_global_mean_b,float64,143,143,1.0,87,0.6083916083916084,,0.7320646733556695 | 0.3064060821627892 | 0.2944264826027116
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,22,delta_d_z_global__diff_a_minus_b,delta_d_z_global_diff_a_minus_b,float64,143,143,1.0,125,0.8741258741258742,,-1.6159715104885777 | -1.1903129192956974 | -1.0598781659068606
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,23,delta_d_z_global__cohen_d_a_minus_b,delta_d_z_global_cohen_d_a_minus_b,float64,143,80,0.5594405594405595,71,0.8875,,-7.643818861227551 | -5.626754894560843 | -12.412697752368834
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,24,bounded_z_global__mean_a,bounded_z_global_mean_a,float64,143,143,1.0,71,0.4965034965034965,,0.9064773219782896 | 0.9064773219782896 | 0.8831089381008079
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,25,bounded_z_global__mean_b,bounded_z_global_mean_b,float64,143,143,1.0,87,0.6083916083916084,,-0.5789328891871043 | -0.5364263602362451 | -0.5427081173866002
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,26,bounded_z_global__diff_a_minus_b,bounded_z_global_diff_a_minus_b,float64,143,143,1.0,126,0.8811188811188811,,1.4854102111653935 | 1.4429036822145345 | 1.425817055487408
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,27,bounded_z_global__cohen_d_a_minus_b,bounded_z_global_cohen_d_a_minus_b,float64,143,80,0.5594405594405595,71,0.8875,,9.51964498782519 | 9.267091674312931 | 18.061688874456426
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,28,divergence_mean_z__mean_a,divergence_mean_z_mean_a,float64,143,143,1.0,70,0.48951048951048953,,-1.0265935680607554 | -1.0265935680607554 | -0.8994638561949064
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,29,divergence_mean_z__mean_b,divergence_mean_z_mean_b,float64,143,143,1.0,87,0.6083916083916084,,0.6257736163245964 | 0.4268726076329504 | 0.419035125421907
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,30,divergence_mean_z__diff_a_minus_b,divergence_mean_z_diff_a_minus_b,float64,143,143,1.0,125,0.8741258741258742,,-1.6523671843853518 | -1.453466175693706 | -1.3184989816168136
