artifact_label,artifact_path,unit_family,column_name,available,rows_read,non_null_rows,non_null_share,unique_units,median_rows_per_unit,largest_unit_rows,candidate_role,limitation
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,window_id,,False,168,0,0.0,0,,0,unavailable,field family not found
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,cohort,cohort,True,168,168,1.0,6,30.0,30,candidate_stratification_or_support_field,
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,regime,,False,168,0,0.0,0,,0,unavailable,field family not found
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,scale,,False,168,0,0.0,0,,0,unavailable,field family not found
obs078c_feature_zscores,outputs/comparisons/obs078c_stability_signature_localization/obs078c_feature_zscores.csv,provenance,,False,168,0,0.0,0,,0,unavailable,field family not found
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,observation_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,object_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,route_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,transition_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,window_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,cohort,,False,1,0,0.0,0,,0,unavailable,field family not found
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,regime,,False,1,0,0.0,0,,0,unavailable,field family not found
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,scale,,False,1,0,0.0,0,,0,unavailable,field family not found
obs078c_input_manifest,outputs/comparisons/obs078c_stability_signature_localization/obs078c_input_manifest.csv,provenance,,False,1,0,0.0,0,,0,unavailable,field family not found
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,observation_id,,False,143,0,0.0,0,,0,unavailable,field family not found
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,object_id,object,True,143,109,0.7622377622377622,8,17.0,21,candidate_structural_partition_unit,
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,route_id,,False,143,0,0.0,0,,0,unavailable,field family not found
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,transition_id,transition,True,143,13,0.09090909090909091,5,3.0,3,candidate_structural_partition_unit,
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,window_id,,False,143,0,0.0,0,,0,unavailable,field family not found
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,cohort,cohort,True,143,109,0.7622377622377622,6,21.0,21,candidate_stratification_or_support_field,
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,regime,,False,143,0,0.0,0,,0,unavailable,field family not found
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,scale,,False,143,0,0.0,0,,0,unavailable,field family not found
obs078c_pairwise_case_contrasts,outputs/comparisons/obs078c_stability_signature_localization/obs078c_pairwise_case_contrasts.csv,provenance,,False,143,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_case,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_case.csv,observation_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_case,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_case.csv,object_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_case,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_case.csv,route_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_case,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_case.csv,transition_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_case,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_case.csv,window_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_case,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_case.csv,cohort,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_case,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_case.csv,regime,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_case,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_case.csv,scale,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_case,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_case.csv,provenance,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_cohort.csv,observation_id,,False,18,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_cohort.csv,object_id,,False,18,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_cohort.csv,route_id,,False,18,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_cohort.csv,transition_id,,False,18,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_cohort.csv,window_id,,False,18,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_cohort.csv,cohort,cohort,True,18,18,1.0,6,3.0,3,candidate_stratification_or_support_field,
obs078c_signature_by_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_cohort.csv,regime,,False,18,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_cohort.csv,scale,,False,18,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_cohort.csv,provenance,,False,18,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object.csv,observation_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object.csv,object_id,object,True,21,21,1.0,8,3.0,3,candidate_structural_partition_unit,
obs078c_signature_by_object,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object.csv,route_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object.csv,transition_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object.csv,window_id,,False,21,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object.csv,cohort,,False,21,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object.csv,regime,,False,21,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object.csv,scale,,False,21,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object.csv,provenance,,False,21,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_cohort.csv,observation_id,,False,115,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_cohort.csv,object_id,object,True,115,115,1.0,8,16.0,18,candidate_structural_partition_unit,
obs078c_signature_by_object_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_cohort.csv,route_id,,False,115,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_cohort.csv,transition_id,,False,115,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_cohort.csv,window_id,,False,115,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_cohort.csv,cohort,cohort,True,115,115,1.0,6,21.0,21,candidate_stratification_or_support_field,
obs078c_signature_by_object_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_cohort.csv,regime,,False,115,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_cohort.csv,scale,,False,115,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_cohort,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_cohort.csv,provenance,,False,115,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_transition.csv,observation_id,,False,30,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_transition.csv,object_id,object,True,30,30,1.0,8,4.0,6,candidate_structural_partition_unit,
obs078c_signature_by_object_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_transition.csv,route_id,,False,30,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_transition.csv,transition_id,transition,True,30,30,1.0,5,7.0,7,candidate_structural_partition_unit,
obs078c_signature_by_object_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_transition.csv,window_id,,False,30,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_transition.csv,cohort,,False,30,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_transition.csv,regime,,False,30,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_transition.csv,scale,,False,30,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_object_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_object_transition.csv,provenance,,False,30,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_transition.csv,observation_id,,False,14,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_transition.csv,object_id,,False,14,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_transition.csv,route_id,,False,14,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_transition.csv,transition_id,transition,True,14,14,1.0,5,3.0,3,candidate_structural_partition_unit,
obs078c_signature_by_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_transition.csv,window_id,,False,14,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_transition.csv,cohort,,False,14,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_transition.csv,regime,,False,14,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_transition.csv,scale,,False,14,0,0.0,0,,0,unavailable,field family not found
obs078c_signature_by_transition,outputs/comparisons/obs078c_stability_signature_localization/obs078c_signature_by_transition.csv,provenance,,False,14,0,0.0,0,,0,unavailable,field family not found
obs078c_top_separating_groups,outputs/comparisons/obs078c_stability_signature_localization/obs078c_top_separating_groups.csv,observation_id,,False,149,0,0.0,0,,0,unavailable,field family not found
obs078c_top_separating_groups,outputs/comparisons/obs078c_stability_signature_localization/obs078c_top_separating_groups.csv,object_id,object,True,149,118,0.7919463087248322,8,18.5,23,candidate_structural_partition_unit,
obs078c_top_separating_groups,outputs/comparisons/obs078c_stability_signature_localization/obs078c_top_separating_groups.csv,route_id,,False,149,0,0.0,0,,0,unavailable,field family not found
obs078c_top_separating_groups,outputs/comparisons/obs078c_stability_signature_localization/obs078c_top_separating_groups.csv,transition_id,transition,True,149,22,0.1476510067114094,5,5.0,6,candidate_structural_partition_unit,
obs078c_top_separating_groups,outputs/comparisons/obs078c_stability_signature_localization/obs078c_top_separating_groups.csv,window_id,,False,149,0,0.0,0,,0,unavailable,field family not found
obs078c_top_separating_groups,outputs/comparisons/obs078c_stability_signature_localization/obs078c_top_separating_groups.csv,cohort,cohort,True,149,109,0.7315436241610739,6,21.0,21,candidate_stratification_or_support_field,
obs078c_top_separating_groups,outputs/comparisons/obs078c_stability_signature_localization/obs078c_top_separating_groups.csv,regime,,False,149,0,0.0,0,,0,unavailable,field family not found
obs078c_top_separating_groups,outputs/comparisons/obs078c_stability_signature_localization/obs078c_top_separating_groups.csv,scale,,False,149,0,0.0,0,,0,unavailable,field family not found
obs078c_top_separating_groups,outputs/comparisons/obs078c_stability_signature_localization/obs078c_top_separating_groups.csv,provenance,,False,149,0,0.0,0,,0,unavailable,field family not found
obs078c_zscore_stats,outputs/comparisons/obs078c_stability_signature_localization/obs078c_zscore_stats.csv,observation_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_zscore_stats,outputs/comparisons/obs078c_stability_signature_localization/obs078c_zscore_stats.csv,object_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_zscore_stats,outputs/comparisons/obs078c_stability_signature_localization/obs078c_zscore_stats.csv,route_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_zscore_stats,outputs/comparisons/obs078c_stability_signature_localization/obs078c_zscore_stats.csv,transition_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_zscore_stats,outputs/comparisons/obs078c_stability_signature_localization/obs078c_zscore_stats.csv,window_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_zscore_stats,outputs/comparisons/obs078c_stability_signature_localization/obs078c_zscore_stats.csv,cohort,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_zscore_stats,outputs/comparisons/obs078c_stability_signature_localization/obs078c_zscore_stats.csv,regime,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_zscore_stats,outputs/comparisons/obs078c_stability_signature_localization/obs078c_zscore_stats.csv,scale,,False,3,0,0.0,0,,0,unavailable,field family not found
obs078c_zscore_stats,outputs/comparisons/obs078c_stability_signature_localization/obs078c_zscore_stats.csv,provenance,,False,3,0,0.0,0,,0,unavailable,field family not found
obs079a_confusion_matrices,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_confusion_matrices.csv,observation_id,,False,2020,0,0.0,0,,0,unavailable,field family not found
obs079a_confusion_matrices,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_confusion_matrices.csv,object_id,,False,2020,0,0.0,0,,0,unavailable,field family not found
obs079a_confusion_matrices,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_confusion_matrices.csv,route_id,,False,2020,0,0.0,0,,0,unavailable,field family not found
obs079a_confusion_matrices,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_confusion_matrices.csv,transition_id,,False,2020,0,0.0,0,,0,unavailable,field family not found
obs079a_confusion_matrices,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_confusion_matrices.csv,window_id,,False,2020,0,0.0,0,,0,unavailable,field family not found
obs079a_confusion_matrices,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_confusion_matrices.csv,cohort,,False,2020,0,0.0,0,,0,unavailable,field family not found
obs079a_confusion_matrices,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_confusion_matrices.csv,regime,,False,2020,0,0.0,0,,0,unavailable,field family not found
obs079a_confusion_matrices,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_confusion_matrices.csv,scale,,False,2020,0,0.0,0,,0,unavailable,field family not found
obs079a_confusion_matrices,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_confusion_matrices.csv,provenance,,False,2020,0,0.0,0,,0,unavailable,field family not found
obs079a_feature_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_feature_manifest.csv,observation_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs079a_feature_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_feature_manifest.csv,object_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs079a_feature_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_feature_manifest.csv,route_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs079a_feature_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_feature_manifest.csv,transition_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs079a_feature_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_feature_manifest.csv,window_id,,False,3,0,0.0,0,,0,unavailable,field family not found
obs079a_feature_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_feature_manifest.csv,cohort,,False,3,0,0.0,0,,0,unavailable,field family not found
obs079a_feature_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_feature_manifest.csv,regime,,False,3,0,0.0,0,,0,unavailable,field family not found
obs079a_feature_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_feature_manifest.csv,scale,,False,3,0,0.0,0,,0,unavailable,field family not found
obs079a_feature_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_feature_manifest.csv,provenance,,False,3,0,0.0,0,,0,unavailable,field family not found
obs079a_input_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_input_manifest.csv,observation_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs079a_input_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_input_manifest.csv,object_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs079a_input_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_input_manifest.csv,route_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs079a_input_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_input_manifest.csv,transition_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs079a_input_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_input_manifest.csv,window_id,,False,1,0,0.0,0,,0,unavailable,field family not found
obs079a_input_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_input_manifest.csv,cohort,,False,1,0,0.0,0,,0,unavailable,field family not found
obs079a_input_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_input_manifest.csv,regime,,False,1,0,0.0,0,,0,unavailable,field family not found
obs079a_input_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_input_manifest.csv,scale,,False,1,0,0.0,0,,0,unavailable,field family not found
obs079a_input_manifest,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_input_manifest.csv,provenance,,False,1,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_failures,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_failures.csv,observation_id,,False,0,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_failures,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_failures.csv,object_id,,False,0,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_failures,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_failures.csv,route_id,,False,0,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_failures,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_failures.csv,transition_id,,False,0,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_failures,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_failures.csv,window_id,,False,0,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_failures,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_failures.csv,cohort,,False,0,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_failures,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_failures.csv,regime,,False,0,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_failures,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_failures.csv,scale,,False,0,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_failures,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_failures.csv,provenance,,False,0,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_predictions,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_predictions.csv,observation_id,row_id,True,4032,4032,1.0,168,24.0,24,candidate_observation_group,observation identifiers repeat; namespace or nesting audit required
obs079a_leave_structure_predictions,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_predictions.csv,object_id,object,True,4032,4032,1.0,8,552.0,840,candidate_structural_partition_unit,
obs079a_leave_structure_predictions,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_predictions.csv,route_id,,False,4032,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_predictions,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_predictions.csv,transition_id,transition,True,4032,4032,1.0,5,768.0,1008,candidate_structural_partition_unit,
obs079a_leave_structure_predictions,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_predictions.csv,window_id,,False,4032,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_predictions,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_predictions.csv,cohort,cohort,True,4032,4032,1.0,6,720.0,720,candidate_stratification_or_support_field,
obs079a_leave_structure_predictions,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_predictions.csv,regime,,False,4032,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_predictions,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_predictions.csv,scale,,False,4032,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_predictions,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_predictions.csv,provenance,,False,4032,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_scores,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_scores.csv,observation_id,,False,356,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_scores,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_scores.csv,object_id,,False,356,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_scores,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_scores.csv,route_id,,False,356,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_scores,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_scores.csv,transition_id,,False,356,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_scores,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_scores.csv,window_id,,False,356,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_scores,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_scores.csv,cohort,,False,356,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_scores,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_scores.csv,regime,,False,356,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_scores,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_scores.csv,scale,,False,356,0,0.0,0,,0,unavailable,field family not found
obs079a_leave_structure_scores,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_leave_structure_scores.csv,provenance,,False,356,0,0.0,0,,0,unavailable,field family not found
obs079a_scheme_summary,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_scheme_summary.csv,observation_id,,False,44,0,0.0,0,,0,unavailable,field family not found
obs079a_scheme_summary,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_scheme_summary.csv,object_id,,False,44,0,0.0,0,,0,unavailable,field family not found
obs079a_scheme_summary,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_scheme_summary.csv,route_id,,False,44,0,0.0,0,,0,unavailable,field family not found
obs079a_scheme_summary,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_scheme_summary.csv,transition_id,,False,44,0,0.0,0,,0,unavailable,field family not found
obs079a_scheme_summary,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_scheme_summary.csv,window_id,,False,44,0,0.0,0,,0,unavailable,field family not found
obs079a_scheme_summary,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_scheme_summary.csv,cohort,,False,44,0,0.0,0,,0,unavailable,field family not found
obs079a_scheme_summary,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_scheme_summary.csv,regime,,False,44,0,0.0,0,,0,unavailable,field family not found
obs079a_scheme_summary,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_scheme_summary.csv,scale,,False,44,0,0.0,0,,0,unavailable,field family not found
obs079a_scheme_summary,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_scheme_summary.csv,provenance,,False,44,0,0.0,0,,0,unavailable,field family not found
obs079a_validation_groups,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_validation_groups.csv,observation_id,,False,89,0,0.0,0,,0,unavailable,field family not found
obs079a_validation_groups,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_validation_groups.csv,object_id,,False,89,0,0.0,0,,0,unavailable,field family not found
obs079a_validation_groups,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_validation_groups.csv,route_id,,False,89,0,0.0,0,,0,unavailable,field family not found
obs079a_validation_groups,outputs/comparisons/obs079a_stability_signature_leave_structure_out/obs079a_validation_groups.csv,transition_id,,False,89,0,0.0,0,,0,unavailable,field family not found
