support_family,artifact_label,artifact_path,column_name,available,non_null_rows,unique_values,candidate_stage_ceiling,support_use,limitation
feature_family,obs082_candidate_intervention_hypotheses,outputs/rig_registry/obs082_intervention_readiness/obs082_candidate_intervention_hypotheses.csv,feature_family,True,0,0,schema_reconnaissance_only,descriptor_only_insufficient_contrast,field contains no non-null values
feature_family,obs082_failure_mode_inventory,outputs/rig_registry/obs082_intervention_readiness/obs082_failure_mode_inventory.csv,feature_family,True,29,3,schema_reconnaissance_only,candidate_support_or_stratification_field,
feature_family,obs082_negative_control_contrasts,outputs/rig_registry/obs082_intervention_readiness/obs082_negative_control_contrasts.csv,feature_family,True,48,6,schema_reconnaissance_only,candidate_support_or_stratification_field,
feature_family,obs082_relation_readiness_scores,outputs/rig_registry/obs082_intervention_readiness/obs082_relation_readiness_scores.csv,feature_family,True,24,6,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,obs080a_confusion_matrices,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_confusion_matrices.csv,transform,True,11760,7,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,obs080a_pairwise_transform_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_pairwise_transform_summary.csv,transform,True,21,7,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,obs080a_permutation_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_scores.csv,transform,True,16800,7,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,obs080a_permutation_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_permutation_summary.csv,transform,True,84,7,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,obs080a_transform_manifest,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_manifest.csv,transform,True,21,7,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,obs080a_transform_predictions,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_predictions.csv,transform,True,56448,7,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,obs080a_transform_scheme_summary,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scheme_summary.csv,transform,True,896,7,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,obs080a_transform_scores,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_scores.csv,transform,True,2240,7,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,obs080a_transform_stability_matrix,outputs/comparisons/obs080a_stability_core_transform_sensitivity/obs080a_transform_stability_matrix.csv,transform,True,28,7,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,obs083_contract_control_contrast,outputs/rig_registry/obs083_negative_control_localization/obs083_contract_control_contrast.csv,contract_family,True,96,4,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,rig_failure_localization,outputs/rig_registry/rig_failure_localization.csv,contract_family,True,29,2,schema_reconnaissance_only,candidate_support_or_stratification_field,
contract_or_transform,rig_survival_matrix,outputs/rig_registry/rig_survival_matrix.csv,contract_family,True,256,4,schema_reconnaissance_only,candidate_support_or_stratification_field,
seam_relative,obs076d_scale_feature_table,outputs/comparisons/obs076d_Cp2_vs_Cp3_scale_conditioned_factor_separability_shared14_mds_pilot_logreg/obs076d_scale_feature_table.csv,distance_to_seam,True,1200,113,schema_reconnaissance_only,candidate_geometry_relative_support_requires_density_matching,generic geometric difficulty and exposure density must be controlled
seam_relative,obs076d_scale_feature_table__2,outputs/comparisons/obs076d_Cp2_vs_Cp3_scale_conditioned_factor_separability_shared14_mds_pilot_logreg_dynamic_only_v2/obs076d_scale_feature_table.csv,distance_to_seam,True,1200,113,schema_reconnaissance_only,candidate_geometry_relative_support_requires_density_matching,generic geometric difficulty and exposure density must be controlled
boundary_relative,,,,False,0,0,unavailable,unavailable,no matching field found in inventoried artifacts
provenance_slice,rig_survival_matrix,outputs/rig_registry/rig_survival_matrix.csv,source_path,True,256,4,schema_reconnaissance_only,candidate_scope_or_replication_support,provenance-local findings remain scope-local and are not external replication
