artifact_label,artifact_path,suffix,priority_match,size_bytes,size_mb,sha256,rows_read,column_count,read_status,read_error
obs080b_scale_band_scheme_summary,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_scheme_summary.csv,.csv,True,163821,0.156232,8f604d3c3d31e888391045c82b4a17055883f8e64d1e4aaecceccb31e6d04608,1060.0,13,ok,
obs080b_scale_band_scores,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_scores.csv,.csv,True,492318,0.469511,852b59e11db33e59153b7539e858ff2d60ac69cc6a4cce35effbcd89933c0ce5,2320.0,18,ok,
obs080b_scale_band_stability_matrix,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_stability_matrix.csv,.csv,True,4431,0.004226,91b2f68db03720332d452a41017e2e0f452836ce5509f41747a96224a754754e,36.0,9,ok,
obs080b_validation_groups,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_validation_groups.csv,.csv,True,43226,0.041224,35988264f8cf4789c9bcb7fb4883e16e65e10779fa445175abaff344032a2293,608.0,8,ok,
obs080c_confusion_matrices,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_confusion_matrices.csv,.csv,True,1463218,1.395433,a4c30cf08e2227458c4f2136f6332cb91372b30256d721b1f1a2b675e38ad33b,20160.0,8,ok,
obs080c_contract_contrast_summary,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_contract_contrast_summary.csv,.csv,True,919,0.000876,f6df8a1106b8294463d11800c8d3495f3d409758aca5a7d0f64523cc5721adb9,4.0,10,ok,
obs080c_failures,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_failures.csv,.csv,True,128,0.000122,7e2656ef095262c5b8980ecae84c5bb1dd568783b10e73783423d405cd54c5a3,0.0,12,ok,
obs080c_feature_contract_manifest,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_manifest.csv,.csv,True,15312,0.014603,8a21e7ab2ed24f3a5b544b6f46e8aa60bd592558478085252a49a93b421e132d,263.0,5,ok,
obs080c_feature_contract_predictions,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_predictions.csv,.csv,True,10292253,9.815457,a09ca38d92a6d63a437e9402035a854190aa767447caee10b7c2a32ab3fe4c9a,96768.0,12,ok,
obs080c_feature_contract_scheme_summary,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_scheme_summary.csv,.csv,True,254481,0.242692,6fa2e956ddcdefff111d01281dcb72b4b45288df374f2681b95f3141c35613e0,1536.0,13,ok,
obs080c_feature_contract_scores,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_scores.csv,.csv,True,3593725,3.427243,bb2c92c7c29577b1df5c5e2294dcd367b6cf2db876650478e35a41471e446724,3840.0,19,ok,
obs080c_feature_contract_stability_matrix,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,.csv,True,6844,0.006527,ca22485f71d0754e5d7418e6b52c3f672257127eaca6936178327b37a10d7e54,48.0,9,ok,
obs080c_input_manifest,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_input_manifest.csv,.csv,True,146,0.000139,3b160b0b39abe1f9e69c81661b22aa0c74715040d13f6dc2d00ae77d0967aa69,1.0,5,ok,
obs080c_pairwise_feature_contract_summary,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_pairwise_feature_contract_summary.csv,.csv,True,5120,0.004883,5c7a1ba44c08eac81ccbd0d9a0699a181a2003f98b6505af6a615977854f4ccb,36.0,9,ok,
obs080c_permutation_scores,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_permutation_scores.csv,.csv,True,3189167,3.041427,1ef86488bf320a83d327221c239ef7bfe6c97861a1fb10377066e9982ec85972,28800.0,8,ok,
obs080c_permutation_summary,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_permutation_summary.csv,.csv,True,16778,0.016001,10891a1501c8def5c1668b191a7a453f1d32078850f9ef86f980fa9b90aa9ce4,144.0,9,ok,
obs080c_report,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_report.md,.md,True,132133,0.126012,6c9578359f727e7a6be2e5cc9847e5bc360c5b31a2a70111280300d6be1e90e0,,0,exists_non_tabular,
obs080c_validation_groups,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_validation_groups.csv,.csv,True,79374,0.075697,560ba31aaf954a58f7ad7010bca6b508a8e9a90e327d6b50356e4fb5d3d3c641,960.0,9,ok,
obs080d_bootstrap_confusion_matrices,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_bootstrap_confusion_matrices.csv,.csv,True,105293677,100.415875,fcd3e65a8323965e98e7faa83b8a21cd8b2918e163e99d3e10119debdca47167,250000.0,8,sampled_row_limit,
obs080d_bootstrap_failures,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_bootstrap_failures.csv,.csv,True,115,0.00011,a2b1eda0a6901114c575cc36061b9595b0dbb8c1d93d548e090abae6d79a0109,0.0,11,ok,
obs080d_bootstrap_predictions,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_bootstrap_predictions.csv,.csv,True,85,8.1e-05,9bfefe310d9bb0f4874cbc790e5663b89435998b5b5cce0354890de2d35b3b27,1.0,2,ok,
obs080d_bootstrap_scores,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_bootstrap_scores.csv,.csv,True,270959170,258.406801,f8c4938ad1d3fc1b0ab7db968cd0608eca22ccbcedd9289f36b41b7c687ab5f8,250000.0,16,sampled_row_limit,
obs080d_bootstrap_summary,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_bootstrap_summary.csv,.csv,True,141810,0.135241,39762e5b3410d221566898d71eaaafc3601dd15db9e4920060f022e8bd46a6cb,576.0,22,ok,
obs080d_core_vs_reference_summary,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_core_vs_reference_summary.csv,.csv,True,6335,0.006042,bb1cc4a79d4a7beaaef7e60b3e9c9dd3143136b21cd3ad63405cbb6153cb6db4,24.0,15,ok,
obs080d_feature_contract_manifest,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_feature_contract_manifest.csv,.csv,True,8274,0.007891,f927eafec401d4aabc2934cc6d1ea366a428014cbfd0b3458bbee38fc16ae940,139.0,5,ok,
obs080d_input_manifest,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_input_manifest.csv,.csv,True,146,0.000139,0c50773ba9e4e8f1452a07c1e04e3b18a85d1eccb016246f81a1e02490adc2c2,1.0,5,ok,
obs080d_report,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_report.md,.md,True,143529,0.13688,7cb803a6746b3c665461037a231218793c04d3da10ab48276236c0bc09ff43d1,,0,exists_non_tabular,
obs080d_resampling_manifest,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_resampling_manifest.csv,.csv,True,3416,0.003258,a77a971698ecc045a4d4dd1b141064378a6f1abeb50cb15f3411a9ed0d365ea6,6.0,8,ok,
obs080d_structural_stability_matrix,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity/obs080d_structural_stability_matrix.csv,.csv,True,26216,0.025002,b22a0d04bf8717ffe9175211a189463024e284801bdd5c278eee795979b0ab72,144.0,19,ok,
obs080d_bootstrap_confusion_matrices__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_bootstrap_confusion_matrices.csv,.csv,True,5175534,4.935774,0f62a57e809be42ea569f39168a49b8f80655109bf6b06b40e36f88feb1831d2,75600.0,8,ok,
obs080d_bootstrap_failures__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_bootstrap_failures.csv,.csv,True,115,0.00011,a2b1eda0a6901114c575cc36061b9595b0dbb8c1d93d548e090abae6d79a0109,0.0,11,ok,
obs080d_bootstrap_predictions__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_bootstrap_predictions.csv,.csv,True,85,8.1e-05,9bfefe310d9bb0f4874cbc790e5663b89435998b5b5cce0354890de2d35b3b27,1.0,2,ok,
obs080d_bootstrap_scores__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_bootstrap_scores.csv,.csv,True,13523733,12.897237,c21dd06543bb6361e2c316ec10befaa28c7d6772e28297f049c08e11f7dd933f,14400.0,16,ok,
obs080d_bootstrap_summary__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_bootstrap_summary.csv,.csv,True,139745,0.133271,0c8425614ccb16bfe0280d45eb6af9acd8217e1839c74b93de84a9ae131505a1,576.0,22,ok,
obs080d_core_vs_reference_summary__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_core_vs_reference_summary.csv,.csv,True,6147,0.005862,ee8351724fab79d43d1f1c2086d04af81b3a3fe9ae26149d7b1315d29d857976,24.0,15,ok,
obs080d_feature_contract_manifest__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_feature_contract_manifest.csv,.csv,True,8274,0.007891,f927eafec401d4aabc2934cc6d1ea366a428014cbfd0b3458bbee38fc16ae940,139.0,5,ok,
obs080d_input_manifest__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_input_manifest.csv,.csv,True,146,0.000139,0c50773ba9e4e8f1452a07c1e04e3b18a85d1eccb016246f81a1e02490adc2c2,1.0,5,ok,
obs080d_report__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_report.md,.md,True,143528,0.136879,fe13f5ee4cca0a717e127c9250456706cb2a464632984cd036627ba62ee1c9ab,,0,exists_non_tabular,
obs080d_resampling_manifest__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_resampling_manifest.csv,.csv,True,3416,0.003258,a77a971698ecc045a4d4dd1b141064378a6f1abeb50cb15f3411a9ed0d365ea6,6.0,8,ok,
obs080d_structural_stability_matrix__2,outputs/comparisons/obs080d_structural_resampling_contract_sensitivity_smoke/obs080d_structural_stability_matrix.csv,.csv,True,25827,0.024631,b1f13500e2ebb79d2bfa8dedb11e429381c1188405eca9d49b7fbfff86388159,144.0,19,ok,
obs073_feature_table__4,outputs/corpora/C/campaigns/canonical_legacy/pipeline/obs073_C0_instant_vs_Cp_v5/obs073_feature_table.csv,.csv,True,413015720,393.882484,f877ad1b7d265f581d429b1be14c0594f1e16535067834c46250771dd759a2f0,200000.0,171,ok,
obs073_feature_table__5,outputs/corpora/C/campaigns/canonical_legacy/pipeline/obs073_Cp_vs_Cp2_v5/obs073_feature_table.csv,.csv,True,411568440,392.502251,0868ec2ff6cfc98eaedbd0f244800b088caad0ecea74fbc879850369c719825f,200000.0,171,ok,
obs073_feature_table__6,outputs/corpora/C/campaigns/canonical_legacy/pipeline/obs073_continuous_field_groupoid_reduction_smoke/obs073_feature_table.csv,.csv,True,60412895,57.614226,2e3e40b016f5e71aadc9f0a0b906867ec77b434c092eaa57c850c5ebf8ef7cf2,30000.0,166,ok,
obs073_feature_table__7,outputs/corpora/C/campaigns/canonical_legacy/pipeline/obs073_continuous_field_groupoid_reduction_v2_smoke/obs073_feature_table.csv,.csv,True,60412895,57.614226,495f73281778174e6b5c5c8a0c414495dd0efeb61354c7423e36e55b397ecb24,30000.0,166,ok,
obs073_feature_table__8,outputs/corpora/C/campaigns/canonical_legacy/pipeline/obs073_continuous_field_groupoid_reduction_v3_smoke/obs073_feature_table.csv,.csv,True,60412895,57.614226,495f73281778174e6b5c5c8a0c414495dd0efeb61354c7423e36e55b397ecb24,30000.0,166,ok,
obs073_feature_table__9,outputs/corpora/C/campaigns/canonical_legacy/pipeline/obs073_continuous_field_groupoid_reduction_v4_full/obs073_feature_table.csv,.csv,True,410792981,391.762715,bf3d2a80d24d016a5cbebb310a859779ca52f28a582129e4b30b5a7b9827f642,200000.0,171,ok,
obs073_feature_table__10,outputs/corpora/C/campaigns/canonical_legacy/pipeline/obs073_continuous_field_groupoid_reduction_v4_smoke/obs073_feature_table.csv,.csv,True,62126261,59.248219,779d5eb385a449399a050732eaf4f952944a9b0d8330706a1e70a1bf25c16dee,30000.0,171,ok,
obs073_feature_table__11,outputs/corpora/C/campaigns/canonical_legacy/pipeline/obs073_continuous_field_groupoid_reduction_v5_full/obs073_feature_table.csv,.csv,True,410792981,391.762715,bf3d2a80d24d016a5cbebb310a859779ca52f28a582129e4b30b5a7b9827f642,200000.0,171,ok,
obs073_feature_table__12,outputs/corpora/C/campaigns/canonical_legacy/pipeline/obs073_continuous_field_groupoid_reduction_v5_smoke/obs073_feature_table.csv,.csv,True,62126261,59.248219,779d5eb385a449399a050732eaf4f952944a9b0d8330706a1e70a1bf25c16dee,30000.0,171,ok,
obs073_feature_table__13,outputs/obs073_C0_instant_vs_Cp_v5/obs073_feature_table.csv,.csv,True,413015720,393.882484,f877ad1b7d265f581d429b1be14c0594f1e16535067834c46250771dd759a2f0,200000.0,171,ok,
obs073_feature_table__14,outputs/obs073_C_vs_Cp_v5/obs073_feature_table.csv,.csv,True,411986622,392.90106,77d1e65bf1ca15eacd7344d78cad343f6830cb9ffc42bb2664684ef029dc4412,200000.0,171,ok,
obs073_feature_table__15,outputs/obs073_Cp_vs_Cp2_v5/obs073_feature_table.csv,.csv,True,411568440,392.502251,0868ec2ff6cfc98eaedbd0f244800b088caad0ecea74fbc879850369c719825f,200000.0,171,ok,
obs073_feature_table__16,outputs/obs073_continuous_field_groupoid_reduction_smoke/obs073_feature_table.csv,.csv,True,60412895,57.614226,2e3e40b016f5e71aadc9f0a0b906867ec77b434c092eaa57c850c5ebf8ef7cf2,30000.0,166,ok,
obs073_feature_table__17,outputs/obs073_continuous_field_groupoid_reduction_v2_smoke/obs073_feature_table.csv,.csv,True,60412895,57.614226,495f73281778174e6b5c5c8a0c414495dd0efeb61354c7423e36e55b397ecb24,30000.0,166,ok,
obs073_feature_table__18,outputs/obs073_continuous_field_groupoid_reduction_v3_smoke/obs073_feature_table.csv,.csv,True,60412895,57.614226,495f73281778174e6b5c5c8a0c414495dd0efeb61354c7423e36e55b397ecb24,30000.0,166,ok,
obs073_feature_table__19,outputs/obs073_continuous_field_groupoid_reduction_v4_full/obs073_feature_table.csv,.csv,True,410792981,391.762715,bf3d2a80d24d016a5cbebb310a859779ca52f28a582129e4b30b5a7b9827f642,200000.0,171,ok,
obs073_feature_table__20,outputs/obs073_continuous_field_groupoid_reduction_v4_smoke/obs073_feature_table.csv,.csv,True,62126261,59.248219,779d5eb385a449399a050732eaf4f952944a9b0d8330706a1e70a1bf25c16dee,30000.0,171,ok,
obs073_feature_table__21,outputs/obs073_continuous_field_groupoid_reduction_v5_full/obs073_feature_table.csv,.csv,True,410792981,391.762715,bf3d2a80d24d016a5cbebb310a859779ca52f28a582129e4b30b5a7b9827f642,200000.0,171,ok,
obs073_feature_table__22,outputs/obs073_continuous_field_groupoid_reduction_v5_smoke/obs073_feature_table.csv,.csv,True,62126261,59.248219,779d5eb385a449399a050732eaf4f952944a9b0d8330706a1e70a1bf25c16dee,30000.0,171,ok,
obs074_feature_table__4,outputs/obs074_lexical_field_bridge_C_Cp_Cp2_v2_smoke/obs074_feature_table.csv,.csv,True,144186151,137.506629,9d4cb6d390eb7ddafa142c8c331c4e4b03edacb57f4e600fc0b308431826cabb,45000.0,235,ok,
rig_stability_core_geometry,outputs/rig_navigator/views/rig_stability_core_geometry.csv,.csv,True,293466,0.279871,ec8b0910d0cc3ccb79b25393697fc43b6c1e18f63190ecd4608153ecab2c87cf,168.0,126,ok,
obs082_blockers,outputs/rig_registry/obs082_intervention_readiness/obs082_blockers.csv,.csv,True,110,0.000105,9037df6fc6abaf09450b6e7727ec8af0e42c0c5c861c24c078e71ae6d2d4a351,0.0,9,ok,
obs082_candidate_intervention_hypotheses,outputs/rig_registry/obs082_intervention_readiness/obs082_candidate_intervention_hypotheses.csv,.csv,True,313,0.000299,c5804324d43f96625aadaa15418f0a67c5e8d40cb6b1b5baa58434e3308717a2,0.0,18,ok,
obs082_failure_mode_inventory,outputs/rig_registry/obs082_intervention_readiness/obs082_failure_mode_inventory.csv,.csv,True,6130,0.005846,1d49f9736d1a110218e91918ae8ce0e1e5bd5399fc03e69e355b2e9743579fb9,29.0,13,ok,
obs082_input_manifest,outputs/rig_registry/obs082_intervention_readiness/obs082_input_manifest.csv,.csv,True,2986,0.002848,19bcb477991be28be4c15b9de52675c078ba9de383aa49031c1418c209081384,5.0,9,ok,
obs082_negative_control_contrasts,outputs/rig_registry/obs082_intervention_readiness/obs082_negative_control_contrasts.csv,.csv,True,10955,0.010448,842c0797223385805fdfc7df93b8b1d80824a34e6027774a703aac09bb0af240,48.0,11,ok,
obs082_relation_readiness_scores,outputs/rig_registry/obs082_intervention_readiness/obs082_relation_readiness_scores.csv,.csv,True,17403,0.016597,adc417410daa7137bbcc07557848fa3879ec38031e902213c9a6722031918941,24.0,35,ok,
obs082_report,outputs/rig_registry/obs082_intervention_readiness/obs082_report.md,.md,True,32953,0.031426,eaf49dc3ce9122077d579ef84f71a26cffb029d660f72305b8a9f4646034165d,,0,exists_non_tabular,
obs083_blocker_refinement,outputs/rig_registry/obs083_negative_control_localization/obs083_blocker_refinement.csv,.csv,True,11118,0.010603,c610993c3a73d45365bf063483f631f3514c65a9a6c796d5f917594bed0218a0,24.0,9,ok,
obs083_carrier_control_contrast,outputs/rig_registry/obs083_negative_control_localization/obs083_carrier_control_contrast.csv,.csv,True,47014,0.044836,58f0451b2b321fc4c192464134fb70566404ed4d169e41dee89204d90f5c37c5,120.0,18,ok,
obs083_contract_control_contrast,outputs/rig_registry/obs083_negative_control_localization/obs083_contract_control_contrast.csv,.csv,True,25594,0.024408,afabb76cdc3995e0e3be9c32bba676cd240e452f6e52f69ee6e78a3bf7d56ade,96.0,16,ok,
obs083_diagnostic_subclass_assignments,outputs/rig_registry/obs083_negative_control_localization/obs083_diagnostic_subclass_assignments.csv,.csv,True,19751,0.018836,c3fd28c1bbc31dde900cedf9ed6ea3b3f40cddbfb64d642e5521461b5a186701,24.0,32,ok,
obs083_failure_localization_matrix,outputs/rig_registry/obs083_negative_control_localization/obs083_failure_localization_matrix.csv,.csv,True,14947,0.014255,9a4653921fc8ccbd2b1963ffc5cae0e1c4af0e17fbd5b69de7a19067d7875e2f,24.0,24,ok,
obs083_geometry_needed_control_contrast,outputs/rig_registry/obs083_negative_control_localization/obs083_geometry_needed_control_contrast.csv,.csv,True,1892,0.001804,0a9f1ac29867a043386c187f5d2cbe0403283818e43aaea159103c7681133339,4.0,16,ok,
obs083_input_manifest,outputs/rig_registry/obs083_negative_control_localization/obs083_input_manifest.csv,.csv,True,2267,0.002162,b7796f5f140cfe58b2ae7a262f1ae40c206ac5831d9c95aab24404a7075625c9,14.0,8,ok,
obs083_matched_negative_control_design,outputs/rig_registry/obs083_negative_control_localization/obs083_matched_negative_control_design.csv,.csv,True,209765,0.200047,f4443c028c2b71ead768affc865549403a15dc4758f548186313895061f419c5,416.0,17,ok,
obs083_readiness_delta_from_obs082,outputs/rig_registry/obs083_negative_control_localization/obs083_readiness_delta_from_obs082.csv,.csv,True,6398,0.006102,15c9b8e232151c8025b4af4460c1ae8d7f4e2c61bc9b0b2d6b7b08b1e6883809,24.0,13,ok,
obs083_relation_control_contrast,outputs/rig_registry/obs083_negative_control_localization/obs083_relation_control_contrast.csv,.csv,True,25306,0.024134,d8362e49c97d1ba8566ab9704b400139e0315c5dd7f6201be891deb8032c70a9,72.0,16,ok,
obs083_repair_specificity_sharpening,outputs/rig_registry/obs083_negative_control_localization/obs083_repair_specificity_sharpening.csv,.csv,True,28194,0.026888,64566646b0dbe786f787883a740d1cac15d7d8c6a691e018af0a697a002c1146,24.0,20,ok,
obs083_report,outputs/rig_registry/obs083_negative_control_localization/obs083_report.md,.md,True,10957,0.010449,4840a705a5f35ec6f5bf3ca308d78f3518bfb4f7318f4d4fee353a9df04f2766,,0,exists_non_tabular,
rig_failure_localization,outputs/rig_registry/rig_failure_localization.csv,.csv,True,6235,0.005946,bbde04e99b8d9daec0b533ba72cba0994b2bee95bfae8b2c9a93397614181dd1,29.0,11,ok,
rig_geometry_needed_ladder,outputs/rig_registry/rig_geometry_needed_ladder.csv,.csv,True,9299,0.008868,612747a5bced2c0839e1424d0ff42cebee39d3fb12ed647ddb01894bbf52d34f,24.0,14,ok,
rig_relation_registry,outputs/rig_registry/rig_relation_registry.csv,.csv,True,21941,0.020925,211d6270d948503ffda4a866558ca95fec0bc9fe99a5fe201616b842389ae631,24.0,47,ok,
rig_repair_recommendations,outputs/rig_registry/rig_repair_recommendations.csv,.csv,True,7708,0.007351,b05033251dc08cf74d472a980c34d3a8e73305fc445df0c4e3f170996d2b0977,24.0,8,ok,
rig_survival_matrix,outputs/rig_registry/rig_survival_matrix.csv,.csv,True,81406,0.077635,ad324d2ed69c46d620ab82050d347e43781dca1b7fba3fc4de5e8e7a3f061aa8,256.0,22,ok,
