script_version,overall_status,obs084a_freeze_manifest_id,candidate_manifest_id,registry_records,records_with_observation_losses,discovery_observation_loss_rows,discovery_unique_observations,support_addresses_generated,unique_support_definitions,predicate_tests,admissible_complement_tests,nominated_candidates_before_minimality,sealed_non_dominated_fl2_candidates,confirmation_rows_read_into_analytical_frame,current_repo_commit
1.0.0,fl2_candidates_sealed_for_reserved_confirmation,c360f3b4cd5d65067c8b1cca45800524b6ee5cf7ad31ed43aaedcdb0fcd0566d,0d58d3abd25677683bb29b25c5b4e1fc2fdd1fab83866893c2151a80b97fd4f5,24,24,1620,90,1434,85,5736,1944,20,13,0,2647b494eb688388bdad9b88d8dd32c8a5e95f69
