record_id,support_id,failure_predicate,failure_mode,control_record_id,control_family,control_relation,control_carrier,target_site_relative_contrast,control_site_relative_contrast,control_adjusted_contrast,control_complement_admissible,control_site_rows,control_complement_rows,control_shared_clusters,control_status,control_admissibility_rule
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__no_window,carrier_control,C_vs_Cp2,no_window,0.7950973021017317,0.8240949830415584,-0.028997680939826687,True,15,45,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__stability_plus_geometry,carrier_control,C_vs_Cp2,stability_plus_geometry,0.7950973021017317,0.5214657539450481,0.27363154815668356,True,15,45,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__path_shares_only,carrier_control,C_vs_Cp2,path_shares_only,0.7950973021017317,0.24648743982619759,0.5486098622755341,True,15,45,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__no_window,relation_control,C_vs_Cp2,no_window,0.6598778159816858,0.8240949830415584,-0.16421716705987255,True,15,45,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,Cp2_vs_Cp3__no_window,relation_control,Cp2_vs_Cp3,no_window,0.6598778159816858,-0.03013791870895588,0.6900157346906417,True,16,50,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,three_way__no_window,relation_control,three_way,no_window,0.6598778159816858,0.41032187609256965,0.24955593988911617,True,21,69,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,0.6598778159816858,0.2647303924005304,0.3951474235811554,True,11,43,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,0.6598778159816858,0.5902180824257521,0.06965973355593369,True,11,43,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,carrier_control,C_vs_Cp3,strict_numeric_all,0.6598778159816858,0.7361910909577157,-0.07631327497602991,True,11,43,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__geometry_scores_only,carrier_control,C_vs_Cp3,geometry_scores_only,0.6598778159816858,0.4989299225554367,0.1609478934262491,True,11,43,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,0.6598778159816858,0.2705218347429601,0.3893559812387257,True,11,43,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__strict_numeric_all,relation_control,C_vs_Cp2,strict_numeric_all,0.7361910909577157,0.7950973021017317,-0.05890621114401595,True,15,45,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,Cp2_vs_Cp3__strict_numeric_all,relation_control,Cp2_vs_Cp3,strict_numeric_all,0.7361910909577157,-0.05377945639569981,0.7899705473534155,True,16,50,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,three_way__strict_numeric_all,relation_control,three_way,strict_numeric_all,0.7361910909577157,0.4708397853401716,0.2653513056175441,True,21,69,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,0.7361910909577157,0.2647303924005304,0.4714606985571853,True,11,43,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__no_window,carrier_control,C_vs_Cp3,no_window,0.7361910909577157,0.6598778159816858,0.07631327497602991,True,11,43,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,0.7361910909577157,0.5902180824257521,0.1459730085319636,True,11,43,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__geometry_scores_only,carrier_control,C_vs_Cp3,geometry_scores_only,0.7361910909577157,0.4989299225554367,0.237261168402279,True,11,43,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,0.7361910909577157,0.2705218347429601,0.46566925621475563,True,11,43,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,relation_separation_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,0.613683918189107,-0.3609854568956389,0.9746693750847458,True,18,42,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,relation_separation_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,0.613683918189107,-0.1910736554835728,0.8047575736726797,True,24,42,2,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,relation_separation_attenuation,attenuation,three_way__geometry_scores_only,relation_control,three_way,geometry_scores_only,0.613683918189107,0.11700344031135637,0.4966804778777506,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,0.613683918189107,0.17208501827174716,0.4415988999173598,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,relation_separation_attenuation,attenuation,C_vs_Cp3__no_window,carrier_control,C_vs_Cp3,no_window,0.613683918189107,0.600246301629487,0.013437616559619947,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,0.613683918189107,0.6257776952413352,-0.01209377705222825,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,relation_separation_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,carrier_control,C_vs_Cp3,strict_numeric_all,0.613683918189107,0.4644475164566161,0.14923640173249086,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,relation_separation_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,0.613683918189107,0.11968890590082415,0.4939950122882828,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,log_loss_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,2.0557483252142683,-0.27442242818527873,2.330170753399547,True,18,42,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,log_loss_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,2.0557483252142683,-0.1359333818092385,2.191681707023507,True,24,42,2,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,log_loss_attenuation,attenuation,three_way__geometry_scores_only,relation_control,three_way,geometry_scores_only,2.0557483252142683,1.8683950005799654,0.18735332463430288,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,log_loss_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,2.0557483252142683,0.0962809266738753,1.959467398540393,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,log_loss_attenuation,attenuation,C_vs_Cp3__no_window,carrier_control,C_vs_Cp3,no_window,2.0557483252142683,0.7485170593565224,1.3072312658577458,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,log_loss_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,2.0557483252142683,0.9080146256581179,1.1477336995561505,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,log_loss_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,carrier_control,C_vs_Cp3,strict_numeric_all,2.0557483252142683,0.47015793785275883,1.5855903873615094,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,fac3537948f2f8e9cd9d,log_loss_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,2.0557483252142683,0.062365202076945514,1.9933831231373227,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,relation_separation_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,0.613683918189107,-0.3609854568956389,0.9746693750847458,True,18,42,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,relation_separation_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,0.613683918189107,-0.1910736554835728,0.8047575736726797,True,24,42,2,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,relation_separation_attenuation,attenuation,three_way__geometry_scores_only,relation_control,three_way,geometry_scores_only,0.613683918189107,0.11700344031135637,0.4966804778777506,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,0.613683918189107,0.17208501827174716,0.4415988999173598,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,relation_separation_attenuation,attenuation,C_vs_Cp3__no_window,carrier_control,C_vs_Cp3,no_window,0.613683918189107,0.600246301629487,0.013437616559619947,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,0.613683918189107,0.6257776952413352,-0.01209377705222825,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,relation_separation_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,carrier_control,C_vs_Cp3,strict_numeric_all,0.613683918189107,0.4644475164566161,0.14923640173249086,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,relation_separation_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,0.613683918189107,0.11968890590082415,0.4939950122882828,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,2.0557483252142683,-0.27442242818527873,2.330170753399547,True,18,42,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,2.0557483252142683,-0.1359333818092385,2.191681707023507,True,24,42,2,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,three_way__geometry_scores_only,relation_control,three_way,geometry_scores_only,2.0557483252142683,1.8683950005799654,0.18735332463430288,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,2.0557483252142683,0.0962809266738753,1.959467398540393,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,C_vs_Cp3__no_window,carrier_control,C_vs_Cp3,no_window,2.0557483252142683,0.7485170593565224,1.3072312658577458,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,2.0557483252142683,0.9080146256581179,1.1477336995561505,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,carrier_control,C_vs_Cp3,strict_numeric_all,2.0557483252142683,0.47015793785275883,1.5855903873615094,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,2.0557483252142683,0.062365202076945514,1.9933831231373227,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,0.613683918189107,-0.3609854568956389,0.9746693750847458,True,18,42,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,0.613683918189107,-0.1910736554835728,0.8047575736726797,True,24,42,2,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,three_way__geometry_scores_only,relation_control,three_way,geometry_scores_only,0.613683918189107,0.11700344031135637,0.4966804778777506,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,0.613683918189107,0.17208501827174716,0.4415988999173598,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp3__no_window,carrier_control,C_vs_Cp3,no_window,0.613683918189107,0.600246301629487,0.013437616559619947,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,0.613683918189107,0.6257776952413352,-0.01209377705222825,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,carrier_control,C_vs_Cp3,strict_numeric_all,0.613683918189107,0.4644475164566161,0.14923640173249086,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,0.613683918189107,0.11968890590082415,0.4939950122882828,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,2.0557483252142683,-0.27442242818527873,2.330170753399547,True,18,42,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,2.0557483252142683,-0.1359333818092385,2.191681707023507,True,24,42,2,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__geometry_scores_only,relation_control,three_way,geometry_scores_only,2.0557483252142683,1.8683950005799654,0.18735332463430288,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,2.0557483252142683,0.0962809266738753,1.959467398540393,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__no_window,carrier_control,C_vs_Cp3,no_window,2.0557483252142683,0.7485170593565224,1.3072312658577458,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,2.0557483252142683,0.9080146256581179,1.1477336995561505,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,carrier_control,C_vs_Cp3,strict_numeric_all,2.0557483252142683,0.47015793785275883,1.5855903873615094,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,2.0557483252142683,0.062365202076945514,1.9933831231373227,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,1.8683950005799654,-0.27442242818527873,2.142817428765244,True,18,42,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,C_vs_Cp3__geometry_scores_only,relation_control,C_vs_Cp3,geometry_scores_only,1.8683950005799654,2.0557483252142683,-0.18735332463430288,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,1.8683950005799654,-0.1359333818092385,2.004328382389204,True,24,42,2,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,three_way__no_window,carrier_control,three_way,no_window,1.8683950005799654,1.0218473808402182,0.8465476197397472,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,three_way__stability_plus_geometry,carrier_control,three_way,stability_plus_geometry,1.8683950005799654,0.9533836778416374,0.9150113227383281,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,three_way__strict_numeric_all,carrier_control,three_way,strict_numeric_all,1.8683950005799654,0.4703699576417957,1.3980250429381698,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,three_way__path_shares_only,carrier_control,three_way,path_shares_only,1.8683950005799654,0.24615128875872988,1.6222437118212356,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,4487ed03ba052140cc42,log_loss_attenuation,attenuation,three_way__stability_core_3,carrier_control,three_way,stability_core_3,1.8683950005799654,0.11820237724242155,1.750192623337544,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,1.8683950005799654,-0.27442242818527873,2.142817428765244,True,18,42,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__geometry_scores_only,relation_control,C_vs_Cp3,geometry_scores_only,1.8683950005799654,2.0557483252142683,-0.18735332463430288,True,18,36,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,1.8683950005799654,-0.1359333818092385,2.004328382389204,True,24,42,2,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__no_window,carrier_control,three_way,no_window,1.8683950005799654,1.0218473808402182,0.8465476197397472,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__stability_plus_geometry,carrier_control,three_way,stability_plus_geometry,1.8683950005799654,0.9533836778416374,0.9150113227383281,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__strict_numeric_all,carrier_control,three_way,strict_numeric_all,1.8683950005799654,0.4703699576417957,1.3980250429381698,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__path_shares_only,carrier_control,three_way,path_shares_only,1.8683950005799654,0.24615128875872988,1.6222437118212356,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__stability_core_3,carrier_control,three_way,stability_core_3,1.8683950005799654,0.11820237724242155,1.750192623337544,True,30,60,3,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap"
