record_id,support_id,failure_predicate,failure_mode,control_record_id,control_family,control_relation,control_carrier,target_site_relative_contrast,control_site_relative_contrast,control_adjusted_contrast,control_complement_admissible,control_site_rows,control_complement_rows,control_shared_clusters,control_status,control_admissibility_rule,candidate_id,confirmation_partition_id,row_type,admissible_control_count,alternative_control_count,median_control_site_relative_contrast,median_control_adjusted_contrast,positive_control_adjusted_share,control_robustness_pass,control_robustness_status,eligible_control_records_json
C_vs_Cp2__stability_plus_geometry,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,carrier_control,C_vs_Cp2,geometry_scores_only,0.027643346893119702,0.08775762198558723,-0.06011427509246753,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-c811fbc12bffe9acee2f,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__stability_plus_geometry,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__no_window,carrier_control,C_vs_Cp2,no_window,0.027643346893119702,0.1590578389778226,-0.1314144920847029,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-c811fbc12bffe9acee2f,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__stability_plus_geometry,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__strict_numeric_all,carrier_control,C_vs_Cp2,strict_numeric_all,0.027643346893119702,0.10429575457673312,-0.07665240768361342,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-c811fbc12bffe9acee2f,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__stability_plus_geometry,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__path_shares_only,carrier_control,C_vs_Cp2,path_shares_only,0.027643346893119702,0.028696563548274878,-0.0010532166551551758,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-c811fbc12bffe9acee2f,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,relation_control,C_vs_Cp3,strict_numeric_all,0.10429575457673312,0.1329901008100164,-0.028694346233283263,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-590dc8c788380700d526,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,Cp2_vs_Cp3__strict_numeric_all,relation_control,Cp2_vs_Cp3,strict_numeric_all,0.10429575457673312,0.055493330729630586,0.04880242384710254,True,16.0,37.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-590dc8c788380700d526,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,three_way__strict_numeric_all,relation_control,three_way,strict_numeric_all,0.10429575457673312,0.30353890781108883,-0.1992431532343557,True,19.0,59.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-590dc8c788380700d526,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__stability_core_3,carrier_control,C_vs_Cp2,stability_core_3,0.10429575457673312,0.2446527015414619,-0.14035694696472878,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-590dc8c788380700d526,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,carrier_control,C_vs_Cp2,geometry_scores_only,0.10429575457673312,0.08775762198558723,0.016538132591145893,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-590dc8c788380700d526,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__no_window,carrier_control,C_vs_Cp2,no_window,0.10429575457673312,0.1590578389778226,-0.054762084401089484,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-590dc8c788380700d526,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__stability_plus_geometry,carrier_control,C_vs_Cp2,stability_plus_geometry,0.10429575457673312,0.027643346893119702,0.07665240768361342,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-590dc8c788380700d526,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__path_shares_only,carrier_control,C_vs_Cp2,path_shares_only,0.10429575457673312,0.028696563548274878,0.07559919102845825,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-590dc8c788380700d526,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__no_window,relation_control,C_vs_Cp2,no_window,0.2149024381953582,0.1590578389778226,0.055844599217535595,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-a69d98b6b8217d4059ce,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,Cp2_vs_Cp3__no_window,relation_control,Cp2_vs_Cp3,no_window,0.2149024381953582,0.0687709310772755,0.1461315071180827,True,16.0,37.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-a69d98b6b8217d4059ce,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,three_way__no_window,relation_control,three_way,no_window,0.2149024381953582,0.6399244208609285,-0.4250219826655703,True,19.0,59.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-a69d98b6b8217d4059ce,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,0.2149024381953582,0.22929541549269983,-0.014392977297341625,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-a69d98b6b8217d4059ce,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,0.2149024381953582,0.16598447576133757,0.048917962434020634,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-a69d98b6b8217d4059ce,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,carrier_control,C_vs_Cp3,strict_numeric_all,0.2149024381953582,0.1329901008100164,0.08191233738534182,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-a69d98b6b8217d4059ce,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__geometry_scores_only,carrier_control,C_vs_Cp3,geometry_scores_only,0.2149024381953582,0.3065422338795861,-0.09163979568422792,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-a69d98b6b8217d4059ce,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__no_window,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,0.2149024381953582,0.03975170666314387,0.17515073153221433,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-a69d98b6b8217d4059ce,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp2__strict_numeric_all,relation_control,C_vs_Cp2,strict_numeric_all,0.1329901008100164,0.10429575457673312,0.028694346233283263,True,13.0,36.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-5c75c4f7df387f78f22c,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,Cp2_vs_Cp3__strict_numeric_all,relation_control,Cp2_vs_Cp3,strict_numeric_all,0.1329901008100164,0.055493330729630586,0.0774967700803858,True,16.0,37.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-5c75c4f7df387f78f22c,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,three_way__strict_numeric_all,relation_control,three_way,strict_numeric_all,0.1329901008100164,0.30353890781108883,-0.17054880700107244,True,19.0,59.0,4.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-5c75c4f7df387f78f22c,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,0.1329901008100164,0.22929541549269983,-0.09630531468268344,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-5c75c4f7df387f78f22c,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__no_window,carrier_control,C_vs_Cp3,no_window,0.1329901008100164,0.2149024381953582,-0.08191233738534182,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-5c75c4f7df387f78f22c,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,0.1329901008100164,0.16598447576133757,-0.03299437495132118,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-5c75c4f7df387f78f22c,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__geometry_scores_only,carrier_control,C_vs_Cp3,geometry_scores_only,0.1329901008100164,0.3065422338795861,-0.17355213306956974,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-5c75c4f7df387f78f22c,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__strict_numeric_all,114bd7932e0008f8ef79,relation_separation_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,0.1329901008100164,0.03975170666314387,0.09323839414687252,True,9.0,45.0,3.0,admissible,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-5c75c4f7df387f78f22c,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,-0.6135096542464351,,,False,6.0,43.0,1.0,insufficient_support,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-11e1ddfaec94b8ba1e20,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,-0.6135096542464351,,,False,6.0,47.0,1.0,insufficient_support,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-11e1ddfaec94b8ba1e20,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,three_way__geometry_scores_only,relation_control,three_way,geometry_scores_only,-0.6135096542464351,,,False,12.0,66.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-11e1ddfaec94b8ba1e20,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,-0.6135096542464351,-0.09309509649226189,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-11e1ddfaec94b8ba1e20,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp3__no_window,carrier_control,C_vs_Cp3,no_window,-0.6135096542464351,-0.31650120556753114,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-11e1ddfaec94b8ba1e20,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,-0.6135096542464351,-0.6116144915684161,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-11e1ddfaec94b8ba1e20,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,carrier_control,C_vs_Cp3,strict_numeric_all,-0.6135096542464351,-0.19243778651102517,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-11e1ddfaec94b8ba1e20,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,relation_separation_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,-0.6135096542464351,0.008694747648146484,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-11e1ddfaec94b8ba1e20,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,-1.4452370911212367,,,False,6.0,43.0,1.0,insufficient_support,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-57dd73e04bc58c21dc10,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,-1.4452370911212367,,,False,6.0,47.0,1.0,insufficient_support,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-57dd73e04bc58c21dc10,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__geometry_scores_only,relation_control,three_way,geometry_scores_only,-1.4452370911212367,,,False,12.0,66.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-57dd73e04bc58c21dc10,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__stability_core_3,carrier_control,C_vs_Cp3,stability_core_3,-1.4452370911212367,-0.10596143302051883,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-57dd73e04bc58c21dc10,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__no_window,carrier_control,C_vs_Cp3,no_window,-1.4452370911212367,-0.21934798251792467,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-57dd73e04bc58c21dc10,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__stability_plus_geometry,carrier_control,C_vs_Cp3,stability_plus_geometry,-1.4452370911212367,-0.8108857561568678,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-57dd73e04bc58c21dc10,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__strict_numeric_all,carrier_control,C_vs_Cp3,strict_numeric_all,-1.4452370911212367,-0.12476934905255838,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-57dd73e04bc58c21dc10,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp3__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__path_shares_only,carrier_control,C_vs_Cp3,path_shares_only,-1.4452370911212367,0.004348466161579828,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-57dd73e04bc58c21dc10,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp2__geometry_scores_only,relation_control,C_vs_Cp2,geometry_scores_only,,,,False,6.0,43.0,1.0,insufficient_support,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-340c36cc5ee088d4fab9,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,C_vs_Cp3__geometry_scores_only,relation_control,C_vs_Cp3,geometry_scores_only,,-1.4452370911212367,,False,12.0,42.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-340c36cc5ee088d4fab9,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,Cp2_vs_Cp3__geometry_scores_only,relation_control,Cp2_vs_Cp3,geometry_scores_only,,,,False,6.0,47.0,1.0,insufficient_support,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-340c36cc5ee088d4fab9,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__no_window,carrier_control,three_way,no_window,,,,False,12.0,66.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-340c36cc5ee088d4fab9,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__stability_plus_geometry,carrier_control,three_way,stability_plus_geometry,,,,False,12.0,66.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-340c36cc5ee088d4fab9,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__strict_numeric_all,carrier_control,three_way,strict_numeric_all,,,,False,12.0,66.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-340c36cc5ee088d4fab9,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__path_shares_only,carrier_control,three_way,path_shares_only,,,,False,12.0,66.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-340c36cc5ee088d4fab9,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
three_way__geometry_scores_only,6951c09dfc251bd9f7db,log_loss_attenuation,attenuation,three_way__stability_core_3,carrier_control,three_way,stability_core_3,,,,False,12.0,66.0,1.0,inadmissible_complement,"same frozen support query; class-balanced site/complement contrast; minimum row, class, and shared-object overlap",OBS084B-340c36cc5ee088d4fab9,7198b2d34bc8c469a54c8a83ad7e6dfe975c084fde947c1992b7ea6882dc26d2,control_record,,,,,,,,
C_vs_Cp2__geometry_scores_only,8eb760d133ac749e3327,relation_separation_attenuation,,,,,,,,,,,,,,,OBS084B-0f82f9c3b220ffa08e45,,candidate_aggregate,1.0,8.0,0.37489203203391397,,0.0,False,control_explained,"[""C_vs_Cp2__no_window"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__geometry_scores_only"", ""Cp2_vs_Cp3__geometry_scores_only"", ""three_way__geometry_scores_only""]"
C_vs_Cp2__geometry_scores_only,8eb760d133ac749e3327,local_criterion_breach,,,,,,,,,,,,,,,OBS084B-34d66eb07912a939e6bf,,candidate_aggregate,1.0,8.0,0.19919786096256686,,0.0,False,control_explained,"[""C_vs_Cp2__no_window"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__geometry_scores_only"", ""Cp2_vs_Cp3__geometry_scores_only"", ""three_way__geometry_scores_only""]"
C_vs_Cp2__geometry_scores_only,114bd7932e0008f8ef79,relation_separation_attenuation,,,,,,,,,,,,,,,OBS084B-2f8f8e8bd729832e4f1c,,candidate_aggregate,8.0,8.0,0.13167679677727787,-0.043919174791690635,0.375,False,control_explained,"[""C_vs_Cp2__no_window"", ""C_vs_Cp2__path_shares_only"", ""C_vs_Cp2__stability_core_3"", ""C_vs_Cp2__stability_plus_geometry"", ""C_vs_Cp2__strict_numeric_all"", ""C_vs_Cp3__geometry_scores_only"", ""Cp2_vs_Cp3__geometry_scores_only"", ""three_way__geometry_scores_only""]"
