case,candidate_rank,object,scale_index_from,scale_index_to,cohort,dominant_family,n_paths,n_windows,mean_lambda_local_mean,mean_lambda_local_z,mean_delta_d_mean,mean_delta_d_z,bounded_share_mean,bounded_share_z,divergence_z_sum,transition_delta,dominant_reason,pinch_score_total,support_score,overlap_score,shape_score,id_score,jaccard_loss,centroid_drift,support_size_delta,overlap_delta_max,seam__core__path_enrichment,seam__near__path_enrichment,seam__core__path_log2_enrichment,seam__near__path_log2_enrichment,seam__core__path_share,seam__near__path_share,seam__core__global_path_share,seam__near__global_path_share,seam__core__n_paths,seam__near__n_paths,seam__core__denom_paths,seam__near__denom_paths,path_family__off_seam_reorganizing__path_enrichment,path_family__reorganization_heavy__path_enrichment,path_family__settled_distant__path_enrichment,path_family__stable_seam_corridor__path_enrichment,path_family__off_seam_reorganizing__path_log2_enrichment,path_family__reorganization_heavy__path_log2_enrichment,path_family__settled_distant__path_log2_enrichment,path_family__stable_seam_corridor__path_log2_enrichment,path_family__off_seam_reorganizing__path_share,path_family__reorganization_heavy__path_share,path_family__settled_distant__path_share,path_family__stable_seam_corridor__path_share,path_family__off_seam_reorganizing__global_path_share,path_family__reorganization_heavy__global_path_share,path_family__settled_distant__global_path_share,path_family__stable_seam_corridor__global_path_share,path_family__off_seam_reorganizing__n_paths,path_family__reorganization_heavy__n_paths,path_family__settled_distant__n_paths,path_family__stable_seam_corridor__n_paths,path_family__off_seam_reorganizing__denom_paths,path_family__reorganization_heavy__denom_paths,path_family__settled_distant__denom_paths,path_family__stable_seam_corridor__denom_paths,outcome__nonrecovering__path_enrichment,outcome__recovering__path_enrichment,outcome__nonrecovering__path_log2_enrichment,outcome__recovering__path_log2_enrichment,outcome__nonrecovering__path_share,outcome__recovering__path_share,outcome__nonrecovering__global_path_share,outcome__recovering__global_path_share,outcome__nonrecovering__n_paths,outcome__recovering__n_paths,outcome__nonrecovering__denom_paths,outcome__recovering__denom_paths,proj__nan__nan__n_paths,proj__outcome_group__nonrecovering__n_paths,proj__outcome_group__recovering__n_paths,proj__path_family__off_seam_reorganizing__n_paths,proj__path_family__reorganization_heavy__n_paths,proj__path_family__settled_distant__n_paths,proj__path_family__stable_seam_corridor__n_paths,proj__seam_class__seam_contact__n_paths,proj__seam_class__seam_distant__n_paths,proj__seam_class__seam_grazing__n_paths,proj__outcome_group__nonrecovering__global_share,proj__outcome_group__recovering__global_share,proj__path_family__off_seam_reorganizing__global_share,proj__path_family__reorganization_heavy__global_share,proj__path_family__settled_distant__global_share,proj__path_family__stable_seam_corridor__global_share,proj__seam_class__seam_contact__global_share,proj__seam_class__seam_distant__global_share,proj__seam_class__seam_grazing__global_share,proj__outcome_group__nonrecovering__enrichment,proj__outcome_group__recovering__enrichment,proj__path_family__off_seam_reorganizing__enrichment,proj__path_family__reorganization_heavy__enrichment,proj__path_family__settled_distant__enrichment,proj__path_family__stable_seam_corridor__enrichment,proj__seam_class__seam_contact__enrichment,proj__seam_class__seam_distant__enrichment,proj__seam_class__seam_grazing__enrichment,proj__outcome_group__nonrecovering__log2_enrichment,proj__outcome_group__recovering__log2_enrichment,proj__path_family__off_seam_reorganizing__log2_enrichment,proj__path_family__reorganization_heavy__log2_enrichment,proj__path_family__settled_distant__log2_enrichment,proj__path_family__stable_seam_corridor__log2_enrichment,proj__seam_class__seam_contact__log2_enrichment,proj__seam_class__seam_distant__log2_enrichment,proj__seam_class__seam_grazing__log2_enrichment,row_index,observation_id,observation_key,transition,transition_midpoint,cluster_id,cluster_unit,partition,scale_band,seam_relative_region,predictor_missing_fraction,predictor_missing_any,record_id,relation,carrier,true_regime,predicted_regime,predicted_probability,max_other_probability,true_class_margin,signed_margin,correct,misclassification_loss,margin_loss,log_loss,fold_id,heldout_cluster,partition_role,diagnostic_model,carrier_features_json
C,4,coupling_negative,3,4,persisted,shape,1293,1308,0.0306801444012372,0.2671102816317809,1.071023704991767,-0.3923059441944985,0.1460244648318042,-0.2120531987078724,0.0868575361451548,1,local_mle_delta,16.590280352403685,1.079199999992985,0.0,8.319446981935059,7.191633370475641,0.4,0.4840715808616341,0,0.0434782608695652,1.3399511640376758,0.9308198721799152,0.4221804210677059,-0.1034260835538784,0.2003093580819799,0.811291569992266,0.1494900437105391,0.8715881495871782,259.0,1049.0,1293.0,1293.0,0.5699939962385656,1.1679550581280256,,0.8156838979974881,-0.8109813714739555,0.2239847616637753,,-0.2939179220342054,0.0247486465583913,0.8035576179427688,,0.1716937354988399,0.0434191355026712,0.688003885381253,,0.2104905293831957,32.0,1039.0,,222.0,1293.0,1293.0,,1293.0,0.2438156137020467,1.0854283982358228,-2.036137577258883,0.1182645597465452,0.0247486465583913,0.9752513534416086,0.1015055852355512,0.8984944147644488,32.0,1261.0,1293.0,1293.0,,40242.0,40242.0,40242.0,40242.0,40242.0,40242.0,40242.0,40242.0,40242.0,0.64259,0.35741,0.26909,0.22326,0.3735,0.13415,0.68378,0.07732,0.2389,1.2218519482810548,0.6011307925135114,1.984814496688373,0.5980346717436031,0.6721716480069976,0.6062835314064413,0.9716290297847348,0.8169663036710941,1.1404423081248052,0.2890694844861796,-0.7342491718663222,0.989004177538412,-0.7416989661429709,-0.5730984033882683,-0.7219354601106049,-0.0415225002385525,-0.2916515202222801,0.1895934664781963,22,f78fe2dfa874465a21416a977251280d2c90f419a17f59f56f177f9478e88e65,C|coupling_negative|persisted|3|4,3→4,3.5,coupling_negative,object,confirmation,early,near,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,C,C,0.9404148825261973,0.05958511747380274,0.8808297650523946,0.8808297650523946,True,0.0,-0.8808297650523946,0.0614341367011279,confirmation_leave_object_out::coupling_negative,coupling_negative,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
C,4,coupling_negative,3,4,union,shape,2838,2853,0.0491809150014519,0.2837792721696908,1.5853034719825263,0.0477844922818438,0.1334735366281107,-0.2464371966605632,0.5780009611120979,1,local_mle_delta,16.590280352403685,1.079199999992985,0.0,8.319446981935059,7.191633370475641,0.4,0.4840715808616341,0,0.0434782608695652,0.9098350108822024,0.997345061572628,-0.1363231436010646,-0.0038353600813199,0.1360112755461592,0.8692741367159972,0.1494900437105391,0.8715881495871782,386.0,2467.0,2838.0,2838.0,1.6636436158053138,0.9449157512896764,0.0970583174829888,1.29232679441413,0.7343464137811934,-0.081742390542975,-3.36500433873904,0.3699709346334722,0.0722339675828047,0.6501057082452432,0.0056377730796335,0.2720225510923185,0.0434191355026712,0.688003885381253,0.05808644973288,0.2104905293831957,205.0,1845.0,16.0,772.0,2838.0,2838.0,2838.0,2838.0,0.7671670527462227,1.0263038302573186,-0.3823873321177484,0.0374578942160631,0.0778717406624383,0.9221282593375616,0.1015055852355512,0.8984944147644488,221.0,2617.0,2838.0,2838.0,,55150.0,55150.0,55150.0,55150.0,55150.0,55150.0,55150.0,55150.0,55150.0,0.64259,0.35741,0.26909,0.22326,0.3735,0.13415,0.68378,0.07732,0.2389,1.1002900109138545,0.8196878707505286,1.5687000143166443,0.7489773437974689,0.7628216097976885,0.9373683198498458,1.0408781201235875,0.7415227904424477,0.9666547378071744,0.1378838348080331,-0.2868534449668253,0.6495694891861354,-0.4170060163688326,-0.3905823808803684,-0.0933120578754293,0.0578011485739099,-0.4314370607988738,-0.0489274037338877,23,3a3cbd71cb8afd13063a43a56ce97bd456b813ab5edf544da32dbd2d4b805451,C|coupling_negative|union|3|4,3→4,3.5,coupling_negative,object,confirmation,early,intermediate,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,C,C,0.935538970211312,0.06446102978868797,0.8710779404226241,0.8710779404226241,True,0.0,-0.8710779404226241,0.06663247704175895,confirmation_leave_object_out::coupling_negative,coupling_negative,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
C,9,coupling_positive,6,7,after,shape,5809,6238,-0.5938760826696986,-0.2956079999146801,1.13848253906983,-0.3345786338098898,0.3584802821417121,0.3699818722338414,-1.0001685059584111,1,anisotropy_delta,13.024141472678105,1.588629216078744,0.0,8.393226681809633,3.042285574789727,0.0,2.28918783901417,0,0.1090909090909091,0.8625180102440132,1.039293354902603,-0.2133735128704193,0.0556029323244207,0.1289378550525047,0.9058357720778104,0.1494900437105391,0.8715881495871782,749.0,5262.0,5809.0,5809.0,0.2418506652679268,1.1484720178542562,1.3543783115923795,0.573302824103044,-2.047811588621392,0.1997157063504112,0.4376307758590042,-0.8026307090840106,0.0105009468066792,0.7901532105353761,0.0786710277156137,0.1206748149423308,0.0434191355026712,0.688003885381253,0.05808644973288,0.2104905293831957,61.0,4590.0,457.0,701.0,5809.0,5809.0,5809.0,5809.0,0.8784932801023984,1.0137269753830265,-0.1868968442826516,0.0196691471153419,0.0891719745222929,0.910828025477707,0.1015055852355512,0.8984944147644488,518.0,5291.0,5809.0,5809.0,,28479.0,28479.0,28479.0,28479.0,28479.0,28479.0,28479.0,,28479.0,0.64259,0.35741,0.26909,0.22326,0.3735,0.13415,0.68378,,0.2389,0.45370789818021,1.9821824842784,0.3307925114842293,2.201716299419365,0.542262922023857,1.6168219209522112,1.453061236912802,,0.026897393981935,-1.1401643204363432,0.9870897864628352,-1.5960015198866675,1.1386285834400616,-0.8829355674249382,0.6931607870950683,0.5390955042992001,,-5.216389789112651,40,3e11a45b5e952871177d9f3ed72887923c53e9f836606758a0037870fde87e19,C|coupling_positive|after|6|7,6→7,6.5,coupling_positive,object,confirmation,late,far,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,C,C,0.9799266312904046,0.020073368709595446,0.9598532625808092,0.9598532625808092,True,0.0,-0.9598532625808092,0.020277576150319974,confirmation_leave_object_out::coupling_positive,coupling_positive,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
C,9,coupling_positive,6,7,before,shape,5809,6238,-0.5938760826696986,-0.2956079999146801,1.13848253906983,-0.3345786338098898,0.3584802821417121,0.3699818722338414,-1.0001685059584111,1,anisotropy_delta,13.024141472678105,1.588629216078744,0.0,8.393226681809633,3.042285574789727,0.0,2.28918783901417,0,0.1090909090909091,0.8625180102440132,1.039293354902603,-0.2133735128704193,0.0556029323244207,0.1289378550525047,0.9058357720778104,0.1494900437105391,0.8715881495871782,749.0,5262.0,5809.0,5809.0,0.2418506652679268,1.1484720178542562,1.3543783115923795,0.573302824103044,-2.047811588621392,0.1997157063504112,0.4376307758590042,-0.8026307090840106,0.0105009468066792,0.7901532105353761,0.0786710277156137,0.1206748149423308,0.0434191355026712,0.688003885381253,0.05808644973288,0.2104905293831957,61.0,4590.0,457.0,701.0,5809.0,5809.0,5809.0,5809.0,0.8784932801023984,1.0137269753830265,-0.1868968442826516,0.0196691471153419,0.0891719745222929,0.910828025477707,0.1015055852355512,0.8984944147644488,518.0,5291.0,5809.0,5809.0,,28479.0,28479.0,28479.0,28479.0,28479.0,28479.0,28479.0,,28479.0,0.64259,0.35741,0.26909,0.22326,0.3735,0.13415,0.68378,,0.2389,0.45370789818021,1.9821824842784,0.3307925114842293,2.201716299419365,0.542262922023857,1.6168219209522112,1.453061236912802,,0.026897393981935,-1.1401643204363432,0.9870897864628352,-1.5960015198866675,1.1386285834400616,-0.8829355674249382,0.6931607870950683,0.5390955042992001,,-5.216389789112651,41,232da81a1305143beb073a4280c93e7f06bea7a363cb12c6aec2d4d525e3417b,C|coupling_positive|before|6|7,6→7,6.5,coupling_positive,object,confirmation,late,far,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,C,C,0.9799266312904046,0.020073368709595446,0.9598532625808092,0.9598532625808092,True,0.0,-0.9598532625808092,0.020277576150319974,confirmation_leave_object_out::coupling_positive,coupling_positive,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
C,9,coupling_positive,6,7,persisted,shape,5809,6238,-0.5938760826696986,-0.2956079999146801,1.13848253906983,-0.3345786338098898,0.3584802821417121,0.3699818722338414,-1.0001685059584111,1,anisotropy_delta,13.024141472678105,1.588629216078744,0.0,8.393226681809633,3.042285574789727,0.0,2.28918783901417,0,0.1090909090909091,0.8625180102440132,1.039293354902603,-0.2133735128704193,0.0556029323244207,0.1289378550525047,0.9058357720778104,0.1494900437105391,0.8715881495871782,749.0,5262.0,5809.0,5809.0,0.2418506652679268,1.1484720178542562,1.3543783115923795,0.573302824103044,-2.047811588621392,0.1997157063504112,0.4376307758590042,-0.8026307090840106,0.0105009468066792,0.7901532105353761,0.0786710277156137,0.1206748149423308,0.0434191355026712,0.688003885381253,0.05808644973288,0.2104905293831957,61.0,4590.0,457.0,701.0,5809.0,5809.0,5809.0,5809.0,0.8784932801023984,1.0137269753830265,-0.1868968442826516,0.0196691471153419,0.0891719745222929,0.910828025477707,0.1015055852355512,0.8984944147644488,518.0,5291.0,5809.0,5809.0,,28479.0,28479.0,28479.0,28479.0,28479.0,28479.0,28479.0,,28479.0,0.64259,0.35741,0.26909,0.22326,0.3735,0.13415,0.68378,,0.2389,0.45370789818021,1.9821824842784,0.3307925114842293,2.201716299419365,0.542262922023857,1.6168219209522112,1.453061236912802,,0.026897393981935,-1.1401643204363432,0.9870897864628352,-1.5960015198866675,1.1386285834400616,-0.8829355674249382,0.6931607870950683,0.5390955042992001,,-5.216389789112651,42,2a4df2dad99c056636cfbebfe56ccf95a5d9fad72ba22bb98be1069f08df3c18,C|coupling_positive|persisted|6|7,6→7,6.5,coupling_positive,object,confirmation,late,far,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,C,C,0.9799266312904046,0.020073368709595446,0.9598532625808092,0.9598532625808092,True,0.0,-0.9598532625808092,0.020277576150319974,confirmation_leave_object_out::coupling_positive,coupling_positive,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
C,9,coupling_positive,6,7,union,shape,5809,6238,-0.5938760826696986,-0.2956079999146801,1.13848253906983,-0.3345786338098898,0.3584802821417121,0.3699818722338414,-1.0001685059584111,1,anisotropy_delta,13.024141472678105,1.588629216078744,0.0,8.393226681809633,3.042285574789727,0.0,2.28918783901417,0,0.1090909090909091,0.8625180102440132,1.039293354902603,-0.2133735128704193,0.0556029323244207,0.1289378550525047,0.9058357720778104,0.1494900437105391,0.8715881495871782,749.0,5262.0,5809.0,5809.0,0.2418506652679268,1.1484720178542562,1.3543783115923795,0.573302824103044,-2.047811588621392,0.1997157063504112,0.4376307758590042,-0.8026307090840106,0.0105009468066792,0.7901532105353761,0.0786710277156137,0.1206748149423308,0.0434191355026712,0.688003885381253,0.05808644973288,0.2104905293831957,61.0,4590.0,457.0,701.0,5809.0,5809.0,5809.0,5809.0,0.8784932801023984,1.0137269753830265,-0.1868968442826516,0.0196691471153419,0.0891719745222929,0.910828025477707,0.1015055852355512,0.8984944147644488,518.0,5291.0,5809.0,5809.0,,28479.0,28479.0,28479.0,28479.0,28479.0,28479.0,28479.0,,28479.0,0.64259,0.35741,0.26909,0.22326,0.3735,0.13415,0.68378,,0.2389,0.45370789818021,1.9821824842784,0.3307925114842293,2.201716299419365,0.542262922023857,1.6168219209522112,1.453061236912802,,0.026897393981935,-1.1401643204363432,0.9870897864628352,-1.5960015198866675,1.1386285834400616,-0.8829355674249382,0.6931607870950683,0.5390955042992001,,-5.216389789112651,43,75f18798fd7572e729e36669ef56facd68638dfe7da5af1f320a82802e822f28,C|coupling_positive|union|6|7,6→7,6.5,coupling_positive,object,confirmation,late,far,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,C,C,0.9799266312904046,0.020073368709595446,0.9598532625808092,0.9598532625808092,True,0.0,-0.9598532625808092,0.020277576150319974,confirmation_leave_object_out::coupling_positive,coupling_positive,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
Cp2,9,coupling_positive,3,4,after,shape,3294,3338,0.4566290698002759,0.0190284570216404,1.999708434732585,0.08617321361605,0.0370281605751947,-0.0155072314066997,0.1207089020443902,1,anisotropy_delta,12.151167958327497,1.836004146902244,0.3229999999945873,6.648405039829897,3.343758771600767,0.4,0.6651257126392391,0,0.1666666666666666,0.8112848732156563,1.0212687273488554,-0.3017195059556176,0.0303625337987222,0.083485124468731,0.9171220400728596,0.1029048207663782,0.8980222496909765,275.0,3021.0,3294.0,3294.0,0.9586246743835324,0.9860410523884704,1.2312649261283142,1.0035424692890584,-0.0609620204086577,-0.0202803825191149,0.3001412138853793,0.0051016719434173,0.0367334547662416,0.6973284760170007,0.0570734669095324,0.2088646023072252,0.03831891223733,0.7072002472187886,0.0463535228677379,0.2081273176761434,121.0,2297.0,188.0,688.0,3294.0,3294.0,3294.0,3294.0,1.1078802866525732,0.9900205271631312,0.1478019976474704,-0.0144696564330576,0.0938069216757741,0.906193078324226,0.0846724351050679,0.915327564894932,309.0,2985.0,3294.0,3294.0,,34754.0,34754.0,34754.0,34754.0,34754.0,34754.0,34754.0,34754.0,34754.0,0.70629,0.29371,0.32068,0.20631,0.38561,0.0874,0.76769,0.0571,0.17521,0.891291498106999,1.2614133934828744,0.963847835316785,1.3521433530629958,0.8309523828938621,1.047242936250462,1.0063230829850935,1.749600166947329,0.72800446827805,-0.1660307505725128,0.3350411567061731,-0.0531226917517632,0.4352481130039548,-0.2671622880839452,0.0665961531284232,0.0090935609991013,0.8070252631618325,-0.4579807895949241,97,510d38d95e1b3fff5bcb2f903fa61d8803744bdf14ac8698ad838af1dfe9b08f,Cp2|coupling_positive|after|3|4,3→4,3.5,coupling_positive,object,confirmation,early,far,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,Cp2,Cp2,0.9657231293491949,0.03427687065080509,0.9314462586983898,0.9314462586983898,True,0.0,-0.9314462586983898,0.03487810143225817,confirmation_leave_object_out::coupling_positive,coupling_positive,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
Cp2,9,coupling_positive,3,4,before,shape,3734,3776,0.4515367620935105,0.0058324437885214,1.92993689926497,0.0014272568697562,0.0362817796610169,-0.0220665941828759,0.0293262948411537,1,anisotropy_delta,12.151167958327497,1.836004146902244,0.3229999999945873,6.648405039829897,3.343758771600767,0.4,0.6651257126392391,0,0.1666666666666666,0.7365061901751778,1.0297579836851962,-0.4412304440356043,0.0423053114243208,0.0757900374933047,0.9247455811462238,0.1029048207663782,0.8980222496909765,283.0,3453.0,3734.0,3734.0,0.9365205522055394,0.9989829448118542,1.1381753258346723,0.9843692404593676,-0.094617439725327,-0.0014680471453413,0.1867228091642711,-0.0227285176785135,0.0358864488484199,0.7064809855382967,0.0527584359935725,0.2048741296197107,0.03831891223733,0.7072002472187886,0.0463535228677379,0.2081273176761434,134.0,2638.0,197.0,765.0,3734.0,3734.0,3734.0,3734.0,1.0469155012725828,0.9956600785453452,0.0661450040504663,-0.0062748091200637,0.0886448848419925,0.9113551151580076,0.0846724351050679,0.915327564894932,331.0,3403.0,3734.0,3734.0,,39407.0,39407.0,39407.0,39407.0,39407.0,39407.0,39407.0,39407.0,39407.0,0.70629,0.29371,0.32068,0.20631,0.38561,0.0874,0.76769,0.0571,0.17521,0.8962097546553358,1.2495863688071127,1.1229689577919488,1.361982874957256,0.7076328472546369,0.9842714582243582,1.0095741347646203,0.7301768863378688,1.0459844316527045,-0.1580916655206516,0.3214506209483248,0.1673180479013344,0.4457085635789699,-0.4989270775642709,-0.0228718347848828,0.0137468541381522,-0.4536820937290081,0.0648613787902619,98,40a5c2769dbf080c1162938081f9c213d2c69f77058c30b3f00dd121da33d4fe,Cp2|coupling_positive|before|3|4,3→4,3.5,coupling_positive,object,confirmation,early,far,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,Cp2,Cp2,0.9655406505069701,0.03445934949302987,0.9310813010139403,0.9310813010139403,True,0.0,-0.9310813010139403,0.03506707493724608,confirmation_leave_object_out::coupling_positive,coupling_positive,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
Cp2,9,coupling_positive,3,4,entered,shape,346,348,0.4533683924302468,0.0105788612388345,2.263087065934811,0.4060783717606925,0.0229885057471264,-0.1388908650450863,0.5555480980446135,1,anisotropy_delta,12.151167958327497,1.836004146902244,0.3229999999945873,6.648405039829897,3.343758771600767,0.4,0.6651257126392391,0,0.1666666666666666,1.3762085785207174,0.9558577231082592,0.4606991418371992,-0.0651322020388224,0.1416184971098266,0.8583815028901735,0.1029048207663782,0.8980222496909765,49.0,297.0,346.0,346.0,0.8296662315867984,1.0135219955015085,1.2470134874759151,0.9303998180499587,-0.269397026956325,0.0193773985794663,0.3184770691847345,-0.104077280211278,0.0317919075144508,0.7167630057803468,0.0578034682080924,0.1936416184971098,0.03831891223733,0.7072002472187886,0.0463535228677379,0.2081273176761434,11.0,248.0,20.0,67.0,346.0,346.0,346.0,346.0,1.0581410067085777,0.9946216624449188,0.0815318922196014,-0.007780242108316,0.0895953757225433,0.9104046242774566,0.0846724351050679,0.915327564894932,31.0,315.0,346.0,346.0,,6167.0,6167.0,6167.0,6167.0,6167.0,6167.0,6167.0,6167.0,6167.0,0.70629,0.29371,0.32068,0.20631,0.38561,0.0874,0.76769,0.0571,0.17521,1.2771798385111874,0.3334603924153857,0.4136256668285145,0.1304709607907453,1.9953265457388727,0.812622287585522,0.6250073624232739,6.349824797544925,0.8995668169259015,0.3529616838990777,-1.584412682976449,-1.2736023824967633,-2.9381993561664905,0.9966248704415795,-0.2993431613427249,-0.6780549104399528,2.66671678602674,-0.1526976506879916,99,ba9f06fdfc5881cbb80b2decc986207519d6ceb3a022c17e57d675f3a7821581,Cp2|coupling_positive|entered|3|4,3→4,3.5,coupling_positive,object,confirmation,early,near,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,Cp2,Cp2,0.9621295292965413,0.037870470703458725,0.9242590585930825,0.9242590585930825,True,0.0,-0.9242590585930825,0.038606191541967365,confirmation_leave_object_out::coupling_positive,coupling_positive,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
Cp2,9,coupling_positive,3,4,exited,shape,786,786,0.4307216020833344,-0.0481071731318878,1.78113139367999,-0.1793150022105022,0.0272264631043256,-0.1016467458456314,-0.1257754294967586,1,anisotropy_delta,12.151167958327497,1.836004146902244,0.3229999999945873,6.648405039829897,3.343758771600767,0.4,0.6651257126392391,0,0.1666666666666666,0.7047199871627352,1.032803938153754,-0.5048779627351495,0.0465664068654668,0.0725190839694656,0.9274809160305344,0.1029048207663782,0.8980222496909765,57.0,729.0,786.0,786.0,0.7968480669785767,1.0596204832103877,0.7959626802374894,0.8802597800030602,-0.327623419494348,0.0835476374011702,-0.3292273051969376,-0.1839987438486198,0.0305343511450381,0.7493638676844784,0.0368956743002544,0.183206106870229,0.03831891223733,0.7072002472187886,0.0463535228677379,0.2081273176761434,24.0,589.0,29.0,144.0,786.0,786.0,786.0,786.0,0.7963633662079085,1.018837419871382,-0.3285012382259564,0.0269238530163352,0.0674300254452926,0.9325699745547074,0.0846724351050679,0.915327564894932,53.0,733.0,786.0,786.0,,10820.0,10820.0,10820.0,10820.0,10820.0,10820.0,10820.0,10820.0,10820.0,0.70629,0.29371,0.32068,0.20631,0.38561,0.0874,0.76769,0.0571,0.17521,1.1291461312930378,0.6894398519874088,1.2297689037374524,0.6916713009506252,1.0454664791351034,0.6841724579795416,0.8008277178068204,0.6587657933723179,1.9838881485753057,0.1752322082106041,-0.5365034010496996,0.298387232024125,-0.5318414979904665,0.0641468054383552,-0.5475680666872175,-0.3204361860832717,-0.6021624502844001,0.9883306890094976,100,63020ab37811d7bd94a5c5729ff4666f722d2a75cbd9a1974a07f7c68528697c,Cp2|coupling_positive|exited|3|4,3→4,3.5,coupling_positive,object,confirmation,early,far,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,Cp2,Cp2,0.963250826028174,0.03674917397182598,0.926501652056348,0.926501652056348,True,0.0,-0.926501652056348,0.03744143793336311,confirmation_leave_object_out::coupling_positive,coupling_positive,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
Cp2,9,coupling_positive,3,4,persisted,shape,2948,2990,0.4570085733871555,0.0200118882364953,1.9690543331746,0.0489401049089143,0.0386622073578595,-0.0011468620066466,0.0700988551520563,1,anisotropy_delta,12.151167958327497,1.836004146902244,0.3229999999945873,6.648405039829897,3.343758771600767,0.4,0.6651257126392391,0,0.1666666666666666,0.7449810733392822,1.028945866923905,-0.4247243213211667,0.0411670837141377,0.0766621438263229,0.9240162822252376,0.1029048207663782,0.8980222496909765,226.0,2724.0,2948.0,2948.0,0.9737602311025516,0.9828156771112954,1.229416553595658,1.012127054543037,-0.0383615135273077,-0.0250072242545072,0.2979738156177873,0.0173904060930861,0.0373134328358208,0.6950474898236092,0.0569877883310719,0.2106512890094979,0.03831891223733,0.7072002472187886,0.0463535228677379,0.2081273176761434,110.0,2049.0,168.0,621.0,2948.0,2948.0,2948.0,2948.0,1.1137180718834494,0.9894805024658796,0.1553840730978886,-0.0152568153790234,0.0943012211668928,0.9056987788331072,0.0846724351050679,0.915327564894932,278.0,2670.0,2948.0,2948.0,,28587.0,28587.0,28587.0,28587.0,28587.0,28587.0,28587.0,28587.0,28587.0,0.70629,0.29371,0.32068,0.20631,0.38561,0.0874,0.76769,0.0571,0.17521,0.8080447987236209,1.4615983082197548,1.0825458488567563,1.6156915967801735,0.579764938871573,1.0978570454720202,1.0885833428481342,0.7572055366295138,0.6909937639680035,-0.3074928153926954,0.5475468691800235,0.1144281284337212,0.6921518427332816,-0.7864600054413434,0.1346902098858754,0.122451865690795,-0.4012431349284399,-0.5332554041458831,101,d2bdbedd90b14cd36d34b15478b3002758b3fa4b1b88fe05dd495f8a24244868,Cp2|coupling_positive|persisted|3|4,3→4,3.5,coupling_positive,object,confirmation,early,far,0.0,0.0,C_vs_Cp2__path_shares_only,C_vs_Cp2,path_shares_only,Cp2,Cp2,0.9661193807411567,0.033880619258843336,0.9322387614823133,0.9322387614823133,True,0.0,-0.9322387614823133,0.0344678698575318,confirmation_leave_object_out::coupling_positive,coupling_positive,confirmation,logreg_balanced_scaled_median_imputed,"[""bounded_share_mean"", ""bounded_share_z"", ""proj__outcome_group__nonrecovering__global_share"", ""proj__outcome_group__recovering__global_share""]"
