script_version,overall_status,obs084a_freeze_manifest_id,obs084b_candidate_manifest_id,confirmation_manifest_id,sealed_candidates,evaluated_candidates,fl3_direct_witnesses,capped_fl2_reproductions,confirmation_observation_loss_rows,confirmation_unique_observations,confirmation_partition_opened_once,current_repo_commit
1.0.0,confirmation_completed_no_fl3_with_capped_reproductions,c360f3b4cd5d65067c8b1cca45800524b6ee5cf7ad31ed43aaedcdb0fcd0566d,0d58d3abd25677683bb29b25c5b4e1fc2fdd1fab83866893c2151a80b97fd4f5,bb573a6565be03648d5eab191a768ba1c95e13ab4ead6a55939f252d42dd57cf,13,13,0,1,1404,78,True,2647b494eb688388bdad9b88d8dd32c8a5e95f69
