failure_predicate,partition,simulator_id,delta,control_response_lambda,gate_name,replicates,pass_count,pass_probability,failure_probability
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.0,target_contrast_positive_pass,6000,6000,1.0,0.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.0,minimum_effect_pass,6000,6000,1.0,0.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.0,cluster_uncertainty_pass,6000,1997,0.3328333333333333,0.6671666666666667
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.0,raw_statistical_threshold_pass,6000,0,0.0,1.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.0,multiplicity_adjusted_threshold_pass,6000,0,0.0,1.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.0,control_adjusted_contrast_pass,6000,6000,1.0,0.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.0,control_specificity_pass,6000,6000,1.0,0.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.25,support_available_pass,6000,6000,1.0,0.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.25,complement_admissible_pass,6000,6000,1.0,0.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.25,effect_direction_reproduced_pass,6000,6000,1.0,0.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.25,target_contrast_positive_pass,6000,6000,1.0,0.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.25,minimum_effect_pass,6000,6000,1.0,0.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.25,cluster_uncertainty_pass,6000,1992,0.332,0.6679999999999999
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.25,raw_statistical_threshold_pass,6000,0,0.0,1.0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1.5,0.25,multiplicity_adjusted_threshold_pass,6000,0,0.0,1.0
