overall_status,script_version,code_commit,canonical_sources_present,canonical_source_roles,registry_records,c2_records,c2_sources_resolved_or_candidate,all_carriers_resolved,value_overlap_key_bridges,three_way_balance_candidate_rows,support_families_available,forbidden_predictive_fields,claim_scope
lineage_bridge_partially_ready_with_manual_resolution_required,1.0.0,2647b494eb688388bdad9b88d8dd32c8a5e95f69,12,12,24,12,12,True,15,0,10,60,semantic_lineage_feasibility_only
