paired_design_id,address_id,record_id,support_id,relation,carrier,entitlement_status,delta,control_response_lambda,reliability_target,scenario_axis_semantics,probability_semantics,discovery_partition_design_id,confirmation_partition_design_id,discovery_minimum_nominal_k,confirmation_minimum_nominal_k,minimum_total_nominal_objects,maximum_partition_nominal_k,partition_allocation_imbalance,discovery_robust_probability_at_selected_k,confirmation_robust_probability_at_selected_k,paired_robust_probability_at_selected_allocations,discovery_robust_final_tested_probability,confirmation_robust_final_tested_probability,paired_robust_final_tested_probability,partition_final_probability_gap,maximum_simulator_probability_spread_across_partitions,discovery_selected_support_efficiency_min,confirmation_selected_support_efficiency_min,paired_selected_support_efficiency_min,discovery_selected_mean_effective_clusters_min,confirmation_selected_mean_effective_clusters_min,paired_selected_mean_effective_clusters_min,discovery_design_class,confirmation_design_class,material_nonmonotone_any_partition,paired_design_class,paired_design_action,sealed_candidate_eligible,partition_separation_required,pooled_evaluation_prohibited,posthoc_object_migration_prohibited,confirmation_protocol_sealed_before_confirmation_access,simulator_stress_test_not_observed_evidence,extrapolation_beyond_tested_k_prohibited,required_next_action,numeric_extrapolation_performed,claim_entitlement_change_permitted
PP-ad9c9bfb61ee734640eab98e,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,0.75,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-3ddbd5dc4cd93bb96eb522e3,PD-7977f5df99b6676e3d57c15b,,,,,,,,,0.0,0.265,0.0,0.265,0.05199999999999999,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-e4dfc3dd5c9122a1c2a7d288,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,0.75,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b1c093ccf880dac8154c879d,PD-0cbec69f6633fd7dd2f7c0c1,,,,,,,,,0.0,0.301,0.0,0.301,0.020000000000000018,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-8adc9b4b99fc13fa0861d15b,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,0.75,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-5f4e01954d1f931324fda48e,PD-e551c42dd62fe7ea903e33dc,,,,,,,,,0.0,0.084,0.0,0.084,0.012999999999999998,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-47b5ba614787189306381a6e,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,1.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-09d17edc1bf642c0f9006c0a,PD-a50b90100af275a1d94aab1e,,,,,,,,,0.0,0.327,0.0,0.327,0.017999999999999988,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-f7b76981320de3b9a80e418c,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,1.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-8c71b485e4cbdc4a8046efc3,PD-d7b7ab25d50f71ed8350e34d,,,,,,,,,0.0,0.316,0.0,0.316,0.015000000000000013,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d52ed3527293d56bbf564c17,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,1.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-013ab8a34767490ef48fe5d4,PD-7e93230f8691a2392ee33186,,,,,,,,,0.0,0.316,0.0,0.316,0.02400000000000002,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-7fa2fdc36dffc198122d1bcd,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,1.0,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-4819dd15df57b6e8d110d1dc,PD-458e79a6d25ddbbfcb1c8b08,,,,,,,,,0.0,0.088,0.0,0.088,0.012000000000000004,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-651a54dffd0cea11ec8b5a0d,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,1.5,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-ded1292dee62c4a04a4da5c8,PD-39c6e2b4d5037c74bfed84d4,,,,,,,,,0.0,0.353,0.0,0.353,0.015000000000000013,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-0df15fa993c3f7005352d94c,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,1.5,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-1e6a58d0106a1d40f0405dc3,PD-9a799e1c3e57880df8af27cd,,,,,,,,,0.0,0.329,0.0,0.329,0.017,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-0c8b37b5e021139764bd8b5a,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,1.5,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-2fe21797478d2a6cd976c3a0,PD-3ad87eb6ea70cacab314fdce,,,,,,,,,0.0,0.344,0.0,0.344,0.010000000000000009,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-17fac87aadaf1b01b1a8891d,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,1.5,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e862f8dd0e467e30073a5eae,PD-8c714ff47a1fb7e68aba1cb9,,,,,,,,,0.0,0.068,0.0,0.068,0.022999999999999993,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-46a560c6ce6456aa99346a21,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,2.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-805ab165f3830c3c3ef886b9,PD-7ad16d64d68e2fab02e585eb,,,,,,,,,0.0,0.344,0.0,0.344,0.009,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-f8335c215d55506bbcafa4aa,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,2.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-05ba70c10daa1f5f8c65cf30,PD-0659558c322feac82990eea9,,,,,,,,,0.0,0.356,0.0,0.356,0.016,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-a17157b7374403c1cff96cea,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,2.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e1c795bdbf679f6ba501f7fa,PD-fa2b6a36db76238643132368,,,,,,,,,0.0,0.34,0.0,0.34,0.021999999999999992,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-2f3fccdc697f9120f15e1c6f,bfa569fbae807b7f50c3389f,C_vs_Cp2__stability_core_3,c683c10822cc59ae7587,C_vs_Cp2,stability_core_3,fl3_entitled,2.0,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-6d7d1f81c199d7d89e7621f9,PD-97d1010cc3b884711aa3c5f8,,,,,,,,,0.0,0.08,0.0,0.08,0.0049999999999999975,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-e07b1a894f36de6f90cbea19,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-222844802fdf25d20d333beb,PD-b620b1b9debc8840d4494c5a,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d77d8bead75852281fd72d92,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.25,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-aec50a4bc50248f29a38931e,PD-0da47d6c80770bc318b73800,,,,,,,,,0.0,0.254,0.0,0.254,0.016000000000000014,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-59d10896f318c8d3686f9aa4,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.25,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-126611e0b15cec066ba0be6d,PD-2fc9e3ac27410b1785000d29,,,,,,,,,0.0,0.244,0.0,0.244,0.016000000000000014,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-2b57e4a813af13282b07ff74,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.25,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-4442e56d37fdacc9c22a1acb,PD-999effbc425291234d51c351,,,,,,,,,0.0,0.215,0.0,0.215,0.016,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-060bb64b3d327669df43427d,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.25,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-403b58fb1c7b71e03ced6536,PD-8a20dd5c3bf3b557c42c73e6,,,,,,,,,0.0,0.035,0.0,0.035,0.012999999999999998,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ce326d8de17b3afaa9f9b225,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.5,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-34c56028f24688e19d9a41ea,PD-37e474ac623958e4f52c5087,,,,,,,,,0.0,0.303,0.0,0.303,0.03400000000000003,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-03a803cf5be0c6a1380f04d2,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.5,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d37cc38fb170e9a6b6d883ae,PD-1de8e1c120faaecf0439be06,,,,,,,,,0.0,0.323,0.0,0.323,0.02300000000000002,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-1e2ded3879d92d213e5b0f31,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.5,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-f6570c66a168e714df8a0bb5,PD-1d0dc301380955059f6650f8,,,,,,,,,0.0,0.324,0.0,0.324,0.019000000000000003,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-244f57d4b2ce0ba0c1ef3d73,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.5,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9330474a5fd19c591304fd49,PD-50342809303cfac1ac256ba1,,,,,,,,,0.0,0.059,0.0,0.059,0.006999999999999999,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d529530956d76c3269dcec47,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.75,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-2ce06aa2be9a5a4006ab5644,PD-9c812d9f34872fefcd84a499,,,,,,,,,0.0,0.3,0.0,0.3,0.04999999999999999,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-cbe5746d5dcf2e3808ca2772,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.75,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-f30c869bb491dbbd5fb94af6,PD-9e6bef575273cad5067aa2fc,,,,,,,,,0.0,0.345,0.0,0.345,0.006000000000000005,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-5fadcbc5ad30781ac1bd6c55,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.75,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-1f8b34d8fffbc3805a1dae70,PD-4277402cc959a6970095f92a,,,,,,,,,0.0,0.336,0.0,0.336,0.01899999999999996,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-82c238474cbf8d21ee6b9aab,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,0.75,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-28c0049b217e2babe030f5d3,PD-93951a891d895512ae84b9c4,,,,,,,,,0.0,0.056,0.0,0.056,0.006,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-16d3542092fc20ccbd8bebea,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-52d62ec7c9130351c490bdea,PD-57e40bae617c2da482f26988,,,,,,,,,0.0,0.351,0.0,0.351,0.015000000000000013,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-38dadcff5c595d9295e92633,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-c25e8631ce5e5b7d5bc3c2b5,PD-e1d476d47f54deb8652ce55c,,,,,,,,,0.0,0.347,0.0,0.347,0.01200000000000001,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-a8f387d4cd91b31bce65c705,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-87e2162cc564f2e4342e0cde,PD-76c93d76492287f4fc1fcad1,,,,,,,,,0.0,0.365,0.0,0.365,0.008000000000000007,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-18927d2f3647e92a81f90547,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.0,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-615a4b081a99391563d24b98,PD-ac87f9d65ac3ee05b9fa4c72,,,,,,,,,0.0,0.054,0.0,0.054,0.016999999999999994,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-9b4adf10c1cb05e54a49bc09,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.5,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-c3b6337ac339a6f03bcf8783,PD-e3afa71e417e4e79a172c679,,,,,,,,,0.0,0.35,0.0,0.35,0.007000000000000006,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d20ced304afb33a4cc6b2c53,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.5,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-7da9ceaca7b704ef30f3befc,PD-ee1c821c35fb332eb9cd36b2,,,,,,,,,0.0,0.356,0.0,0.356,0.013000000000000012,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-74696db765e22a3216735bcb,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.5,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b28be0d8b3e145e9cc58a7a3,PD-55db14d34afe93a890b58ee3,,,,,,,,,0.0,0.332,0.0,0.332,0.009,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-736aae1b8e7cb9c71912936e,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,1.5,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0d9bfbb43095bdd160aeafe1,PD-275cee57372f614cd9194567,,,,,,,,,0.0,0.077,0.0,0.077,0.006999999999999999,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-0903dcb03a7ed6be4cbaea72,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,2.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-c5719af0aa9bb043f8348911,PD-ca52a5a91c3b3f93b9b7754f,,,,,,,,,0.0,0.346,0.0,0.346,0.020000000000000018,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-97a67c5415df8f36498c82ff,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,2.0,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-522ac5d4365a61d53e7f32d0,PD-aa85e10cb38613ec071ebfde,,,,,,,,,0.0,0.329,0.0,0.329,0.013000000000000012,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-3ac109b080374fd88d13aecf,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,2.0,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-5ae761f535104fd87a4713c6,PD-609bf58702c32a1565f26818,,,,,,,,,0.0,0.317,0.0,0.317,0.026999999999999996,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ea446219045c4bc2643fb21f,d10b3aec4edc47fefb2bd92f,C_vs_Cp3__geometry_scores_only,8eb760d133ac749e3327,C_vs_Cp3,geometry_scores_only,fl3_entitlement_capped,2.0,1.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-32d01a47e8eb806476db2cee,PD-22192ad753b0157d9f03f804,,,,,,,,,0.0,0.05,0.0,0.05,0.002999999999999999,,,,,,,empirically_never_passable,robust_passage_below_target,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-0e84e19fc120746c26ad319d,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.0,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-497e1ef26500a050df5e3cc6,PD-e2fde977f83c4adf3cfec566,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-d0c4dcafe59f3f6b7ebc6156,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.0,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0bd1201610cbb3ddcb593752,PD-07ec15c9da0a88e06dae7b04,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
