paired_design_id,address_id,record_id,support_id,relation,carrier,entitlement_status,delta,control_response_lambda,reliability_target,scenario_axis_semantics,probability_semantics,discovery_partition_design_id,confirmation_partition_design_id,discovery_minimum_nominal_k,confirmation_minimum_nominal_k,minimum_total_nominal_objects,maximum_partition_nominal_k,partition_allocation_imbalance,discovery_robust_probability_at_selected_k,confirmation_robust_probability_at_selected_k,paired_robust_probability_at_selected_allocations,discovery_robust_final_tested_probability,confirmation_robust_final_tested_probability,paired_robust_final_tested_probability,partition_final_probability_gap,maximum_simulator_probability_spread_across_partitions,discovery_selected_support_efficiency_min,confirmation_selected_support_efficiency_min,paired_selected_support_efficiency_min,discovery_selected_mean_effective_clusters_min,confirmation_selected_mean_effective_clusters_min,paired_selected_mean_effective_clusters_min,discovery_design_class,confirmation_design_class,material_nonmonotone_any_partition,paired_design_class,paired_design_action,sealed_candidate_eligible,partition_separation_required,pooled_evaluation_prohibited,posthoc_object_migration_prohibited,confirmation_protocol_sealed_before_confirmation_access,simulator_stress_test_not_observed_evidence,extrapolation_beyond_tested_k_prohibited,required_next_action,numeric_extrapolation_performed,claim_entitlement_change_permitted
PP-690ed6e13199c1ad108d8586,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.25,0.0,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-a2e3d1085cb9bb80909ea296,PD-e80662d592287edcda8306ea,10.0,,,,,0.804,,,0.886,0.659,0.659,0.22699999999999998,0.03200000000000003,0.7473,,,7.473,,,robust_target_reached,robust_passage_below_target,False,partition_discordant_target_reach,no_go_partition_discordance,False,True,True,True,True,True,True,do not pool partitions; investigate acquisition or partition sensitivity before proposing a new design,False,False
PP-8814e6e850dcc857da08744f,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.25,0.25,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-f90952f124f9387d5d7ec13d,PD-0bd45a388956c8a2f486a8ad,12.0,,,,,0.859,,,0.859,0.665,0.665,0.19399999999999995,0.023999999999999966,0.74975,,,8.997,,,robust_target_reached,robust_passage_below_target,False,partition_discordant_target_reach,no_go_partition_discordance,False,True,True,True,True,True,True,do not pool partitions; investigate acquisition or partition sensitivity before proposing a new design,False,False
PP-0f860b869ff6185a91a5d2d4,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.5,0.8,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-5dd5857ecad5b8227cd74762,PD-152110deae6c0b6f151ca709,10.0,,,,,0.865,,,0.902,0.761,0.761,0.14100000000000001,0.026000000000000023,0.7476,,,7.476,,,robust_target_reached,robust_passage_below_target,False,partition_discordant_target_reach,no_go_partition_discordance,False,True,True,True,True,True,True,do not pool partitions; investigate acquisition or partition sensitivity before proposing a new design,False,False
PP-9641b9956900a9d2eb9aef71,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.0,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-12b291b33809fa48c1a500cb,PD-25132f57dc5849a6ee19a980,10.0,,,,,0.973,,,0.994,0.895,0.895,0.09899999999999998,0.04099999999999998,0.7487,,,7.487,,,robust_target_reached,robust_passage_below_target,False,partition_discordant_target_reach,no_go_partition_discordance,False,True,True,True,True,True,True,do not pool partitions; investigate acquisition or partition sensitivity before proposing a new design,False,False
PP-a1431958c59230c4312aa62a,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.25,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-5ea4dfd4e52004046c15df5e,PD-2ffc84aa652db3792cb99fb4,10.0,,,,,0.956,,,0.987,0.88,0.88,0.10699999999999998,0.03699999999999992,0.7421,,,7.421,,,robust_target_reached,simulator_discordant_target_reach,False,partition_discordant_target_reach,no_go_partition_discordance,False,True,True,True,True,True,True,do not pool partitions; investigate acquisition or partition sensitivity before proposing a new design,False,False
PP-a0d3046ed488fc8180ce1013,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.5,0.5,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-5c070ffc4360238062af662a,PD-cc6728aa25294b5ee1633831,12.0,,,,,0.902,,,0.902,0.761,0.761,0.14100000000000001,0.026000000000000023,0.7493333333333334,,,8.992,,,robust_target_reached,robust_passage_below_target,False,partition_discordant_target_reach,no_go_partition_discordance,False,True,True,True,True,True,True,do not pool partitions; investigate acquisition or partition sensitivity before proposing a new design,False,False
PP-e9dacb841a35a58cee7bbbdb,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.75,0.5,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-392d0ef354087d36f9dd35c5,PD-67ad417a89ab67be756ccd8e,10.0,,,,,0.928,,,0.949,0.85,0.85,0.09899999999999998,0.03600000000000003,0.7482,,,7.482,,,robust_target_reached,robust_passage_below_target,False,partition_discordant_target_reach,no_go_partition_discordance,False,True,True,True,True,True,True,do not pool partitions; investigate acquisition or partition sensitivity before proposing a new design,False,False
PP-5c50a3dfe493a15ad001ffec,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,1.0,0.5,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d4b3cfd1003ff6f0f54e0cd8,PD-8db043f9178de9a4f61f7e83,8.0,,,,,0.915,,,0.977,0.892,0.892,0.08499999999999996,0.025000000000000022,0.7435,,,5.948,,,robust_target_reached,simulator_discordant_target_reach,False,partition_discordant_target_reach,no_go_partition_discordance,False,True,True,True,True,True,True,do not pool partitions; investigate acquisition or partition sensitivity before proposing a new design,False,False
PP-6b42a13adcaafcfc7abefcf3,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.5,0.25,0.9,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-1c9f345875aa7185df77e0d8,PD-200a5c94ae050aa4f299d643,12.0,,,,,0.92,,,0.92,0.898,0.898,0.02200000000000002,0.03700000000000003,0.7451666666666666,,,8.942,,,robust_target_reached,simulator_discordant_target_reach,False,partition_discordant_target_reach,no_go_partition_discordance,False,True,True,True,True,True,True,do not pool partitions; investigate acquisition or partition sensitivity before proposing a new design,False,False
PP-a98097d0ea5f891f87230000,fe17c18b39eb86c6e9f982bd,C_vs_Cp3__path_shares_only,28ecf7e42b861405b6b3,C_vs_Cp3,path_shares_only,fl3_entitled,0.25,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-477434393c2ea350d372104f,PD-b2d3d16bc2bb33aa6c70968a,,,,,,,,,0.49,0.486,0.486,0.0040000000000000036,0.035,,,,,,,simulator_discordant_target_reach,robust_passage_below_target,False,simulator_discordance_in_at_least_one_partition,no_go_simulator_discordance,False,True,True,True,True,True,True,do not seal; simulator-robust target reach is absent,False,False
PP-8d55fc5ebde6c8e0721bd0cf,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,0.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-a01b8eca163cb710ef4dad02,PD-5c5d2b416c8c938172b3bd2c,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-7dfa9c2dc8a4d350156698cf,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-150db37e6a7ffac62f6a10d6,PD-3f168b777c92a286b6db3492,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-2021a00e492e4443dc30bd9c,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-2f68a0c13ad00457a701932a,PD-af1287857a899fe18dcc5185,,,,,,,,,0.125,0.0,0.0,0.125,0.02099999999999999,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-516851b0a26ed710966bf794,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-b0f02931e42b2d3ef1c8b9fa,PD-23d779eb8b7af9d9403fd49d,,,,,,,,,0.125,0.0,0.0,0.125,0.008000000000000007,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ea750d5877db1a5b9fea9644,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e319039f7bf4da8248754323,PD-7a35c1434695d476db27572f,,,,,,,,,0.112,0.0,0.0,0.112,0.010999999999999996,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-f051174593d9617d53d52d7e,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.25,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-34eccc4669260f6aa8e5abd8,PD-4131438b7cc66fffb37c9c97,,,,,,,,,0.045,0.0,0.0,0.045,0.010000000000000002,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-eb029c11e3a32c2907794f6b,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-4b59ac4fd69d4c7315f3cd59,PD-bda51624c1dd1615ee88142a,,,,,,,,,0.275,0.0,0.0,0.275,0.022999999999999993,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-c0b2106f6d932bbe13badec5,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d8c05cf8d89e5cb4057f6731,PD-35fc5ac7d872548a144ba4f6,,,,,,,,,0.27,0.0,0.0,0.27,0.008000000000000007,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-3f080bdc00be24b0c2e58aa1,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-14cb8a3175588e7dcd7bfa5d,PD-e27887bfad394c182c5d9cf5,,,,,,,,,0.254,0.0,0.0,0.254,0.021999999999999992,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-b9a023c1c68932b1e248451d,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.5,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d736bc9e50fb6c8611be6f89,PD-db648fcf8d935b70e8a8acae,,,,,,,,,0.094,0.0,0.0,0.094,0.007999999999999993,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-dc42a987186fb1d13856368c,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-fda37774d092cd5b3412d43e,PD-4a4409e4dbba1b6a1956d783,,,,,,,,,0.322,0.0,0.0,0.322,0.017,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-7f463517736497fcfeb53d76,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-c502361f6fa1e33adf5a6780,PD-46d8f8b520f2fa9408757d15,,,,,,,,,0.316,0.0,0.0,0.316,0.033,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-3af9da7e3a70a6e48e62fb95,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-fd86009244aa1569cc755b18,PD-3bc5e27fae0a8e47fd030bcc,,,,,,,,,0.294,0.0,0.0,0.294,0.026000000000000023,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-df38db8df69914101fc8be7c,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,0.75,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-3ff59a905a79684882e55236,PD-4f4df1c8348e3481d7d9d021,,,,,,,,,0.1,0.0,0.0,0.1,0.007999999999999993,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-be48d054a8df2be848b3fa94,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-01cc84159117999caadf10bf,PD-1387626380af7f8ac6082c41,,,,,,,,,0.329,0.0,0.0,0.329,0.019000000000000017,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-4107e3e7ca39b84235acf56f,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-3d7082815ea0e6f588f2b5eb,PD-5fe00f5346d21ea32537b187,,,,,,,,,0.33,0.0,0.0,0.33,0.01200000000000001,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-94890fd263dd1e9fec412f23,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-5bef24c4825ed3e04620f4f2,PD-5cc0f51da9c721e46437d1d7,,,,,,,,,0.326,0.0,0.0,0.326,0.01200000000000001,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-6a285110d3d2e3834df94987,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.0,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-c743ed64acc5ec9e3af54792,PD-d854c49a76e201cc2601ea5e,,,,,,,,,0.097,0.0,0.0,0.097,0.010999999999999996,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-3acb91a48418e01c40441ec2,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-8c4f7bbfe00e1b097cac9a66,PD-8b35a82dbed4a9a92e14b0a6,,,,,,,,,0.356,0.0,0.0,0.356,0.027000000000000024,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-e0a18bc5f6ccbb521a052321,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0578ad9e180968643debeddd,PD-496ed524a693ec02b72a1a3b,,,,,,,,,0.338,0.0,0.0,0.338,0.013999999999999957,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ee798d1a09e82acf9c842f9d,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-676f5b2ab2365aa3c047171a,PD-6c70b6a063ab2d50408e6354,,,,,,,,,0.319,0.0,0.0,0.319,0.00899999999999998,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-2a8a427b07b8402840933d51,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,1.5,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-cb712af91c0e5c3e103312fb,PD-cf7fa8a25e7601dbcb7619f0,,,,,,,,,0.093,0.0,0.0,0.093,0.005999999999999998,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-ffad35cc69d38837d847f8b8,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-53366affac63578a53bef3bf,PD-96594574a0be70ff354aae51,,,,,,,,,0.304,0.0,0.0,0.304,0.05300000000000002,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-85e094bfeede4f12df1bf245,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-e244e84b9552e2afa675776b,PD-7896d915be1d57d14b496f85,,,,,,,,,0.352,0.0,0.0,0.352,0.034,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-143c9b31ebd8d0e5d4e83000,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9d4889f722c37dab27c83810,PD-8f395e2fca78ffdb7cc444f7,,,,,,,,,0.333,0.0,0.0,0.333,0.03,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-04cdf5bc12c069e7c30ccb32,1cce3e5fe7c50070e58676c9,Cp2_vs_Cp3__strict_numeric_all,0262d70dda595cb6cda6,Cp2_vs_Cp3,strict_numeric_all,fl3_entitlement_capped,2.0,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-bd62206c7f8235fbb9595455,PD-beb8c15fb304ceb44ca29ba7,,,,,,,,,0.073,0.0,0.0,0.073,0.013999999999999999,,,,,,,robust_passage_below_target,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-33779718dc912ae24c91b446,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.0,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-0ef2dddba3aa4ec2511eece4,PD-99140a40b748420d96305c1a,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-b793c87a0bce3cfd3019e71e,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.25,0.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-33f6e4d5aa093de09bac546a,PD-a611c556d7475138079cf7c2,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-045096af47a5edfc375ea918,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.25,0.25,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-9fbe163c4278a4e79fcdabed,PD-5effd92ce10839fccd9c0169,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-256f889c81c9e3b16e5cf5bd,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.25,0.5,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-d0cb8343c441ddc517077a4b,PD-061a918b905bfeb96a5cbd52,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
PP-4f5ee896a0fe0e9f61342dc8,1dbc920edffba9363b404b4e,Cp2_vs_Cp3__stability_plus_geometry,3e971f0bc08c8189f389,Cp2_vs_Cp3,stability_plus_geometry,fl3_entitled,0.25,1.0,0.5,simulated stress-test axes; not observed facts or operationally selectable campaign properties,frozen conditional gate-passage probability,PD-c6a9c2dd0b911ff1898ec7b5,PD-f9410a705e199ee1a471a756,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,empirically_never_passable,empirically_never_passable,False,empirically_never_passable_in_at_least_one_partition,no_go_under_frozen_contract,False,True,True,True,True,True,True,do not pursue under the frozen tested design envelope,False,False
