scenario_id,base_scenario_id,address_id,record_id,support_id,relation,carrier,entitlement_status,partition,simulator_id,failure_predicate,prospective_cluster_count,delta,control_response_lambda,first_failure_status,gate_name,gate_order,replicate_count,replicate_probability,replicates
CS-21e6ce41260fe8dd82a4d364,BS-2f1165e3814d64b754a1a278,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.0,first_failed_gate,multiplicity_adjusted_threshold_pass,8,0,0.0,1000
CS-21e6ce41260fe8dd82a4d364,BS-2f1165e3814d64b754a1a278,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.0,first_failed_gate,control_adjusted_contrast_pass,9,0,0.0,1000
CS-21e6ce41260fe8dd82a4d364,BS-2f1165e3814d64b754a1a278,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.0,first_failed_gate,control_specificity_pass,10,0,0.0,1000
CS-7a3432b462cdb985387d56b2,BS-b7b55020470aa0011fae8c36,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.25,overall_pass,none,0,0,0.0,1000
CS-7a3432b462cdb985387d56b2,BS-b7b55020470aa0011fae8c36,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.25,first_failed_gate,support_available_pass,1,0,0.0,1000
CS-7a3432b462cdb985387d56b2,BS-b7b55020470aa0011fae8c36,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.25,first_failed_gate,complement_admissible_pass,2,133,0.133,1000
CS-7a3432b462cdb985387d56b2,BS-b7b55020470aa0011fae8c36,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.25,first_failed_gate,effect_direction_reproduced_pass,3,5,0.005,1000
CS-7a3432b462cdb985387d56b2,BS-b7b55020470aa0011fae8c36,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.25,first_failed_gate,target_contrast_positive_pass,4,0,0.0,1000
CS-7a3432b462cdb985387d56b2,BS-b7b55020470aa0011fae8c36,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.25,first_failed_gate,minimum_effect_pass,5,47,0.047,1000
CS-7a3432b462cdb985387d56b2,BS-b7b55020470aa0011fae8c36,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.25,first_failed_gate,cluster_uncertainty_pass,6,381,0.381,1000
CS-7a3432b462cdb985387d56b2,BS-b7b55020470aa0011fae8c36,03ef63db7584762143dc3914,three_way__no_window,114bd7932e0008f8ef79,three_way,no_window,fl3_entitlement_capped,confirmation,joint_gaussian_regularized_cluster,measurement_missingness_concentration,3,0.5,0.25,first_failed_gate,raw_statistical_threshold_pass,7,434,0.434,1000
