relation_id,obs,contract_family,contract_name,task,feature_contract,carrier_role,score,threshold,status,source_path,best_model,best_scheme,stratified_cv_best_ba,leave_object_out_best_ba,leave_cohort_out_best_ba,leave_transition_out_best_ba,ci_low,p_above_threshold,failure_rate,n_success,n_fail
Cp2_vs_Cp3__stability_core_3,OBS-080b,scale_band,fine_to_mid,Cp2_vs_Cp3,stability_core_3,compact_core_carrier,0.8666666666666668,0.75,pass,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_stability_matrix.csv,logreg,leave_object_out,,,,,,,,,
Cp2_vs_Cp3__stability_core_3,OBS-080b,scale_band,early,Cp2_vs_Cp3,stability_core_3,compact_core_carrier,0.8666666666666668,0.75,pass,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_stability_matrix.csv,logreg,leave_object_out,,,,,,,,,
three_way__stability_core_3,OBS-080b,scale_band,early,three_way,stability_core_3,compact_core_carrier,0.8375350140056023,0.8,pass,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_stability_matrix.csv,rf_depth2,stratified_cv,,,,,,,,,
three_way__stability_core_3,OBS-080b,scale_band,fine_to_mid,three_way,stability_core_3,compact_core_carrier,0.8375350140056023,0.8,pass,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_stability_matrix.csv,rf_depth2,stratified_cv,,,,,,,,,
Cp2_vs_Cp3__stability_core_3,OBS-080b,scale_band,late,Cp2_vs_Cp3,stability_core_3,compact_core_carrier,0.8333333333333334,0.75,pass,outputs/comparisons/obs080b_stability_core_scale_band_sensitivity/obs080b_scale_band_stability_matrix.csv,logreg,leave_cohort_out,,,,,,,,,
C_vs_Cp2__geometry_scores_only,OBS-080c,feature_family,geometry_scores_only,C_vs_Cp2,geometry_scores_only,geometry_sharpening_carrier,1.0,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,leave_cohort_out,1.0,0.75,1.0,0.75,,,,,
C_vs_Cp2__stability_plus_geometry,OBS-080c,feature_family,stability_plus_geometry,C_vs_Cp2,stability_plus_geometry,enriched_geometry_carrier,1.0,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,logreg,leave_cohort_out,1.0,0.9875541125541124,1.0,0.9460227272727272,,,,,
C_vs_Cp2__stability_plus_z,OBS-080c,feature_family,stability_plus_z,C_vs_Cp2,stability_plus_z,unknown_carrier,1.0,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,tree_depth2,leave_object_out,0.9897959183673468,1.0,0.9666666666666668,0.9678030303030304,,,,,
C_vs_Cp2__stability_core_3,OBS-080c,feature_family,stability_core_3,C_vs_Cp2,stability_core_3,compact_core_carrier,0.9875541125541124,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,leave_object_out,0.9712585034013606,0.9875541125541124,0.9375,0.956439393939394,,,,,
C_vs_Cp2__stability_plus_paths,OBS-080c,feature_family,stability_plus_paths,C_vs_Cp2,stability_plus_paths,unknown_carrier,0.9875541125541124,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,leave_object_out,0.979591836734694,0.9875541125541124,0.95,0.956439393939394,,,,,
C_vs_Cp2__window_means_only,OBS-080c,feature_family,window_means_only,C_vs_Cp2,window_means_only,unknown_carrier,0.9875541125541124,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,leave_object_out,0.9712585034013606,0.9875541125541124,0.9375,0.956439393939394,,,,,
C_vs_Cp2__no_paths,OBS-080c,feature_family,no_paths,C_vs_Cp2,no_paths,unknown_carrier,0.9821428571428572,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,tree_depth2,leave_object_out,0.9814625850340136,0.9821428571428572,0.975,0.9668560606060606,,,,,
C_vs_Cp2__no_geometry,OBS-080c,feature_family,no_geometry,C_vs_Cp2,no_geometry,unknown_carrier,0.9816017316017316,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,tree_depth2,leave_object_out,0.9629251700680272,0.9816017316017316,0.9541666666666668,0.956439393939394,,,,,
C_vs_Cp2__strict_numeric_all,OBS-080c,feature_family,strict_numeric_all,C_vs_Cp2,strict_numeric_all,strict_numeric_reference_carrier,0.979591836734694,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,stratified_cv,0.979591836734694,0.9761904761904764,0.975,0.9772727272727272,,,,,
C_vs_Cp2__no_window,OBS-080c,feature_family,no_window,C_vs_Cp2,no_window,non_window_redundant_carrier,0.9610544217687076,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,stratified_cv,0.9610544217687076,0.8273809523809524,0.95,0.7566287878787878,,,,,
C_vs_Cp2__path_shares_only,OBS-080c,feature_family,path_shares_only,C_vs_Cp2,path_shares_only,path_support_carrier,0.9041666666666668,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,tree_depth2,leave_cohort_out,0.8637755102040816,0.8495670995670996,0.9041666666666668,0.7528409090909091,,,,,
C_vs_Cp2__window_z_only,OBS-080c,feature_family,window_z_only,C_vs_Cp2,window_z_only,unknown_carrier,0.8463203463203463,0.9,weak,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,leave_object_out,0.7598639455782312,0.8463203463203463,0.7708333333333334,0.7320075757575757,,,,,
C_vs_Cp3__no_geometry,OBS-080c,feature_family,no_geometry,C_vs_Cp3,no_geometry,unknown_carrier,0.9930555555555556,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,tree_depth2,leave_object_out,0.9897959183673468,0.9930555555555556,0.9791666666666666,0.9772727272727272,,,,,
C_vs_Cp3__stability_plus_paths,OBS-080c,feature_family,stability_plus_paths,C_vs_Cp3,stability_plus_paths,unknown_carrier,0.9930555555555556,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,leave_object_out,0.9897959183673468,0.9930555555555556,0.9791666666666666,0.9886363636363636,,,,,
C_vs_Cp3__strict_numeric_all,OBS-080c,feature_family,strict_numeric_all,C_vs_Cp3,strict_numeric_all,strict_numeric_reference_carrier,0.9930555555555556,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,tree_depth2,leave_object_out,0.9897959183673468,0.9930555555555556,0.9699074074074074,0.946969696969697,,,,,
C_vs_Cp3__no_paths,OBS-080c,feature_family,no_paths,C_vs_Cp3,no_paths,unknown_carrier,0.9897959183673468,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,stratified_cv,0.9897959183673468,0.9791666666666666,0.9625,0.9772727272727272,,,,,
C_vs_Cp3__stability_core_3,OBS-080c,feature_family,stability_core_3,C_vs_Cp3,stability_core_3,compact_core_carrier,0.9897959183673468,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,stratified_cv,0.9897959183673468,0.986111111111111,0.9458333333333332,0.9678030303030304,,,,,
C_vs_Cp3__stability_plus_geometry,OBS-080c,feature_family,stability_plus_geometry,C_vs_Cp3,stability_plus_geometry,enriched_geometry_carrier,0.9897959183673468,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,stratified_cv,0.9897959183673468,0.9791666666666666,0.9458333333333332,0.9772727272727272,,,,,
C_vs_Cp3__stability_plus_z,OBS-080c,feature_family,stability_plus_z,C_vs_Cp3,stability_plus_z,unknown_carrier,0.9897959183673468,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,stratified_cv,0.9897959183673468,0.9791666666666666,0.9791666666666666,0.9772727272727272,,,,,
C_vs_Cp3__window_means_only,OBS-080c,feature_family,window_means_only,C_vs_Cp3,window_means_only,unknown_carrier,0.9897959183673468,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,stratified_cv,0.9897959183673468,0.986111111111111,0.9458333333333332,0.9678030303030304,,,,,
C_vs_Cp3__geometry_scores_only,OBS-080c,feature_family,geometry_scores_only,C_vs_Cp3,geometry_scores_only,geometry_sharpening_carrier,0.9625,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,leave_cohort_out,0.9491525423728814,0.7916666666666666,0.9625,0.7234848484848485,,,,,
C_vs_Cp3__no_window,OBS-080c,feature_family,no_window,C_vs_Cp3,no_window,non_window_redundant_carrier,0.9405050155655484,0.9,pass,outputs/comparisons/obs080c_feature_family_contract_sensitivity/obs080c_feature_contract_stability_matrix.csv,rf_depth2,stratified_cv,0.9405050155655484,0.8156565656565656,0.9314814814814816,0.7234848484848484,,,,,
