script_version,overall_status,freeze_manifest_id,canonical_feature_rows,selected_key_count,resolved_carrier_count,selected_cluster_unit,discovery_rows,confirmation_rows,eligible_balance_rows,eligible_balance_pass_rows,included_support_families,repo_commit
1.2.0,frozen_ready_for_discovery,c360f3b4cd5d65067c8b1cca45800524b6ee5cf7ad31ed43aaedcdb0fcd0566d,168,1,6,object,90,78,24,24,10,2647b494eb688388bdad9b88d8dd32c8a5e95f69
