failure_predicate,partition,simulator_id,address_id,replicates,null_mean_target_contrast,null_sd_target_contrast,baseline_object_scale,standardized_null_bias,finite_rate,range_violations,identity_violations
log_loss_attenuation,discovery,joint_gaussian_regularized_cluster,c7bb703a3930eb4a7b9b0754,128,-0.8714754206823014,0.5184104623989352,0.05,17.429508413646026,1.0,0,0
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,3c58f494c94b8761a568ded4,128,0.00293352118084886,0.0024243420866241617,0.05,0.0586704236169772,1.0,0,0
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,61cef129ca8cc734e59e4f58,128,-0.026138673841091843,0.057649263142093926,0.28745108343377573,0.09093259809234217,1.0,0,0
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,6474bf84525b5f8901e9c847,128,0.01138678463504192,0.08723055579200226,0.05,0.2277356927008384,1.0,0,0
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,7e1bf2a0d61851cecd7b6046,128,0.17098084975072808,0.17079537719929308,0.24197650762655934,0.7066010309339683,1.0,0,0
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,abf87c205565392f1e00275c,128,-0.020834302034279432,0.012633439720444829,0.05,0.4166860406855886,1.0,0,0
log_loss_attenuation,discovery,joint_wild_cluster_rademacher,c7bb703a3930eb4a7b9b0754,128,-0.5200914949276378,0.35489211963024375,0.05,10.401829898552757,1.0,0,0
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,03ef63db7584762143dc3914,128,0.0,0.0,0.05,0.0,0.9921875,0,0
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,1cce3e5fe7c50070e58676c9,128,0.0,0.0,0.05,0.0,0.2890625,0,0
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,1dbc920edffba9363b404b4e,128,0.0,0.0,0.05,0.0,0.4375,0,0
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,bfa569fbae807b7f50c3389f,128,0.0,0.0,0.05,0.0,0.90625,0,0
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,d10b3aec4edc47fefb2bd92f,128,0.0,0.0,0.05,0.0,0.9140625,0,0
measurement_missingness_concentration,confirmation,joint_empirical_cluster_bootstrap,fe17c18b39eb86c6e9f982bd,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,03ef63db7584762143dc3914,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1cce3e5fe7c50070e58676c9,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,1dbc920edffba9363b404b4e,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,bfa569fbae807b7f50c3389f,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,d10b3aec4edc47fefb2bd92f,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_gaussian_regularized_cluster,fe17c18b39eb86c6e9f982bd,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_wild_cluster_rademacher,03ef63db7584762143dc3914,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_wild_cluster_rademacher,1cce3e5fe7c50070e58676c9,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_wild_cluster_rademacher,1dbc920edffba9363b404b4e,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_wild_cluster_rademacher,bfa569fbae807b7f50c3389f,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_wild_cluster_rademacher,d10b3aec4edc47fefb2bd92f,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,confirmation,joint_wild_cluster_rademacher,fe17c18b39eb86c6e9f982bd,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_empirical_cluster_bootstrap,03ef63db7584762143dc3914,128,0.0,0.0,0.05,0.0,0.9921875,0,0
measurement_missingness_concentration,discovery,joint_empirical_cluster_bootstrap,1cce3e5fe7c50070e58676c9,128,0.0,0.0,0.05,0.0,0.6796875,0,0
measurement_missingness_concentration,discovery,joint_empirical_cluster_bootstrap,1dbc920edffba9363b404b4e,128,0.0,0.0,0.05,0.0,0.6015625,0,0
measurement_missingness_concentration,discovery,joint_empirical_cluster_bootstrap,bfa569fbae807b7f50c3389f,128,0.0,0.0,0.05,0.0,0.625,0,0
measurement_missingness_concentration,discovery,joint_empirical_cluster_bootstrap,d10b3aec4edc47fefb2bd92f,128,0.0,0.0,0.05,0.0,0.6875,0,0
measurement_missingness_concentration,discovery,joint_empirical_cluster_bootstrap,fe17c18b39eb86c6e9f982bd,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_gaussian_regularized_cluster,03ef63db7584762143dc3914,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_gaussian_regularized_cluster,1cce3e5fe7c50070e58676c9,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_gaussian_regularized_cluster,1dbc920edffba9363b404b4e,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_gaussian_regularized_cluster,bfa569fbae807b7f50c3389f,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_gaussian_regularized_cluster,d10b3aec4edc47fefb2bd92f,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_gaussian_regularized_cluster,fe17c18b39eb86c6e9f982bd,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_wild_cluster_rademacher,03ef63db7584762143dc3914,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_wild_cluster_rademacher,1cce3e5fe7c50070e58676c9,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_wild_cluster_rademacher,1dbc920edffba9363b404b4e,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_wild_cluster_rademacher,bfa569fbae807b7f50c3389f,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_wild_cluster_rademacher,d10b3aec4edc47fefb2bd92f,128,0.0,0.0,0.05,0.0,1.0,0,0
measurement_missingness_concentration,discovery,joint_wild_cluster_rademacher,fe17c18b39eb86c6e9f982bd,128,0.0,0.0,0.05,0.0,1.0,0,0
relation_separation_attenuation,confirmation,joint_empirical_cluster_bootstrap,5664a919a73350d749e027dc,128,0.08036810521397339,0.25216633338291594,0.05,1.6073621042794677,0.9296875,0,0
relation_separation_attenuation,confirmation,joint_empirical_cluster_bootstrap,571870560547b22e35e1ccb9,128,0.05719955313085914,0.04761247333905404,0.05,1.1439910626171828,0.4921875,0,0
relation_separation_attenuation,confirmation,joint_empirical_cluster_bootstrap,71a9a769187d88ddfc17abe2,128,-0.002842176157581208,0.0020108014056446923,0.05,0.05684352315162416,0.421875,0,0
relation_separation_attenuation,confirmation,joint_empirical_cluster_bootstrap,aa0c3dea0cb178601665f0a3,128,0.0654740116972528,0.18909634258969252,0.05,1.3094802339450557,0.890625,0,0
relation_separation_attenuation,confirmation,joint_empirical_cluster_bootstrap,c6528334f0026fa6a5d60d51,128,0.0013932946467617438,0.016117884010473656,0.05,0.027865892935234875,1.0,0,0
relation_separation_attenuation,confirmation,joint_empirical_cluster_bootstrap,f4f4a9de74337511940dbe01,128,0.0010943061498215072,0.00279444356651575,0.05,0.02188612299643014,0.9921875,0,0
relation_separation_attenuation,confirmation,joint_gaussian_regularized_cluster,5664a919a73350d749e027dc,128,-0.02776371724668865,0.153545560574202,0.05,0.5552743449337729,1.0,0,0
relation_separation_attenuation,confirmation,joint_gaussian_regularized_cluster,571870560547b22e35e1ccb9,128,0.05876573132749077,0.157336721086282,0.05,1.1753146265498153,1.0,0,0
relation_separation_attenuation,confirmation,joint_gaussian_regularized_cluster,71a9a769187d88ddfc17abe2,128,-0.003757941993632958,0.004174966057591699,0.05,0.07515883987265916,1.0,0,0
relation_separation_attenuation,confirmation,joint_gaussian_regularized_cluster,aa0c3dea0cb178601665f0a3,128,0.00707262194248892,0.11495614697671563,0.05,0.14145243884977837,1.0,0,0
relation_separation_attenuation,confirmation,joint_gaussian_regularized_cluster,c6528334f0026fa6a5d60d51,128,0.008709377579757364,0.012119858548473247,0.05,0.1741875515951473,1.0,0,0
relation_separation_attenuation,confirmation,joint_gaussian_regularized_cluster,f4f4a9de74337511940dbe01,128,0.0001822227669932353,0.005042753241436859,0.05,0.0036444553398647063,1.0,0,0
relation_separation_attenuation,confirmation,joint_wild_cluster_rademacher,5664a919a73350d749e027dc,128,0.046663180155171555,0.11356221782023038,0.05,0.933263603103431,1.0,0,0
relation_separation_attenuation,confirmation,joint_wild_cluster_rademacher,571870560547b22e35e1ccb9,128,0.06966365107183826,0.12740391032450032,0.05,1.3932730214367652,1.0,0,0
relation_separation_attenuation,confirmation,joint_wild_cluster_rademacher,71a9a769187d88ddfc17abe2,128,-0.004013805505368808,0.002437075891714534,0.05,0.08027611010737616,1.0,0,0
relation_separation_attenuation,confirmation,joint_wild_cluster_rademacher,aa0c3dea0cb178601665f0a3,128,0.009716095936622086,0.06314031457250315,0.05,0.19432191873244173,1.0,0,0
relation_separation_attenuation,confirmation,joint_wild_cluster_rademacher,c6528334f0026fa6a5d60d51,128,0.008222319301394443,0.004975411197926968,0.05,0.16444638602788886,1.0,0,0
relation_separation_attenuation,confirmation,joint_wild_cluster_rademacher,f4f4a9de74337511940dbe01,128,0.00039414558758257227,0.0022136630320780063,0.05,0.007882911751651445,1.0,0,0
relation_separation_attenuation,discovery,joint_empirical_cluster_bootstrap,5664a919a73350d749e027dc,128,-0.010443774293904983,0.02349607200902782,0.05,0.20887548587809965,0.609375,0,0
relation_separation_attenuation,discovery,joint_empirical_cluster_bootstrap,571870560547b22e35e1ccb9,128,0.0100907599371274,0.040244770748709593,0.05,0.20181519874254797,0.65625,0,0
relation_separation_attenuation,discovery,joint_empirical_cluster_bootstrap,71a9a769187d88ddfc17abe2,128,0.0007480680047625492,0.0015722719262906677,0.05,0.014961360095250984,0.6328125,0,0
relation_separation_attenuation,discovery,joint_empirical_cluster_bootstrap,aa0c3dea0cb178601665f0a3,128,-0.08881704567265986,0.11227072596047635,0.05,1.7763409134531971,0.7890625,0,0
relation_separation_attenuation,discovery,joint_empirical_cluster_bootstrap,c6528334f0026fa6a5d60d51,128,0.0189857127223184,0.030531921159040284,0.09573386303571843,0.19831762889621207,1.0,0,0
